# Source: crimson cell-8 trace in Fig. 8A of Kochanczyk et al. (2017), Sci Rep 7:38244
# Cell 8 is the cell whose EGFR expression burst schedule is hard-coded in
# Supplementary Data S3 and reproduced by
# mapk_relaxation_oscillations_kochanczyk2017_noisy_egfr.bngl
# Render: open-access article PDF page 9 at 400 dpi
# Axis calibration: panel A plot box, x=0..72 h and y=0..2e6 EGFR molecules,
#   both labelled at the frame corners
# Extraction: crimson pixels (R>120, R-G>45, B-G>15, R-B>25) inside the plot box,
#   legend block excluded, one sample per pixel column (about 2.4 min apart),
#   value taken as the column centroid of the trace
# Occlusion: 143 of 1823 columns carry no crimson pixel because the cell-12 or
#   cell-15 trace is drawn over cell 8 there; those columns are omitted rather
#   than interpolated
# Calibration check: the first digitized sample reads 170029 molecules against the
#   model's exact seed value of 168950 (0.6% high)
time_h,time_s,EGFR_total_molecules
34.8540,125474.4,11527.4
34.8935,125616.7,11527.4
34.9330,125758.9,11527.4
34.9726,125901.2,11527.4
35.0121,126043.5,11527.4
35.0516,126185.7,11527.4
35.0911,126328.0,11527.4
35.1306,126470.3,11527.4
35.1701,126612.5,11527.4
35.2097,126754.8,11527.4
35.2492,126897.0,11527.4
35.2887,127039.3,11527.4
35.3282,127181.6,11527.4
35.3677,127323.8,11527.4
35.4072,127466.1,11527.4
35.4468,127608.3,11527.4
35.4863,127750.6,11527.4
35.5258,127892.9,11527.4
35.5653,128035.1,11527.4
35.6048,128177.4,11527.4
35.6443,128319.6,11527.4
35.6839,128461.9,11527.4
35.7234,128604.2,11527.4
35.7629,128746.4,11527.4
35.8024,128888.7,11527.4
35.8419,129031.0,11527.4
35.8814,129173.2,11527.4
35.9210,129315.5,11527.4
35.9605,129457.7,11527.4
36.0000,129600.0,11527.4
36.0395,129742.3,11527.4
36.0790,129884.5,8645.5
36.1186,130026.8,8645.5
36.1581,130169.0,8645.5
36.1976,130311.3,8645.5
36.2371,130453.6,8645.5
36.2766,130595.8,8645.5
36.3161,130738.1,8645.5
36.3557,130880.4,8645.5
36.3952,131022.6,8645.5
36.4347,131164.9,8645.5
36.4742,131307.1,8645.5
36.5137,131449.4,8645.5
36.5532,131591.7,8645.5
36.5928,131733.9,8645.5
36.6323,131876.2,8645.5
36.6718,132018.4,8645.5
36.7113,132160.7,8645.5
36.7508,132303.0,8645.5
36.7903,132445.2,8645.5
36.8299,132587.5,8645.5
36.8694,132729.7,8645.5
36.9089,132872.0,8645.5
36.9484,133014.3,8645.5
36.9879,133156.5,5763.7
37.0274,133298.8,5763.7
37.0670,133441.1,5763.7
37.1065,133583.3,5763.7
37.1460,133725.6,5763.7
37.1855,133867.8,5763.7
37.2250,134010.1,5763.7
37.2645,134152.4,5763.7
37.3041,134294.6,5763.7
37.3436,134436.9,5763.7
37.3831,134579.1,5763.7
37.4226,134721.4,5763.7
37.4621,134863.7,5763.7
37.5016,135005.9,5763.7
37.5412,135148.2,5763.7
37.5807,135290.5,5763.7
37.6202,135432.7,5763.7
37.6597,135575.0,5763.7
37.6992,135717.2,5763.7
37.7387,135859.5,5763.7
37.7783,136001.8,5763.7
37.8178,136144.0,5763.7
37.8573,136286.3,5763.7
37.8968,136428.5,5763.7
37.9363,136570.8,5763.7
37.9759,136713.1,5763.7
38.0154,136855.3,5763.7
38.0549,136997.6,5763.7
38.0944,137139.8,5763.7
38.1339,137282.1,5763.7
38.1734,137424.4,5763.7
38.2130,137566.6,5763.7
38.2525,137708.9,5763.7
38.2920,137851.2,5763.7
38.3315,137993.4,5763.7
38.3710,138135.7,5763.7
38.4105,138277.9,5763.7
38.4501,138420.2,5763.7
38.4896,138562.5,5763.7
38.5291,138704.7,5763.7
38.5686,138847.0,5763.7
38.6081,138989.2,5763.7
38.6476,139131.5,5763.7
38.6872,139273.8,5763.7
38.7267,139416.0,5763.7
38.7662,139558.3,5763.7
38.8057,139700.5,5763.7
38.8452,139842.8,5763.7
38.8847,139985.1,5763.7
38.9243,140127.3,5763.7
38.9638,140269.6,5763.7
39.0033,140411.9,5763.7
39.0428,140554.1,5763.7
39.0823,140696.4,5763.7
39.1218,140838.6,5763.7
39.1614,140980.9,5763.7
39.2009,141123.2,5763.7
39.2404,141265.4,5763.7
39.2799,141407.7,5763.7
39.3194,141549.9,5763.7
39.3589,141692.2,5763.7
39.3985,141834.5,5763.7
39.4380,141976.7,5763.7
39.4775,142119.0,5763.7
39.5170,142261.3,5763.7
39.5565,142403.5,5763.7
39.5960,142545.8,5763.7
39.6356,142688.0,5763.7
39.6751,142830.3,5763.7
39.7146,142972.6,5763.7
39.7541,143114.8,5763.7
39.7936,143257.1,5763.7
39.8332,143399.3,5763.7
45.2075,162746.9,23054.8
45.2470,162889.1,25936.6
45.2865,163031.4,25936.6
45.3260,163173.7,25936.6
45.3655,163315.9,31700.3
45.4050,163458.2,31700.3
45.4446,163600.4,34582.1
45.4841,163742.7,34582.1
45.5236,163885.0,34582.1
45.5631,164027.2,34582.1
45.6026,164169.5,34582.1
45.6422,164311.7,31700.3
45.6817,164454.0,31700.3
45.7212,164596.3,31700.3
45.7607,164738.5,31700.3
45.8002,164880.8,31700.3
45.8397,165023.1,31700.3
45.8793,165165.3,31700.3
45.9188,165307.6,31700.3
45.9583,165449.8,31700.3
45.9978,165592.1,31700.3
46.0373,165734.4,31700.3
46.0768,165876.6,31700.3
46.1164,166018.9,31700.3
46.1559,166161.1,31700.3
46.1954,166303.4,31700.3
46.2349,166445.7,31700.3
46.2744,166587.9,31700.3
46.3139,166730.2,31700.3
46.3535,166872.4,31700.3
46.3930,167014.7,31700.3
46.4325,167157.0,31700.3
46.4720,167299.2,31700.3
46.5115,167441.5,31700.3
46.5510,167583.8,31700.3
46.5906,167726.0,31700.3
46.6301,167868.3,31700.3
46.6696,168010.5,31700.3
46.7091,168152.8,31700.3
46.7486,168295.1,31700.3
46.7881,168437.3,31700.3
46.8277,168579.6,28818.4
46.8672,168721.8,28818.4
46.9067,168864.1,28818.4
46.9462,169006.4,28818.4
46.9857,169148.6,28818.4
47.0252,169290.9,28818.4
47.0648,169433.2,28818.4
47.1043,169575.4,28818.4
47.1438,169717.7,28818.4
47.1833,169859.9,28818.4
47.2228,170002.2,28818.4
47.2623,170144.5,28818.4
47.3019,170286.7,28818.4
47.3414,170429.0,28818.4
47.3809,170571.2,28818.4
47.4204,170713.5,28818.4
47.4599,170855.8,28818.4
47.4995,170998.0,28818.4
47.5390,171140.3,28818.4
47.5785,171282.5,28818.4
47.6180,171424.8,28818.4
47.6575,171567.1,28818.4
47.6970,171709.3,25936.6
47.7366,171851.6,25936.6
47.7761,171993.9,25936.6
47.8156,172136.1,25936.6
47.8551,172278.4,25936.6
47.8946,172420.6,25936.6
47.9341,172562.9,25936.6
47.9737,172705.2,25936.6
48.0132,172847.4,25936.6
48.0527,172989.7,25936.6
48.0922,173131.9,25936.6
48.1317,173274.2,25936.6
48.1712,173416.5,25936.6
48.2108,173558.7,25936.6
48.2503,173701.0,25936.6
48.2898,173843.2,25936.6
48.3293,173985.5,25936.6
48.3688,174127.8,25936.6
48.4083,174270.0,25936.6
48.4479,174412.3,25936.6
48.4874,174554.6,25936.6
48.5269,174696.8,25936.6
48.5664,174839.1,25936.6
48.6059,174981.3,25936.6
48.6454,175123.6,25936.6
48.6850,175265.9,25936.6
48.7245,175408.1,25936.6
48.7640,175550.4,23054.8
48.8035,175692.6,23054.8
48.8430,175834.9,23054.8
48.8825,175977.2,23054.8
48.9221,176119.4,23054.8
48.9616,176261.7,23054.8
49.0011,176404.0,23054.8
49.0406,176546.2,23054.8
49.0801,176688.5,23054.8
49.1196,176830.7,23054.8
49.1592,176973.0,23054.8
49.1987,177115.3,23054.8
49.2382,177257.5,23054.8
49.2777,177399.8,23054.8
49.3172,177542.0,23054.8
49.3568,177684.3,23054.8
49.3963,177826.6,23054.8
49.4358,177968.8,23054.8
49.4753,178111.1,23054.8
49.5148,178253.3,23054.8
49.5543,178395.6,23054.8
49.5939,178537.9,23054.8
49.6334,178680.1,23054.8
49.6729,178822.4,23054.8
49.7124,178964.7,23054.8
49.7519,179106.9,23054.8
49.7914,179249.2,23054.8
49.8310,179391.4,23054.8
49.8705,179533.7,23054.8
49.9100,179676.0,23054.8
49.9495,179818.2,23054.8
49.9890,179960.5,23054.8
50.0285,180102.7,23054.8
50.0681,180245.0,23054.8
50.1076,180387.3,23054.8
50.1471,180529.5,23054.8
50.1866,180671.8,23054.8
50.2261,180814.1,23054.8
50.2656,180956.3,23054.8
50.3052,181098.6,23054.8
50.3447,181240.8,23054.8
50.3842,181383.1,23054.8
50.4237,181525.4,23054.8
50.4632,181667.6,23054.8
50.5027,181809.9,23054.8
50.5423,181952.1,23054.8
50.5818,182094.4,23054.8
50.6213,182236.7,23054.8
50.6608,182378.9,23054.8
50.7003,182521.2,23054.8
50.7398,182663.4,23054.8
50.7794,182805.7,23054.8
50.8189,182948.0,23054.8
50.8584,183090.2,23054.8
50.8979,183232.5,23054.8
50.9374,183374.8,23054.8
50.9769,183517.0,23054.8
51.0165,183659.3,23054.8
51.0560,183801.5,23054.8
51.0955,183943.8,23054.8
51.1350,184086.1,20172.9
51.1745,184228.3,20172.9
51.2141,184370.6,20172.9
51.2536,184512.8,20172.9
51.2931,184655.1,23054.8
51.3326,184797.4,23054.8
51.3721,184939.6,25936.6
51.4116,185081.9,28818.4
51.4512,185224.1,34582.1
51.4907,185366.4,37464.0
51.5302,185508.7,43227.7
51.5697,185650.9,46109.5
51.6092,185793.2,51873.2
51.6487,185935.5,57636.9
51.6883,186077.7,60518.7
51.7278,186220.0,66282.4
51.7673,186362.2,69164.3
51.8068,186504.5,74928.0
51.8463,186646.8,77809.8
51.8858,186789.0,86455.3
51.9254,186931.3,89337.2
51.9649,187073.5,89337.2
52.0044,187215.8,89337.2
52.0439,187358.1,89337.2
52.0834,187500.3,89337.2
52.1229,187642.6,86455.3
52.1625,187784.9,86455.3
52.2020,187927.1,86455.3
52.2415,188069.4,86455.3
52.2810,188211.6,86455.3
52.3205,188353.9,86455.3
52.3600,188496.2,83573.5
52.3996,188638.4,83573.5
52.4391,188780.7,83573.5
52.4786,188922.9,83573.5
52.5181,189065.2,83573.5
52.5576,189207.5,83573.5
52.5971,189349.7,83573.5
52.6367,189492.0,83573.5
52.6762,189634.2,83573.5
52.7157,189776.5,80691.6
52.7552,189918.8,80691.6
52.7947,190061.0,80691.6
52.8342,190203.3,80691.6
52.8738,190345.6,80691.6
52.9133,190487.8,80691.6
52.9528,190630.1,80691.6
52.9923,190772.3,77809.8
53.0318,190914.6,77809.8
53.0714,191056.9,77809.8
53.1109,191199.1,77809.8
53.1504,191341.4,77809.8
53.1899,191483.6,77809.8
53.2294,191625.9,77809.8
53.2689,191768.2,77809.8
53.3085,191910.4,77809.8
53.3480,192052.7,74928.0
53.3875,192195.0,74928.0
53.4270,192337.2,74928.0
53.4665,192479.5,74928.0
53.5060,192621.7,74928.0
53.5456,192764.0,74928.0
53.5851,192906.3,74928.0
53.6246,193048.5,72046.1
53.6641,193190.8,72046.1
53.7036,193333.0,72046.1
53.7431,193475.3,72046.1
53.7827,193617.6,72046.1
53.8222,193759.8,72046.1
53.8617,193902.1,72046.1
53.9012,194044.3,72046.1
53.9407,194186.6,72046.1
53.9802,194328.9,69164.3
54.0198,194471.1,69164.3
54.0593,194613.4,69164.3
54.0988,194755.7,69164.3
54.1383,194897.9,69164.3
54.1778,195040.2,69164.3
54.2173,195182.4,69164.3
54.2569,195324.7,69164.3
54.2964,195467.0,66282.4
54.3359,195609.2,66282.4
54.3754,195751.5,66282.4
54.4149,195893.7,66282.4
54.4544,196036.0,66282.4
54.4940,196178.3,66282.4
54.5335,196320.5,66282.4
54.5730,196462.8,66282.4
54.6125,196605.0,66282.4
54.6520,196747.3,66282.4
54.6915,196889.6,66282.4
54.7311,197031.8,63400.6
54.7706,197174.1,63400.6
54.8101,197316.4,63400.6
54.8496,197458.6,63400.6
54.8891,197600.9,63400.6
54.9286,197743.1,66282.4
54.9682,197885.4,66282.4
55.0077,198027.7,69164.3
55.0472,198169.9,74928.0
55.0867,198312.2,80691.6
55.1262,198454.4,83573.5
55.1658,198596.7,89337.2
55.2053,198739.0,92219.0
55.2448,198881.2,97982.7
55.2843,199023.5,100864.6
55.3238,199165.8,103746.4
55.3633,199308.0,109510.1
55.4029,199450.3,115273.8
55.4424,199592.5,118155.6
55.4819,199734.8,123919.3
55.5214,199877.1,126801.2
55.5609,200019.3,129683.0
55.6004,200161.6,135446.7
55.6400,200303.8,135446.7
55.6795,200446.1,135446.7
55.7190,200588.4,135446.7
55.7585,200730.6,135446.7
55.7980,200872.9,135446.7
55.8375,201015.1,135446.7
55.8771,201157.4,135446.7
55.9166,201299.7,132564.8
55.9561,201441.9,132564.8
55.9956,201584.2,132564.8
56.0351,201726.5,132564.8
56.0746,201868.7,129683.0
56.1142,202011.0,129683.0
56.1537,202153.2,129683.0
56.1932,202295.5,129683.0
56.2327,202437.8,129683.0
56.2722,202580.0,135446.7
56.3117,202722.3,138328.5
56.3513,202864.5,141210.4
56.3908,203006.8,146974.1
56.4303,203149.1,146974.1
56.4698,203291.3,149855.9
56.5093,203433.6,152737.8
56.5488,203575.9,155619.6
56.5884,203718.1,178674.4
56.6279,203860.4,178674.4
56.6674,204002.6,178674.4
56.7069,204144.9,181556.2
56.7464,204287.2,184438.0
56.7859,204429.4,190201.7
56.8255,204571.7,195965.4
56.8650,204713.9,207492.8
56.9045,204856.2,216138.3
56.9440,204998.5,227665.7
56.9835,205140.7,239193.1
57.0231,205283.0,250720.5
57.0626,205425.2,262247.8
57.1021,205567.5,270893.4
57.1416,205709.8,279538.9
57.1811,205852.0,288184.4
57.2206,205994.3,293948.1
57.2602,206136.6,302593.7
57.2997,206278.8,302593.7
57.3392,206421.1,308357.3
57.3787,206563.3,314121.0
57.4182,206705.6,314121.0
57.4577,206847.9,319884.7
57.4973,206990.1,319884.7
57.5368,207132.4,325648.4
57.5763,207274.6,328530.3
57.6158,207416.9,331412.1
57.6553,207559.2,337175.8
57.6948,207701.4,337175.8
57.7344,207843.7,342939.5
57.7739,207985.9,342939.5
57.8134,208128.2,348703.2
57.8529,208270.5,348703.2
57.8924,208412.7,354466.9
57.9319,208555.0,360230.5
57.9715,208697.3,360230.5
58.0110,208839.5,360230.5
58.0505,208981.8,360230.5
58.0900,209124.0,360230.5
58.1295,209266.3,357348.7
58.1690,209408.6,354466.9
58.2086,209550.8,354466.9
58.2481,209693.1,351585.0
58.2876,209835.3,351585.0
58.3271,209977.6,348703.2
58.3666,210119.9,348703.2
58.4061,210262.1,345821.3
58.4457,210404.4,342939.5
58.4852,210546.7,342939.5
58.5247,210688.9,342939.5
58.5642,210831.2,340057.6
58.6037,210973.4,337175.8
58.6432,211115.7,337175.8
58.6828,211258.0,337175.8
58.7223,211400.2,334293.9
58.7618,211542.5,331412.1
58.8013,211684.7,331412.1
58.8408,211827.0,328530.3
58.8804,211969.3,325648.4
58.9199,212111.5,325648.4
58.9594,212253.8,325648.4
58.9989,212396.0,322766.6
59.0384,212538.3,322766.6
59.0779,212680.6,319884.7
59.1175,212822.8,319884.7
59.1570,212965.1,317002.9
59.1965,213107.4,314121.0
59.2360,213249.6,314121.0
59.2755,213391.9,314121.0
59.3150,213534.1,311239.2
59.3546,213676.4,308357.3
59.3941,213818.7,308357.3
59.4336,213960.9,308357.3
59.4731,214103.2,305475.5
59.5126,214245.4,305475.5
59.5521,214387.7,302593.7
59.5917,214530.0,302593.7
59.6312,214672.2,302593.7
59.6707,214814.5,296830.0
59.7102,214956.8,296830.0
59.7497,215099.0,296830.0
59.7892,215241.3,296830.0
59.8288,215383.5,293948.1
59.8683,215525.8,291066.3
59.9078,215668.1,291066.3
59.9473,215810.3,291066.3
59.9868,215952.6,291066.3
60.0263,216094.8,285302.6
60.0659,216237.1,288184.4
60.1054,216379.4,291066.3
60.1449,216521.6,296830.0
60.1844,216663.9,299711.8
60.2239,216806.1,302593.7
60.2634,216948.4,308357.3
60.3030,217090.7,308357.3
60.3425,217232.9,314121.0
60.3820,217375.2,314121.0
60.4215,217517.5,319884.7
60.4610,217659.7,325648.4
60.5005,217802.0,325648.4
60.5401,217944.2,331412.1
60.5796,218086.5,331412.1
60.6191,218228.8,337175.8
60.6586,218371.0,340057.6
60.6981,218513.3,342939.5
60.7377,218655.5,345821.3
60.7772,218797.8,348703.2
60.8167,218940.1,351585.0
60.8562,219082.3,354466.9
60.8957,219224.6,360230.5
60.9352,219366.8,360230.5
60.9748,219509.1,365994.2
61.0143,219651.4,365994.2
61.0538,219793.6,371757.9
61.0933,219935.9,371757.9
61.1328,220078.2,377521.6
61.1723,220220.4,380403.5
61.2119,220362.7,383285.3
61.2514,220504.9,389049.0
61.2909,220647.2,389049.0
61.3304,220789.5,394812.7
61.3699,220931.7,394812.7
61.4094,221074.0,400576.4
61.4490,221216.2,400576.4
61.4885,221358.5,406340.1
61.5280,221500.8,406340.1
61.5675,221643.0,412103.7
61.6070,221785.3,412103.7
61.6465,221927.6,417867.4
61.6861,222069.8,417867.4
61.7256,222212.1,423631.1
61.7651,222354.3,423631.1
61.8046,222496.6,429394.8
61.8441,222638.9,429394.8
61.8836,222781.1,435158.5
61.9232,222923.4,435158.5
61.9627,223065.6,440922.2
62.0022,223207.9,440922.2
62.0417,223350.2,446685.9
62.0812,223492.4,446685.9
62.1207,223634.7,452449.6
62.1603,223776.9,452449.6
62.1998,223919.2,458213.3
62.2393,224061.5,458213.3
62.2788,224203.7,463976.9
62.3183,224346.0,463976.9
62.3578,224488.3,466858.8
62.3974,224630.5,466858.8
62.4369,224772.8,463976.9
62.4764,224915.0,463976.9
62.5159,225057.3,458213.3
62.5554,225199.6,458213.3
62.5950,225341.8,458213.3
62.6345,225484.1,452449.6
62.6740,225626.3,452449.6
62.7135,225768.6,452449.6
62.7530,225910.9,446685.9
62.7925,226053.1,446685.9
62.8321,226195.4,443804.0
62.8716,226337.7,440922.2
62.9111,226479.9,440922.2
62.9506,226622.2,440922.2
62.9901,226764.4,446685.9
63.0296,226906.7,446685.9
63.0692,227049.0,446685.9
63.1087,227191.2,446685.9
63.1482,227333.5,440922.2
63.1877,227475.7,440922.2
63.2272,227618.0,440922.2
63.2667,227760.3,435158.5
63.3063,227902.5,435158.5
63.3458,228044.8,432276.7
63.3853,228187.0,429394.8
63.4248,228329.3,429394.8
63.4643,228471.6,426513.0
63.5038,228613.8,423631.1
63.5434,228756.1,423631.1
63.5829,228898.4,420749.3
63.6224,229040.6,417867.4
63.6619,229182.9,417867.4
63.7014,229325.1,414985.6
63.7409,229467.4,412103.7
63.7805,229609.7,412103.7
63.8200,229751.9,409221.9
63.8595,229894.2,406340.1
63.8990,230036.4,406340.1
63.9385,230178.7,406340.1
63.9780,230321.0,400576.4
64.0176,230463.2,400576.4
64.0571,230605.5,400576.4
64.0966,230747.7,394812.7
64.1361,230890.0,394812.7
64.1756,231032.3,394812.7
64.2151,231174.5,391930.8
64.2547,231316.8,389049.0
64.2942,231459.1,389049.0
64.3337,231601.3,386167.1
64.3732,231743.6,383285.3
64.4127,231885.8,383285.3
64.4523,232028.1,380403.5
64.4918,232170.4,377521.6
64.5313,232312.6,377521.6
64.5708,232454.9,377521.6
64.6103,232597.1,371757.9
64.6498,232739.4,371757.9
64.6894,232881.7,371757.9
64.7289,233023.9,371757.9
64.7684,233166.2,377521.6
64.8079,233308.5,377521.6
64.8474,233450.7,383285.3
64.8869,233593.0,383285.3
64.9265,233735.2,389049.0
64.9660,233877.5,391930.8
65.0055,234019.8,394812.7
65.0450,234162.0,397694.5
65.0845,234304.3,403458.2
65.1240,234446.5,406340.1
65.1636,234588.8,414985.6
65.2031,234731.1,423631.1
65.2426,234873.3,429394.8
65.2821,235015.6,440922.2
65.3216,235157.8,446685.9
65.3611,235300.1,452449.6
65.4007,235442.4,458213.3
65.4402,235584.6,469740.6
65.4797,235726.9,475504.3
65.5192,235869.2,481268.0
65.5587,236011.4,492795.4
65.5982,236153.7,498559.1
65.6378,236295.9,504322.8
65.6773,236438.2,512968.3
65.7168,236580.5,521613.8
65.7563,236722.7,527377.5
65.7958,236865.0,533141.2
65.8353,237007.2,541786.7
65.8749,237149.5,550432.3
65.9144,237291.8,556196.0
65.9539,237434.0,561959.7
65.9934,237576.3,570605.2
66.0329,237718.6,576368.9
66.0724,237860.8,579250.7
66.1120,238003.1,585014.4
66.1515,238145.3,585014.4
66.1910,238287.6,590778.1
66.2305,238429.9,590778.1
66.2700,238572.1,590778.1
66.3095,238714.4,596541.8
66.3491,238856.6,596541.8
66.3886,238998.9,599423.6
66.4281,239141.2,602305.5
66.4676,239283.4,602305.5
66.5071,239425.7,605187.3
66.5467,239567.9,608069.2
66.5862,239710.2,608069.2
66.6257,239852.5,613832.9
66.6652,239994.7,613832.9
66.7047,240137.0,613832.9
66.7442,240279.3,619596.5
66.7838,240421.5,619596.5
66.8233,240563.8,619596.5
66.8628,240706.0,625360.2
66.9023,240848.3,625360.2
66.9418,240990.6,625360.2
66.9813,241132.8,631123.9
67.0209,241275.1,631123.9
67.0604,241417.3,631123.9
67.0999,241559.6,636887.6
67.1394,241701.9,636887.6
67.1789,241844.1,636887.6
67.2184,241986.4,642651.3
67.2580,242128.6,642651.3
67.2975,242270.9,642651.3
67.3370,242413.2,648415.0
67.3765,242555.4,648415.0
67.4160,242697.7,651296.8
67.4555,242840.0,654178.7
67.4951,242982.2,654178.7
67.5346,243124.5,654178.7
67.5741,243266.7,659942.4
67.6136,243409.0,659942.4
67.6531,243551.3,659942.4
67.6926,243693.5,665706.1
67.7322,243835.8,665706.1
67.7717,243978.0,665706.1
67.8112,244120.3,668587.9
67.8507,244262.6,671469.7
67.8902,244404.8,671469.7
67.9297,244547.1,677233.4
67.9693,244689.4,682997.1
68.0088,244831.6,685879.0
68.0483,244973.9,691642.7
68.0878,245116.1,700288.2
68.1273,245258.4,706051.9
68.1668,245400.7,714697.4
68.2064,245542.9,720461.1
68.2459,245685.2,726224.8
68.2854,245827.4,731988.5
68.3249,245969.7,737752.2
68.3644,246112.0,743515.9
68.4040,246254.2,749279.5
68.4435,246396.5,755043.2
68.4830,246538.7,760806.9
68.5225,246681.0,769452.4
68.5620,246823.3,778098.0
68.6015,246965.5,783861.7
68.6411,247107.8,789625.4
68.6806,247250.1,795389.0
68.7201,247392.3,801152.7
68.7596,247534.6,806916.4
68.7991,247676.8,812680.1
68.8386,247819.1,818443.8
68.8782,247961.4,824207.5
68.9177,248103.6,829971.2
68.9572,248245.9,835734.9
68.9967,248388.1,841498.6
69.0362,248530.4,844380.4
69.0757,248672.7,844380.4
69.1153,248814.9,847262.2
69.1548,248957.2,847262.2
69.1943,249099.5,847262.2
69.2338,249241.7,850144.1
69.2733,249384.0,850144.1
69.3128,249526.2,850144.1
69.3524,249668.5,850144.1
69.3919,249810.8,853025.9
69.4314,249953.0,853025.9
69.4709,250095.3,853025.9
69.5104,250237.5,850144.1
69.5499,250379.8,847262.2
69.5895,250522.1,844380.4
69.6290,250664.3,838616.7
69.6685,250806.6,835734.9
69.7080,250948.8,832853.0
69.7475,251091.1,827089.3
69.7870,251233.4,824207.5
69.8266,251375.6,821325.6
69.8661,251517.9,815562.0
69.9056,251660.2,815562.0
69.9451,251802.4,809798.3
69.9846,251944.7,806916.4
70.0241,252086.9,804034.6
70.0637,252229.2,798270.9
70.1032,252371.5,795389.0
70.1427,252513.7,792507.2
70.1822,252656.0,786743.5
70.2217,252798.2,786743.5
70.2613,252940.5,780979.8
70.3008,253082.8,775216.1
70.3403,253225.0,775216.1
70.3798,253367.3,769452.4
70.4193,253509.5,769452.4
70.4588,253651.8,769452.4
70.4984,253794.1,772334.3
70.5379,253936.3,772334.3
70.5774,254078.6,775216.1
70.6169,254220.9,775216.1
70.6564,254363.1,775216.1
70.6959,254505.4,778098.0
70.7355,254647.6,778098.0
70.7750,254789.9,780979.8
70.8145,254932.2,780979.8
70.8540,255074.4,780979.8
70.8935,255216.7,783861.7
70.9330,255358.9,786743.5
70.9726,255501.2,786743.5
71.0121,255643.5,786743.5
71.0516,255785.7,786743.5
71.0911,255928.0,789625.4
71.1306,256070.3,792507.2
71.1701,256212.5,792507.2
71.2097,256354.8,792507.2
71.2492,256497.0,795389.0
71.2887,256639.3,795389.0
71.3282,256781.6,798270.9
71.3677,256923.8,798270.9
71.4072,257066.1,798270.9
71.4468,257208.3,801152.7
71.4863,257350.6,804034.6
71.5258,257492.9,804034.6
71.5653,257635.1,804034.6
71.6048,257777.4,804034.6
71.6443,257919.6,798270.9
71.6839,258061.9,798270.9
71.7234,258204.2,792507.2
71.7629,258346.4,786743.5
71.8024,258488.7,786743.5
71.8419,258631.0,780979.8
71.8814,258773.2,778098.0
71.9210,258915.5,775216.1
71.9605,259057.7,769452.4
