panel,quantity,units,a_per_day,time_day,value,pixel_spread
PrP_C,PrPC concentration,nM,0.094,274.124,1.0395,0.0212
PrP_C,PrPC concentration,nM,0.094,275.102,1.0453,0.0019
PrP_C,PrPC concentration,nM,0.094,276.08,1.0308,0.0077
PrP_C,PrPC concentration,nM,0.094,277.058,1.0308,0.0154
PrP_C,PrPC concentration,nM,0.094,278.036,1.0337,0.0212
PrP_C,PrPC concentration,nM,0.094,279.014,1.0337,0.0212
PrP_C,PrPC concentration,nM,0.094,279.992,1.0222,0.0405
PrP_C,PrPC concentration,nM,0.094,280.97,1.0164,0.0289
PrP_C,PrPC concentration,nM,0.094,281.948,0.9721,0.025
PrP_C,PrPC concentration,nM,0.094,282.926,0.9692,0.0462
PrP_C,PrPC concentration,nM,0.094,283.904,0.9778,0.0559
PrP_C,PrPC concentration,nM,0.094,284.882,1.0414,0.0327
PrP_C,PrPC concentration,nM,0.094,285.86,1.0424,0.0308
PrP_C,PrPC concentration,nM,0.094,286.838,1.0366,0.0347
PrP_C,PrPC concentration,nM,0.094,287.816,1.025,0.0308
PrP_C,PrPC concentration,nM,0.094,288.794,1.0173,0.0193
PrP_C,PrPC concentration,nM,0.094,289.772,1.0241,0.025
PrP_C,PrPC concentration,nM,0.094,290.75,1.027,0.0193
PrP_C,PrPC concentration,nM,0.094,291.728,1.0645,0.025
PrP_C,PrPC concentration,nM,0.094,292.706,1.0645,0.025
PrP_C,PrPC concentration,nM,0.094,293.684,1.0202,0.0327
PrP_C,PrPC concentration,nM,0.094,294.662,1.0193,0.0308
PrP_C,PrPC concentration,nM,0.094,295.64,0.9711,0.0308
PrP_C,PrPC concentration,nM,0.094,296.618,0.9682,0.025
PrP_C,PrPC concentration,nM,0.094,297.596,0.9653,0.0193
PrP_C,PrPC concentration,nM,0.094,298.574,0.9701,0.0289
PrP_C,PrPC concentration,nM,0.094,299.552,1.0193,0.0308
PrP_C,PrPC concentration,nM,0.094,300.53,1.025,0.0462
PrP_C,PrPC concentration,nM,0.094,301.508,1.0414,0.0173
PrP_C,PrPC concentration,nM,0.094,302.486,1.0356,0.025
PrP_C,PrPC concentration,nM,0.094,303.464,0.9875,0.0327
PrP_C,PrPC concentration,nM,0.094,304.442,0.9798,0.0501
PrP_C,PrPC concentration,nM,0.094,305.42,0.9673,0.027
PrP_C,PrPC concentration,nM,0.094,306.398,0.9701,0.025
PrP_C,PrPC concentration,nM,0.094,307.375,1.0164,0.0289
PrP_C,PrPC concentration,nM,0.094,308.353,1.0173,0.0308
PrP_C,PrPC concentration,nM,0.094,309.331,1.052,0.0193
PrP_C,PrPC concentration,nM,0.094,310.309,1.0462,0.0231
PrP_C,PrPC concentration,nM,0.094,311.287,1.0019,0.0308
PrP_C,PrPC concentration,nM,0.094,312.265,1.001,0.0327
PrP_C,PrPC concentration,nM,0.094,313.243,0.9509,0.0327
PrP_C,PrPC concentration,nM,0.094,314.221,0.9095,0.0231
PrP_C,PrPC concentration,nM,0.094,315.199,0.9085,0.025
PrP_C,PrPC concentration,nM,0.094,316.177,0.9547,0.0289
PrP_C,PrPC concentration,nM,0.094,317.155,0.9557,0.0308
PrP_C,PrPC concentration,nM,0.094,318.133,1.0048,0.0327
PrP_C,PrPC concentration,nM,0.094,319.111,1.0077,0.027
PrP_C,PrPC concentration,nM,0.094,320.089,1.0202,0.0058
PrP_C,PrPC concentration,nM,0.094,321.067,1.0193,0.0116
PrP_C,PrPC concentration,nM,0.094,322.045,1.0164,0.0173
PrP_C,PrPC concentration,nM,0.094,323.023,1.0135,0.0154
PrP_C,PrPC concentration,nM,0.094,324.001,1.0135,0.0116
PrP_C,PrPC concentration,nM,0.094,324.979,1.0164,0.0135
PrP_C,PrPC concentration,nM,0.094,325.957,1.0087,0.0289
PrP_C,PrPC concentration,nM,0.094,326.935,1.0067,0.025
PrP_C,PrPC concentration,nM,0.094,327.913,1.0135,0.0347
PrP_C,PrPC concentration,nM,0.094,328.891,1.0164,0.0289
PrP_C,PrPC concentration,nM,0.094,329.869,1.0318,0.0212
PrP_C,PrPC concentration,nM,0.094,330.847,1.0308,0.0231
PrP_C,PrPC concentration,nM,0.094,331.825,0.9827,0.0308
PrP_C,PrPC concentration,nM,0.094,332.803,0.9817,0.0327
PrP_C,PrPC concentration,nM,0.094,333.781,0.9865,0.0347
PrP_C,PrPC concentration,nM,0.094,334.759,1.0405,0.0347
PrP_C,PrPC concentration,nM,0.094,335.737,1.0376,0.0405
PrP_C,PrPC concentration,nM,0.094,336.715,1.0144,0.025
PrP_C,PrPC concentration,nM,0.094,337.693,1.0116,0.027
PrP_C,PrPC concentration,nM,0.094,338.671,1.0039,0.0116
PrP_C,PrPC concentration,nM,0.094,340.627,0.9894,0.0096
PrP_C,PrPC concentration,nM,0.094,341.605,0.9904,0.0193
PrP_C,PrPC concentration,nM,0.094,342.583,0.9933,0.025
PrP_C,PrPC concentration,nM,0.094,343.561,1.0385,0.0308
PrP_C,PrPC concentration,nM,0.094,344.539,1.0376,0.0366
PrP_C,PrPC concentration,nM,0.094,345.517,1.0154,0.027
PrP_C,PrPC concentration,nM,0.094,346.495,1.0125,0.0289
PrP_C,PrPC concentration,nM,0.094,347.473,1.0048,0.0135
PrP_C,PrPC concentration,nM,0.094,348.451,0.9769,0.0193
PrP_C,PrPC concentration,nM,0.094,349.429,0.9701,0.0327
PrP_C,PrPC concentration,nM,0.094,350.407,0.9673,0.0308
PrP_C,PrPC concentration,nM,0.094,351.385,1.0183,0.0327
PrP_C,PrPC concentration,nM,0.094,352.363,1.0337,0.0636
PrP_C,PrPC concentration,nM,0.094,353.341,1.0414,0.0443
PrP_C,PrPC concentration,nM,0.094,354.319,1.0337,0.0347
PrP_C,PrPC concentration,nM,0.094,355.297,1.0279,0.025
PrP_C,PrPC concentration,nM,0.094,356.275,1.0327,0.0347
PrP_C,PrPC concentration,nM,0.094,357.253,1.0356,0.0347
PrP_C,PrPC concentration,nM,0.094,358.231,0.9682,0.025
PrP_C,PrPC concentration,nM,0.094,359.209,0.9692,0.0308
PrP_C,PrPC concentration,nM,0.094,360.187,0.9769,0.0154
PrP_C,PrPC concentration,nM,0.094,361.165,1.0212,0.0116
PrP_C,PrPC concentration,nM,0.094,362.143,0.9817,0.0096
PrP_C,PrPC concentration,nM,0.094,363.121,0.9817,0.0096
PrP_Sc,total PrPSc concentration,nM,0.0235,12.83,0.0799,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,13.821,0.1798,0.5994
PrP_Sc,total PrPSc concentration,nM,0.0235,14.811,0.3796,0.1998
PrP_Sc,total PrPSc concentration,nM,0.0235,15.801,0.3796,0.1998
PrP_Sc,total PrPSc concentration,nM,0.0235,16.791,-0.1199,0.0
PrP_Sc,total PrPSc concentration,nM,0.0235,17.781,0.0799,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,18.771,0.0799,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,19.761,0.1798,0.5994
PrP_Sc,total PrPSc concentration,nM,0.0235,20.751,0.2797,0.3996
PrP_Sc,total PrPSc concentration,nM,0.0235,21.741,0.3796,0.1998
PrP_Sc,total PrPSc concentration,nM,0.0235,22.731,0.2797,0.3996
PrP_Sc,total PrPSc concentration,nM,0.0235,23.721,0.3796,0.5994
PrP_Sc,total PrPSc concentration,nM,0.0235,24.712,0.4795,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,25.702,0.5794,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,26.692,0.5794,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,27.682,0.5794,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,28.672,0.6793,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,29.662,0.7792,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,30.652,1.1788,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,31.642,1.3786,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,32.632,1.3786,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,33.622,1.7782,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,34.613,1.978,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,35.603,2.2777,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,36.593,2.4775,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,37.583,2.8771,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,38.573,3.2767,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,39.563,3.6763,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,40.553,4.0759,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,41.543,4.6753,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,42.533,5.1748,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,43.523,5.7742,1.7982
PrP_Sc,total PrPSc concentration,nM,0.0235,44.514,6.3736,1.7982
PrP_Sc,total PrPSc concentration,nM,0.0235,45.504,6.973,1.7982
PrP_Sc,total PrPSc concentration,nM,0.0235,46.494,7.6723,1.998
PrP_Sc,total PrPSc concentration,nM,0.0235,47.484,8.4715,1.998
PrP_Sc,total PrPSc concentration,nM,0.0235,48.474,9.2707,2.3976
PrP_Sc,total PrPSc concentration,nM,0.0235,49.464,10.2697,2.3976
PrP_Sc,total PrPSc concentration,nM,0.0235,50.454,11.3686,2.5974
PrP_Sc,total PrPSc concentration,nM,0.0235,51.444,12.3676,2.5974
PrP_Sc,total PrPSc concentration,nM,0.0235,52.434,13.5664,2.5974
PrP_Sc,total PrPSc concentration,nM,0.0235,53.424,14.6653,2.7972
PrP_Sc,total PrPSc concentration,nM,0.0235,54.414,15.8641,2.7972
PrP_Sc,total PrPSc concentration,nM,0.0235,55.405,17.1628,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,56.395,18.3616,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,57.385,19.6603,3.5964
PrP_Sc,total PrPSc concentration,nM,0.0235,58.375,21.1589,3.3966
PrP_Sc,total PrPSc concentration,nM,0.0235,59.365,22.5575,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,60.355,23.8562,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,61.345,25.3547,3.3966
PrP_Sc,total PrPSc concentration,nM,0.0235,62.335,26.8532,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,63.325,28.2518,3.5964
PrP_Sc,total PrPSc concentration,nM,0.0235,64.315,29.9501,3.7962
PrP_Sc,total PrPSc concentration,nM,0.0235,65.306,31.4486,3.5964
PrP_Sc,total PrPSc concentration,nM,0.0235,66.296,33.047,3.5964
PrP_Sc,total PrPSc concentration,nM,0.0235,67.286,34.7453,3.7962
PrP_Sc,total PrPSc concentration,nM,0.0235,68.276,36.3437,3.7962
PrP_Sc,total PrPSc concentration,nM,0.0235,69.266,38.042,3.996
PrP_Sc,total PrPSc concentration,nM,0.0235,70.256,39.8402,3.996
PrP_Sc,total PrPSc concentration,nM,0.0235,71.246,41.4386,3.5964
PrP_Sc,total PrPSc concentration,nM,0.0235,72.236,43.037,3.5964
PrP_Sc,total PrPSc concentration,nM,0.0235,73.226,44.7353,3.7962
PrP_Sc,total PrPSc concentration,nM,0.0235,74.216,46.3337,3.7962
PrP_Sc,total PrPSc concentration,nM,0.0235,75.207,47.9321,3.7962
PrP_Sc,total PrPSc concentration,nM,0.0235,76.197,49.6304,3.5964
PrP_Sc,total PrPSc concentration,nM,0.0235,77.187,51.029,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,78.177,52.5275,3.3966
PrP_Sc,total PrPSc concentration,nM,0.0235,79.167,53.9261,3.3966
PrP_Sc,total PrPSc concentration,nM,0.0235,80.157,55.4246,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,81.147,56.8232,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,82.137,58.3217,3.3966
PrP_Sc,total PrPSc concentration,nM,0.0235,83.127,59.6204,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,84.117,61.019,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,85.107,62.4176,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,86.098,63.7163,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,87.088,64.9151,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,88.078,66.3137,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,89.068,67.6124,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,90.058,68.8112,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,91.048,70.3097,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,92.038,71.5085,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,93.028,72.8072,3.1968
PrP_Sc,total PrPSc concentration,nM,0.0235,94.018,74.1059,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,95.008,75.4046,2.7972
PrP_Sc,total PrPSc concentration,nM,0.0235,95.999,76.6034,2.7972
PrP_Sc,total PrPSc concentration,nM,0.0235,96.989,77.9021,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,97.979,79.001,2.7972
PrP_Sc,total PrPSc concentration,nM,0.0235,98.969,80.1998,2.7972
PrP_Sc,total PrPSc concentration,nM,0.0235,99.959,81.4985,2.5974
PrP_Sc,total PrPSc concentration,nM,0.0235,100.949,82.4975,2.5974
PrP_Sc,total PrPSc concentration,nM,0.0235,101.939,83.5964,2.3976
PrP_Sc,total PrPSc concentration,nM,0.0235,102.929,84.7952,2.7972
PrP_Sc,total PrPSc concentration,nM,0.0235,103.919,85.7942,2.7972
PrP_Sc,total PrPSc concentration,nM,0.0235,104.909,87.0929,2.997
PrP_Sc,total PrPSc concentration,nM,0.0235,105.9,88.1918,2.7972
PrP_Sc,total PrPSc concentration,nM,0.0235,106.89,89.2907,2.5974
PrP_Sc,total PrPSc concentration,nM,0.0235,107.88,90.1898,2.3976
PrP_Sc,total PrPSc concentration,nM,0.0235,108.87,91.3886,2.3976
PrP_Sc,total PrPSc concentration,nM,0.0235,109.86,92.0879,2.1978
PrP_Sc,total PrPSc concentration,nM,0.0235,110.85,93.0869,2.1978
PrP_Sc,total PrPSc concentration,nM,0.0235,111.84,93.986,2.3976
PrP_Sc,total PrPSc concentration,nM,0.0235,112.83,94.8851,2.1978
PrP_Sc,total PrPSc concentration,nM,0.0235,113.82,95.8841,2.1978
PrP_Sc,total PrPSc concentration,nM,0.0235,114.81,96.8831,2.5974
PrP_Sc,total PrPSc concentration,nM,0.0235,115.801,97.982,2.7972
PrP_Sc,total PrPSc concentration,nM,0.0235,116.791,98.8811,2.1978
PrP_Sc,total PrPSc concentration,nM,0.0235,117.781,99.8801,2.1978
PrP_Sc,total PrPSc concentration,nM,0.0235,118.771,100.7792,2.3976
PrP_Sc,total PrPSc concentration,nM,0.0235,119.761,101.6783,2.1978
PrP_Sc,total PrPSc concentration,nM,0.0235,120.751,102.5774,1.998
PrP_Sc,total PrPSc concentration,nM,0.0235,121.741,103.2767,1.7982
PrP_Sc,total PrPSc concentration,nM,0.0235,122.731,103.8761,1.7982
PrP_Sc,total PrPSc concentration,nM,0.0235,123.721,104.5754,1.998
PrP_Sc,total PrPSc concentration,nM,0.0235,124.711,105.1748,1.998
PrP_Sc,total PrPSc concentration,nM,0.0235,125.701,106.0739,2.1978
PrP_Sc,total PrPSc concentration,nM,0.0235,126.692,106.8731,2.1978
PrP_Sc,total PrPSc concentration,nM,0.0235,127.682,107.6723,1.7982
PrP_Sc,total PrPSc concentration,nM,0.0235,128.672,108.2717,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,129.662,108.7712,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,130.652,109.4705,1.7982
PrP_Sc,total PrPSc concentration,nM,0.0235,131.642,109.97,1.998
PrP_Sc,total PrPSc concentration,nM,0.0235,132.632,110.969,1.998
PrP_Sc,total PrPSc concentration,nM,0.0235,133.622,111.5684,1.998
PrP_Sc,total PrPSc concentration,nM,0.0235,134.612,112.2677,1.7982
PrP_Sc,total PrPSc concentration,nM,0.0235,135.602,112.7672,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,136.593,113.3666,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,137.583,113.6663,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,138.573,114.0659,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,139.563,114.6653,1.7982
PrP_Sc,total PrPSc concentration,nM,0.0235,140.553,115.2647,1.7982
PrP_Sc,total PrPSc concentration,nM,0.0235,141.543,115.8641,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,142.533,116.3636,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,143.523,116.8631,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,144.513,117.3626,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,145.503,117.8621,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,146.494,118.2617,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,147.484,118.6613,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,148.474,119.2607,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,149.464,119.7602,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,150.454,120.3596,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,151.444,120.959,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,152.434,121.3586,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,153.424,121.8581,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,154.414,122.0579,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,155.404,122.2577,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,156.394,122.4575,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,157.385,122.8571,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,158.375,123.3566,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,159.365,123.8561,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,160.355,124.2557,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,161.345,124.6553,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,162.335,125.0549,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,163.325,125.4545,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,164.315,125.8541,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,165.305,126.1538,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,166.295,126.5534,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,167.286,127.0529,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,168.276,127.4525,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,169.266,127.6523,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,170.256,127.8521,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,171.246,127.952,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,172.236,128.2517,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,173.226,128.5514,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,174.216,129.0509,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,175.206,129.4505,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,176.196,129.8501,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,177.187,130.2497,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,178.177,130.6493,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,179.167,130.949,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,180.157,131.3486,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,181.147,131.5484,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,182.137,131.7482,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,183.127,131.7482,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,184.117,131.7482,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,185.107,131.8481,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,186.097,131.948,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,187.087,132.3476,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,188.078,132.4475,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,189.068,132.5474,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,190.058,132.7472,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,191.048,133.0469,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,192.038,133.3466,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,193.028,133.7462,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,194.018,133.8461,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,195.008,134.0459,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,195.998,134.3457,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,196.988,134.7453,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,197.979,134.8452,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,198.969,134.8452,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,199.959,134.9451,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,200.949,134.9451,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,201.939,134.9451,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,202.929,135.045,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,203.919,135.1449,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,204.909,135.4446,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,205.899,135.7443,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,206.889,135.8442,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,207.88,135.7443,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,208.87,135.9441,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,209.86,135.9441,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,210.85,135.9441,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,211.84,135.9441,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,212.83,135.9441,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,213.82,135.9441,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,214.81,135.8442,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,215.8,135.7443,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,216.79,135.8442,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,217.78,136.044,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,218.771,136.2438,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,219.761,136.2438,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,220.751,136.2438,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,221.741,136.2438,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,222.731,136.6434,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,223.721,136.7433,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,224.711,137.1429,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,225.701,137.5425,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,226.691,137.9421,1.5984
PrP_Sc,total PrPSc concentration,nM,0.0235,227.681,138.4416,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,228.672,138.6414,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,229.662,138.7413,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,230.652,138.7413,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,231.642,138.6414,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,232.632,138.6414,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,233.622,138.8412,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,234.612,138.9411,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,235.602,138.9411,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,236.592,138.7413,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,237.582,138.5415,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,238.573,138.5415,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,239.563,138.7413,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,240.553,138.9411,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,241.543,139.1409,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,242.533,139.2408,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,243.523,139.3407,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,244.513,139.5405,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,245.503,139.7403,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,246.493,139.8402,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,247.483,140.04,1.3986
PrP_Sc,total PrPSc concentration,nM,0.0235,248.473,140.2398,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,249.464,140.3397,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,250.454,140.3397,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,251.444,140.4396,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,252.434,140.5395,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,253.424,140.7393,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,254.414,140.7393,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,255.404,140.7393,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,256.394,140.7393,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,257.384,140.7393,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,258.374,140.8392,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,259.365,141.039,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,260.355,141.1389,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,261.345,141.1389,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,262.335,141.2388,0.5994
PrP_Sc,total PrPSc concentration,nM,0.0235,263.325,141.3387,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,264.315,141.5385,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,265.305,141.6384,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,266.295,141.6384,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,267.285,141.8382,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,268.275,142.038,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,269.266,142.1379,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,270.256,142.1379,0.7992
PrP_Sc,total PrPSc concentration,nM,0.0235,271.246,142.2378,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,272.236,142.2378,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,273.226,142.2378,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,274.216,142.2378,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,275.206,142.2378,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,276.196,142.3377,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,277.186,142.5375,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,278.176,142.6374,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,279.167,142.5375,1.1988
PrP_Sc,total PrPSc concentration,nM,0.0235,280.157,142.4376,0.999
PrP_Sc,total PrPSc concentration,nM,0.0235,281.147,142.4376,0.999
