panel,quantity,units,a_per_day,time_day,value,pixel_spread
PrP_C,PrPC concentration,nM,0.0235,2.242,1.0857,0.0019
PrP_C,PrPC concentration,nM,0.0235,3.22,1.0424,0.0116
PrP_C,PrPC concentration,nM,0.0235,4.198,1.0327,0.0308
PrP_C,PrPC concentration,nM,0.0235,5.176,0.9653,0.0424
PrP_C,PrPC concentration,nM,0.0235,6.154,0.9538,0.0655
PrP_C,PrPC concentration,nM,0.0235,7.132,0.9576,0.0578
PrP_C,PrPC concentration,nM,0.0235,8.11,1.001,0.0597
PrP_C,PrPC concentration,nM,0.0235,9.088,1.0029,0.0443
PrP_C,PrPC concentration,nM,0.0235,10.066,0.9856,0.0327
PrP_C,PrPC concentration,nM,0.0235,11.044,0.9769,0.0154
PrP_C,PrPC concentration,nM,0.0235,12.022,0.9913,0.0135
PrP_C,PrPC concentration,nM,0.0235,13.0,0.9875,0.0289
PrP_C,PrPC concentration,nM,0.0235,13.978,0.9692,0.0405
PrP_C,PrPC concentration,nM,0.0235,14.956,0.9769,0.0539
PrP_C,PrPC concentration,nM,0.0235,15.934,1.0019,0.0482
PrP_C,PrPC concentration,nM,0.0235,16.912,1.0144,0.0289
PrP_C,PrPC concentration,nM,0.0235,17.89,1.0096,0.0193
PrP_C,PrPC concentration,nM,0.0235,18.868,0.9884,0.0077
PrP_C,PrPC concentration,nM,0.0235,19.846,0.9865,0.0116
PrP_C,PrPC concentration,nM,0.0235,20.824,0.9846,0.0077
PrP_C,PrPC concentration,nM,0.0235,22.779,0.975,0.0116
PrP_C,PrPC concentration,nM,0.0235,23.757,0.973,0.0154
PrP_C,PrPC concentration,nM,0.0235,24.735,0.9644,0.0212
PrP_C,PrPC concentration,nM,0.0235,25.713,0.9557,0.0193
PrP_C,PrPC concentration,nM,0.0235,26.691,1.0241,0.0193
PrP_C,PrPC concentration,nM,0.0235,27.669,0.9461,0.0077
PrP_C,PrPC concentration,nM,0.0235,28.647,0.9451,0.0096
PrP_C,PrPC concentration,nM,0.0235,29.625,0.9335,0.0289
PrP_C,PrPC concentration,nM,0.0235,30.603,0.9345,0.0462
PrP_C,PrPC concentration,nM,0.0235,31.581,0.9499,0.0867
PrP_C,PrPC concentration,nM,0.0235,32.559,0.9769,0.0694
PrP_C,PrPC concentration,nM,0.0235,33.537,1.0077,0.027
PrP_C,PrPC concentration,nM,0.0235,34.515,0.999,0.0405
PrP_C,PrPC concentration,nM,0.0235,35.493,0.9663,0.1021
PrP_C,PrPC concentration,nM,0.0235,36.471,0.9229,0.1233
PrP_C,PrPC concentration,nM,0.0235,37.449,0.8757,0.0982
PrP_C,PrPC concentration,nM,0.0235,38.427,0.842,0.0771
PrP_C,PrPC concentration,nM,0.0235,39.405,0.818,0.0289
PrP_C,PrPC concentration,nM,0.0235,40.383,0.8093,0.0116
PrP_C,PrPC concentration,nM,0.0235,41.361,0.8093,0.0116
PrP_C,PrPC concentration,nM,0.0235,42.339,0.8064,0.0096
PrP_C,PrPC concentration,nM,0.0235,43.317,0.8054,0.0116
PrP_C,PrPC concentration,nM,0.0235,44.295,0.8045,0.0096
PrP_C,PrPC concentration,nM,0.0235,45.273,0.8025,0.0096
PrP_C,PrPC concentration,nM,0.0235,46.251,0.7977,0.0154
PrP_C,PrPC concentration,nM,0.0235,47.229,0.7939,0.0154
PrP_C,PrPC concentration,nM,0.0235,48.207,0.7891,0.0135
PrP_C,PrPC concentration,nM,0.0235,49.185,0.7563,0.0751
PrP_C,PrPC concentration,nM,0.0235,50.163,0.7101,0.1637
PrP_C,PrPC concentration,nM,0.0235,51.141,0.6764,0.1002
PrP_C,PrPC concentration,nM,0.0235,52.119,0.6398,0.0231
PrP_C,PrPC concentration,nM,0.0235,53.097,0.6311,0.052
PrP_C,PrPC concentration,nM,0.0235,54.075,0.6118,0.0828
PrP_C,PrPC concentration,nM,0.0235,55.053,0.5839,0.0616
PrP_C,PrPC concentration,nM,0.0235,56.031,0.5579,0.0443
PrP_C,PrPC concentration,nM,0.0235,57.009,0.5463,0.0212
PrP_C,PrPC concentration,nM,0.0235,57.987,0.5454,0.0193
PrP_C,PrPC concentration,nM,0.0235,58.965,0.528,0.0539
PrP_C,PrPC concentration,nM,0.0235,59.943,0.5117,0.0559
PrP_C,PrPC concentration,nM,0.0235,60.921,0.4924,0.0405
PrP_C,PrPC concentration,nM,0.0235,61.899,0.4654,0.0443
PrP_C,PrPC concentration,nM,0.0235,62.877,0.4471,0.0578
PrP_C,PrPC concentration,nM,0.0235,63.855,0.4346,0.0366
PrP_C,PrPC concentration,nM,0.0235,64.833,0.4269,0.0173
PrP_C,PrPC concentration,nM,0.0235,65.811,0.4269,0.0173
PrP_C,PrPC concentration,nM,0.0235,66.789,0.4202,0.0231
PrP_C,PrPC concentration,nM,0.0235,67.767,0.4105,0.027
PrP_C,PrPC concentration,nM,0.0235,68.745,0.399,0.027
PrP_C,PrPC concentration,nM,0.0235,69.723,0.3836,0.0347
PrP_C,PrPC concentration,nM,0.0235,70.701,0.3662,0.0501
PrP_C,PrPC concentration,nM,0.0235,71.679,0.3537,0.0327
PrP_C,PrPC concentration,nM,0.0235,72.657,0.3441,0.0173
PrP_C,PrPC concentration,nM,0.0235,73.635,0.3296,0.0462
PrP_C,PrPC concentration,nM,0.0235,74.613,0.3161,0.0501
PrP_C,PrPC concentration,nM,0.0235,75.591,0.2978,0.0405
PrP_C,PrPC concentration,nM,0.0235,76.569,0.2863,0.0212
PrP_C,PrPC concentration,nM,0.0235,77.547,0.294,0.025
PrP_C,PrPC concentration,nM,0.0235,78.525,0.3036,0.0289
PrP_C,PrPC concentration,nM,0.0235,79.503,0.3017,0.0327
PrP_C,PrPC concentration,nM,0.0235,80.481,0.3036,0.0559
PrP_C,PrPC concentration,nM,0.0235,81.459,0.3181,0.0848
PrP_C,PrPC concentration,nM,0.0235,82.437,0.3296,0.0616
PrP_C,PrPC concentration,nM,0.0235,83.415,0.3075,0.0482
PrP_C,PrPC concentration,nM,0.0235,84.393,0.2882,0.0327
PrP_C,PrPC concentration,nM,0.0235,85.371,0.2901,0.0366
PrP_C,PrPC concentration,nM,0.0235,86.349,0.2795,0.0616
PrP_C,PrPC concentration,nM,0.0235,87.327,0.2709,0.0482
PrP_C,PrPC concentration,nM,0.0235,88.305,0.2641,0.0308
PrP_C,PrPC concentration,nM,0.0235,89.283,0.2776,0.0424
PrP_C,PrPC concentration,nM,0.0235,90.261,0.2516,0.0944
PrP_C,PrPC concentration,nM,0.0235,91.239,0.2371,0.0694
PrP_C,PrPC concentration,nM,0.0235,92.217,0.2343,0.0405
PrP_C,PrPC concentration,nM,0.0235,93.195,0.242,0.025
PrP_C,PrPC concentration,nM,0.0235,94.173,0.2381,0.0212
PrP_C,PrPC concentration,nM,0.0235,95.151,0.2439,0.025
PrP_C,PrPC concentration,nM,0.0235,96.129,0.2497,0.0135
PrP_C,PrPC concentration,nM,0.0235,97.107,0.2477,0.0096
PrP_C,PrPC concentration,nM,0.0235,98.085,0.2477,0.0096
PrP_C,PrPC concentration,nM,0.0235,99.063,0.2468,0.0116
PrP_C,PrPC concentration,nM,0.0235,100.041,0.242,0.0173
PrP_C,PrPC concentration,nM,0.0235,101.019,0.2352,0.0193
PrP_C,PrPC concentration,nM,0.0235,101.997,0.2304,0.0135
PrP_C,PrPC concentration,nM,0.0235,102.975,0.2285,0.0096
PrP_C,PrPC concentration,nM,0.0235,103.953,0.2343,0.0212
PrP_C,PrPC concentration,nM,0.0235,104.931,0.2314,0.0385
PrP_C,PrPC concentration,nM,0.0235,105.909,0.2227,0.052
PrP_C,PrPC concentration,nM,0.0235,106.887,0.2169,0.0366
PrP_C,PrPC concentration,nM,0.0235,107.865,0.214,0.0424
PrP_C,PrPC concentration,nM,0.0235,108.843,0.2121,0.0385
PrP_C,PrPC concentration,nM,0.0235,109.821,0.2497,0.0944
PrP_C,PrPC concentration,nM,0.0235,110.799,0.2593,0.0751
PrP_C,PrPC concentration,nM,0.0235,111.777,0.2603,0.0655
PrP_C,PrPC concentration,nM,0.0235,112.755,0.242,0.052
PrP_C,PrPC concentration,nM,0.0235,113.733,0.2265,0.0212
PrP_C,PrPC concentration,nM,0.0235,114.711,0.2121,0.027
PrP_C,PrPC concentration,nM,0.0235,115.689,0.1967,0.0501
PrP_C,PrPC concentration,nM,0.0235,116.667,0.1899,0.0366
PrP_C,PrPC concentration,nM,0.0235,117.645,0.2121,0.0655
PrP_C,PrPC concentration,nM,0.0235,118.623,0.2102,0.0963
PrP_C,PrPC concentration,nM,0.0235,119.601,0.1967,0.0925
PrP_C,PrPC concentration,nM,0.0235,120.579,0.1899,0.0597
PrP_C,PrPC concentration,nM,0.0235,121.557,0.2073,0.0327
PrP_C,PrPC concentration,nM,0.0235,122.535,0.1986,0.0501
PrP_C,PrPC concentration,nM,0.0235,123.513,0.1948,0.0424
PrP_C,PrPC concentration,nM,0.0235,124.491,0.2044,0.0231
PrP_C,PrPC concentration,nM,0.0235,125.469,0.1938,0.0289
PrP_C,PrPC concentration,nM,0.0235,126.447,0.1842,0.0289
PrP_C,PrPC concentration,nM,0.0235,127.425,0.1957,0.0597
PrP_C,PrPC concentration,nM,0.0235,128.403,0.2025,0.0462
PrP_C,PrPC concentration,nM,0.0235,129.381,0.2015,0.0405
PrP_C,PrPC concentration,nM,0.0235,130.359,0.1938,0.0327
PrP_C,PrPC concentration,nM,0.0235,131.337,0.1919,0.0289
PrP_C,PrPC concentration,nM,0.0235,132.315,0.2034,0.0366
PrP_C,PrPC concentration,nM,0.0235,133.293,0.2005,0.0578
PrP_C,PrPC concentration,nM,0.0235,134.271,0.1967,0.0655
PrP_C,PrPC concentration,nM,0.0235,135.249,0.1755,0.0231
PrP_C,PrPC concentration,nM,0.0235,136.227,0.1861,0.0443
PrP_C,PrPC concentration,nM,0.0235,137.205,0.2025,0.0616
PrP_C,PrPC concentration,nM,0.0235,138.183,0.2237,0.0501
PrP_C,PrPC concentration,nM,0.0235,139.161,0.2304,0.0405
PrP_C,PrPC concentration,nM,0.0235,140.139,0.214,0.0347
PrP_C,PrPC concentration,nM,0.0235,141.117,0.1996,0.0289
PrP_C,PrPC concentration,nM,0.0235,142.095,0.1986,0.0308
PrP_C,PrPC concentration,nM,0.0235,143.073,0.2044,0.0193
PrP_C,PrPC concentration,nM,0.0235,144.051,0.2025,0.0154
PrP_C,PrPC concentration,nM,0.0235,145.029,0.2111,0.0327
PrP_C,PrPC concentration,nM,0.0235,146.007,0.2179,0.0347
PrP_C,PrPC concentration,nM,0.0235,146.985,0.2227,0.025
PrP_C,PrPC concentration,nM,0.0235,147.963,0.216,0.0347
PrP_C,PrPC concentration,nM,0.0235,148.941,0.2237,0.0501
PrP_C,PrPC concentration,nM,0.0235,149.919,0.2121,0.0694
PrP_C,PrPC concentration,nM,0.0235,150.897,0.1919,0.0289
PrP_C,PrPC concentration,nM,0.0235,151.875,0.1861,0.0212
PrP_C,PrPC concentration,nM,0.0235,152.853,0.1794,0.0347
PrP_C,PrPC concentration,nM,0.0235,153.831,0.188,0.052
PrP_C,PrPC concentration,nM,0.0235,154.809,0.1928,0.0424
PrP_C,PrPC concentration,nM,0.0235,155.787,0.1899,0.0405
PrP_C,PrPC concentration,nM,0.0235,156.765,0.2005,0.0616
PrP_C,PrPC concentration,nM,0.0235,157.743,0.2131,0.0366
PrP_C,PrPC concentration,nM,0.0235,158.721,0.1938,0.0366
PrP_C,PrPC concentration,nM,0.0235,159.699,0.1842,0.0405
PrP_C,PrPC concentration,nM,0.0235,160.677,0.1813,0.0347
PrP_C,PrPC concentration,nM,0.0235,161.655,0.1919,0.025
PrP_C,PrPC concentration,nM,0.0235,162.633,0.1967,0.0154
PrP_C,PrPC concentration,nM,0.0235,163.611,0.1832,0.0385
PrP_C,PrPC concentration,nM,0.0235,164.588,0.1716,0.0462
PrP_C,PrPC concentration,nM,0.0235,165.566,0.1851,0.0694
PrP_C,PrPC concentration,nM,0.0235,166.544,0.2073,0.0366
PrP_C,PrPC concentration,nM,0.0235,167.522,0.2063,0.0347
PrP_C,PrPC concentration,nM,0.0235,168.5,0.1967,0.027
PrP_C,PrPC concentration,nM,0.0235,169.478,0.189,0.0154
PrP_C,PrPC concentration,nM,0.0235,170.456,0.1861,0.0289
PrP_C,PrPC concentration,nM,0.0235,171.434,0.188,0.0443
PrP_C,PrPC concentration,nM,0.0235,172.412,0.1919,0.0405
PrP_C,PrPC concentration,nM,0.0235,173.39,0.189,0.0424
PrP_C,PrPC concentration,nM,0.0235,174.368,0.188,0.0482
PrP_C,PrPC concentration,nM,0.0235,175.346,0.1986,0.0501
PrP_C,PrPC concentration,nM,0.0235,176.324,0.189,0.0771
PrP_C,PrPC concentration,nM,0.0235,177.302,0.1842,0.0713
PrP_C,PrPC concentration,nM,0.0235,178.28,0.1871,0.0347
PrP_C,PrPC concentration,nM,0.0235,179.258,0.1697,0.0616
PrP_C,PrPC concentration,nM,0.0235,180.236,0.188,0.1021
PrP_C,PrPC concentration,nM,0.0235,181.214,0.1899,0.0982
PrP_C,PrPC concentration,nM,0.0235,182.192,0.1938,0.1021
PrP_C,PrPC concentration,nM,0.0235,183.17,0.215,0.0751
PrP_C,PrPC concentration,nM,0.0235,184.148,0.1967,0.0308
PrP_C,PrPC concentration,nM,0.0235,185.126,0.1851,0.0347
PrP_C,PrPC concentration,nM,0.0235,186.104,0.1745,0.0212
PrP_C,PrPC concentration,nM,0.0235,187.082,0.1697,0.027
PrP_C,PrPC concentration,nM,0.0235,188.06,0.1774,0.0848
PrP_C,PrPC concentration,nM,0.0235,189.038,0.1842,0.1021
PrP_C,PrPC concentration,nM,0.0235,190.016,0.214,0.0385
PrP_C,PrPC concentration,nM,0.0235,190.994,0.1977,0.0289
PrP_C,PrPC concentration,nM,0.0235,191.972,0.1832,0.0347
PrP_C,PrPC concentration,nM,0.0235,192.95,0.1755,0.027
PrP_C,PrPC concentration,nM,0.0235,193.928,0.1707,0.0212
PrP_C,PrPC concentration,nM,0.0235,194.906,0.1668,0.0212
PrP_C,PrPC concentration,nM,0.0235,195.884,0.1601,0.0424
PrP_C,PrPC concentration,nM,0.0235,196.862,0.1736,0.0694
PrP_C,PrPC concentration,nM,0.0235,197.84,0.1842,0.0443
PrP_C,PrPC concentration,nM,0.0235,198.818,0.1909,0.0578
PrP_C,PrPC concentration,nM,0.0235,199.796,0.189,0.0616
PrP_C,PrPC concentration,nM,0.0235,200.774,0.1813,0.0616
PrP_C,PrPC concentration,nM,0.0235,201.752,0.1755,0.0424
PrP_C,PrPC concentration,nM,0.0235,202.73,0.1842,0.0212
PrP_C,PrPC concentration,nM,0.0235,203.708,0.1938,0.0327
PrP_C,PrPC concentration,nM,0.0235,204.686,0.1899,0.0405
PrP_C,PrPC concentration,nM,0.0235,205.664,0.188,0.0405
PrP_C,PrPC concentration,nM,0.0235,206.642,0.1745,0.0327
PrP_C,PrPC concentration,nM,0.0235,207.62,0.1842,0.052
PrP_C,PrPC concentration,nM,0.0235,208.598,0.1899,0.0405
PrP_C,PrPC concentration,nM,0.0235,209.576,0.1909,0.0193
PrP_C,PrPC concentration,nM,0.0235,210.554,0.1803,0.0212
PrP_C,PrPC concentration,nM,0.0235,211.532,0.1707,0.0327
PrP_C,PrPC concentration,nM,0.0235,212.51,0.162,0.0231
PrP_C,PrPC concentration,nM,0.0235,213.488,0.1678,0.0347
PrP_C,PrPC concentration,nM,0.0235,214.466,0.1803,0.0405
PrP_C,PrPC concentration,nM,0.0235,215.444,0.1745,0.0482
PrP_C,PrPC concentration,nM,0.0235,216.422,0.1755,0.0501
PrP_C,PrPC concentration,nM,0.0235,217.4,0.1832,0.0385
PrP_C,PrPC concentration,nM,0.0235,218.378,0.1871,0.0385
PrP_C,PrPC concentration,nM,0.0235,219.356,0.1967,0.0655
PrP_C,PrPC concentration,nM,0.0235,220.334,0.1977,0.0674
PrP_C,PrPC concentration,nM,0.0235,221.312,0.1909,0.0539
PrP_C,PrPC concentration,nM,0.0235,222.29,0.1832,0.0308
PrP_C,PrPC concentration,nM,0.0235,223.268,0.1861,0.0405
PrP_C,PrPC concentration,nM,0.0235,224.246,0.2005,0.0424
PrP_C,PrPC concentration,nM,0.0235,225.224,0.2073,0.0289
PrP_C,PrPC concentration,nM,0.0235,226.202,0.1986,0.027
PrP_C,PrPC concentration,nM,0.0235,227.18,0.1967,0.027
PrP_C,PrPC concentration,nM,0.0235,228.158,0.1919,0.0366
PrP_C,PrPC concentration,nM,0.0235,229.136,0.1813,0.0231
PrP_C,PrPC concentration,nM,0.0235,230.114,0.1803,0.0212
PrP_C,PrPC concentration,nM,0.0235,231.092,0.1832,0.0308
PrP_C,PrPC concentration,nM,0.0235,232.07,0.1832,0.0424
PrP_C,PrPC concentration,nM,0.0235,233.048,0.163,0.0674
PrP_C,PrPC concentration,nM,0.0235,234.026,0.1562,0.0578
PrP_C,PrPC concentration,nM,0.0235,235.004,0.1697,0.0655
PrP_C,PrPC concentration,nM,0.0235,235.982,0.1813,0.0462
PrP_C,PrPC concentration,nM,0.0235,236.96,0.1726,0.0405
PrP_C,PrPC concentration,nM,0.0235,237.938,0.163,0.0212
PrP_C,PrPC concentration,nM,0.0235,238.916,0.1755,0.0347
PrP_C,PrPC concentration,nM,0.0235,239.894,0.188,0.0366
PrP_C,PrPC concentration,nM,0.0235,240.872,0.1899,0.0327
PrP_C,PrPC concentration,nM,0.0235,241.85,0.1813,0.0462
PrP_C,PrPC concentration,nM,0.0235,242.828,0.1957,0.0751
PrP_C,PrPC concentration,nM,0.0235,243.806,0.1909,0.0848
PrP_C,PrPC concentration,nM,0.0235,244.784,0.1726,0.0482
PrP_C,PrPC concentration,nM,0.0235,245.762,0.1678,0.0154
PrP_C,PrPC concentration,nM,0.0235,246.74,0.1851,0.0424
PrP_C,PrPC concentration,nM,0.0235,247.718,0.1957,0.052
PrP_C,PrPC concentration,nM,0.0235,248.696,0.2044,0.0347
PrP_C,PrPC concentration,nM,0.0235,249.674,0.1899,0.0289
PrP_C,PrPC concentration,nM,0.0235,250.652,0.1813,0.0193
PrP_C,PrPC concentration,nM,0.0235,251.63,0.1736,0.0154
PrP_C,PrPC concentration,nM,0.0235,252.608,0.163,0.025
PrP_C,PrPC concentration,nM,0.0235,253.586,0.1572,0.025
PrP_C,PrPC concentration,nM,0.0235,254.564,0.1591,0.0289
PrP_C,PrPC concentration,nM,0.0235,255.542,0.163,0.0212
PrP_C,PrPC concentration,nM,0.0235,256.52,0.1822,0.0482
PrP_C,PrPC concentration,nM,0.0235,257.498,0.2005,0.0694
PrP_C,PrPC concentration,nM,0.0235,258.476,0.1967,0.0771
PrP_C,PrPC concentration,nM,0.0235,259.454,0.1649,0.079
PrP_C,PrPC concentration,nM,0.0235,260.432,0.1678,0.0848
PrP_C,PrPC concentration,nM,0.0235,261.41,0.1996,0.025
PrP_C,PrPC concentration,nM,0.0235,262.388,0.1755,0.0732
PrP_C,PrPC concentration,nM,0.0235,263.366,0.1726,0.0674
PrP_C,PrPC concentration,nM,0.0235,264.344,0.1688,0.0559
PrP_C,PrPC concentration,nM,0.0235,265.322,0.1765,0.0443
PrP_C,PrPC concentration,nM,0.0235,266.3,0.1755,0.0231
PrP_C,PrPC concentration,nM,0.0235,267.278,0.1813,0.0154
PrP_C,PrPC concentration,nM,0.0235,268.256,0.189,0.0154
PrP_C,PrPC concentration,nM,0.0235,269.234,0.1928,0.0193
PrP_C,PrPC concentration,nM,0.0235,270.212,0.1938,0.0212
PrP_C,PrPC concentration,nM,0.0235,271.19,0.1861,0.0327
PrP_C,PrPC concentration,nM,0.0235,272.168,0.1755,0.0231
PrP_C,PrPC concentration,nM,0.0235,273.146,0.1745,0.0212
PrP_C,PrPC concentration,nM,0.0235,274.124,0.1803,0.0289
PrP_C,PrPC concentration,nM,0.0235,275.102,0.1726,0.0597
PrP_C,PrPC concentration,nM,0.0235,276.08,0.1986,0.1194
PrP_C,PrPC concentration,nM,0.0235,277.058,0.2063,0.1002
PrP_C,PrPC concentration,nM,0.0235,278.036,0.2044,0.0462
PrP_C,PrPC concentration,nM,0.0235,279.014,0.1928,0.0655
PrP_C,PrPC concentration,nM,0.0235,279.992,0.1986,0.0655
PrP_C,PrPC concentration,nM,0.0235,280.97,0.2005,0.0578
PrP_C,PrPC concentration,nM,0.0235,281.948,0.1765,0.0173
PrP_C,PrPC concentration,nM,0.0235,282.926,0.1745,0.0173
PrP_C,PrPC concentration,nM,0.0235,283.904,0.1678,0.0308
PrP_C,PrPC concentration,nM,0.0235,284.882,0.1688,0.0327
PrP_C,PrPC concentration,nM,0.0235,285.86,0.189,0.0578
PrP_C,PrPC concentration,nM,0.0235,286.838,0.2102,0.0809
PrP_C,PrPC concentration,nM,0.0235,287.816,0.214,0.0732
PrP_C,PrPC concentration,nM,0.0235,288.794,0.2025,0.0578
PrP_C,PrPC concentration,nM,0.0235,289.772,0.1774,0.0154
PrP_C,PrPC concentration,nM,0.0235,290.75,0.1774,0.027
PrP_C,PrPC concentration,nM,0.0235,291.728,0.1803,0.0327
PrP_C,PrPC concentration,nM,0.0235,292.706,0.1851,0.0231
PrP_C,PrPC concentration,nM,0.0235,293.684,0.1784,0.0327
PrP_C,PrPC concentration,nM,0.0235,294.662,0.1688,0.0327
PrP_C,PrPC concentration,nM,0.0235,295.64,0.1678,0.0308
PrP_C,PrPC concentration,nM,0.0235,296.618,0.1639,0.0539
PrP_C,PrPC concentration,nM,0.0235,297.596,0.1697,0.1117
PrP_C,PrPC concentration,nM,0.0235,298.574,0.1716,0.1079
PrP_C,PrPC concentration,nM,0.0235,299.552,0.1909,0.0694
PrP_C,PrPC concentration,nM,0.0235,300.53,0.1765,0.0443
PrP_C,PrPC concentration,nM,0.0235,301.508,0.1842,0.0289
PrP_C,PrPC concentration,nM,0.0235,302.486,0.1938,0.0327
PrP_C,PrPC concentration,nM,0.0235,303.464,0.1813,0.0616
PrP_C,PrPC concentration,nM,0.0235,304.442,0.1938,0.0867
PrP_C,PrPC concentration,nM,0.0235,305.42,0.1986,0.0771
PrP_C,PrPC concentration,nM,0.0235,306.398,0.1928,0.0655
PrP_C,PrPC concentration,nM,0.0235,307.375,0.1967,0.0578
PrP_C,PrPC concentration,nM,0.0235,308.353,0.1919,0.0597
PrP_C,PrPC concentration,nM,0.0235,309.331,0.1851,0.0501
PrP_C,PrPC concentration,nM,0.0235,310.309,0.1765,0.0674
PrP_C,PrPC concentration,nM,0.0235,311.287,0.1707,0.0559
PrP_C,PrPC concentration,nM,0.0235,312.265,0.1755,0.0347
PrP_C,PrPC concentration,nM,0.0235,313.243,0.188,0.0135
PrP_C,PrPC concentration,nM,0.0235,314.221,0.1871,0.0154
PrP_C,PrPC concentration,nM,0.0235,315.199,0.1899,0.0212
PrP_C,PrPC concentration,nM,0.0235,316.177,0.1871,0.0347
PrP_C,PrPC concentration,nM,0.0235,317.155,0.1832,0.0385
PrP_C,PrPC concentration,nM,0.0235,318.133,0.1832,0.0308
PrP_C,PrPC concentration,nM,0.0235,319.111,0.1813,0.027
PrP_C,PrPC concentration,nM,0.0235,320.089,0.1851,0.0347
PrP_C,PrPC concentration,nM,0.0235,321.067,0.1842,0.0405
PrP_C,PrPC concentration,nM,0.0235,322.045,0.1745,0.0212
PrP_C,PrPC concentration,nM,0.0235,323.023,0.1668,0.025
PrP_C,PrPC concentration,nM,0.0235,324.001,0.1736,0.0578
PrP_C,PrPC concentration,nM,0.0235,324.979,0.1736,0.0578
PrP_C,PrPC concentration,nM,0.0235,325.957,0.1851,0.0308
PrP_C,PrPC concentration,nM,0.0235,326.935,0.1948,0.0462
PrP_C,PrPC concentration,nM,0.0235,327.913,0.1967,0.0424
PrP_C,PrPC concentration,nM,0.0235,328.891,0.1919,0.0327
PrP_C,PrPC concentration,nM,0.0235,329.869,0.188,0.0327
PrP_C,PrPC concentration,nM,0.0235,330.847,0.1871,0.0308
PrP_C,PrPC concentration,nM,0.0235,331.825,0.1957,0.025
PrP_C,PrPC concentration,nM,0.0235,332.803,0.1726,0.0713
PrP_C,PrPC concentration,nM,0.0235,333.781,0.1697,0.0694
PrP_C,PrPC concentration,nM,0.0235,334.759,0.1639,0.0501
PrP_C,PrPC concentration,nM,0.0235,335.737,0.188,0.0597
PrP_C,PrPC concentration,nM,0.0235,336.715,0.189,0.0578
PrP_C,PrPC concentration,nM,0.0235,337.693,0.1861,0.052
PrP_C,PrPC concentration,nM,0.0235,338.671,0.188,0.052
PrP_C,PrPC concentration,nM,0.0235,339.649,0.1716,0.0308
PrP_C,PrPC concentration,nM,0.0235,340.627,0.1794,0.0462
PrP_C,PrPC concentration,nM,0.0235,341.605,0.1813,0.0424
PrP_C,PrPC concentration,nM,0.0235,342.583,0.1813,0.0308
PrP_C,PrPC concentration,nM,0.0235,343.561,0.1803,0.0289
PrP_C,PrPC concentration,nM,0.0235,344.539,0.1784,0.0327
PrP_C,PrPC concentration,nM,0.0235,345.517,0.1832,0.0424
PrP_C,PrPC concentration,nM,0.0235,346.495,0.1861,0.0366
PrP_C,PrPC concentration,nM,0.0235,347.473,0.1736,0.027
PrP_C,PrPC concentration,nM,0.0235,348.451,0.1784,0.0366
PrP_C,PrPC concentration,nM,0.0235,349.429,0.1745,0.0559
PrP_C,PrPC concentration,nM,0.0235,350.407,0.1909,0.1079
PrP_C,PrPC concentration,nM,0.0235,351.385,0.2005,0.0886
PrP_C,PrPC concentration,nM,0.0235,352.363,0.1938,0.0674
PrP_C,PrPC concentration,nM,0.0235,353.341,0.1851,0.0308
PrP_C,PrPC concentration,nM,0.0235,354.319,0.1909,0.0231
PrP_C,PrPC concentration,nM,0.0235,355.297,0.1813,0.0347
PrP_C,PrPC concentration,nM,0.0235,356.275,0.1745,0.0212
PrP_C,PrPC concentration,nM,0.0235,357.253,0.1948,0.0077
PrP_C,PrPC concentration,nM,0.0235,358.231,0.1938,0.0058
PrP_C,PrPC concentration,nM,0.0235,361.165,0.1996,0.0173
PrP_C,PrPC concentration,nM,0.0235,362.143,0.2015,0.0212
PrP_C,PrPC concentration,nM,0.0235,363.121,0.1379,0.0019
PrP_C,PrPC concentration,nM,0.047,2.242,1.0462,0.0039
PrP_C,PrPC concentration,nM,0.047,3.22,1.0848,0.0
PrP_C,PrPC concentration,nM,0.047,4.198,1.0453,0.0058
PrP_C,PrPC concentration,nM,0.047,5.176,1.0424,0.0116
PrP_C,PrPC concentration,nM,0.047,6.154,1.0433,0.0096
PrP_C,PrPC concentration,nM,0.047,7.132,0.9624,0.0096
PrP_C,PrPC concentration,nM,0.047,8.11,0.9624,0.0135
PrP_C,PrPC concentration,nM,0.047,9.088,0.9615,0.0116
PrP_C,PrPC concentration,nM,0.047,10.066,0.9384,0.0116
PrP_C,PrPC concentration,nM,0.047,11.044,0.9384,0.0116
PrP_C,PrPC concentration,nM,0.047,12.022,1.0212,0.027
PrP_C,PrPC concentration,nM,0.047,13.0,1.0212,0.027
PrP_C,PrPC concentration,nM,0.047,13.978,0.9258,0.0289
PrP_C,PrPC concentration,nM,0.047,14.956,0.9258,0.0289
PrP_C,PrPC concentration,nM,0.047,15.934,1.025,0.0308
PrP_C,PrPC concentration,nM,0.047,16.912,1.0308,0.027
PrP_C,PrPC concentration,nM,0.047,17.89,1.0366,0.0116
PrP_C,PrPC concentration,nM,0.047,18.868,0.9981,0.0116
PrP_C,PrPC concentration,nM,0.047,19.846,0.9971,0.0096
PrP_C,PrPC concentration,nM,0.047,20.824,0.9817,0.0096
PrP_C,PrPC concentration,nM,0.047,21.801,0.9807,0.0116
PrP_C,PrPC concentration,nM,0.047,22.779,0.9403,0.0116
PrP_C,PrPC concentration,nM,0.047,23.757,0.8912,0.025
