series,condition,time,P01
solid,ode,0.000000,0.00000000
solid,ode,0.006383,0.00001278
solid,ode,0.012718,0.00002555
solid,ode,0.019008,0.00003831
solid,ode,0.025252,0.00005109
solid,ode,0.031454,0.00006390
solid,ode,0.037615,0.00007676
solid,ode,0.043737,0.00008969
solid,ode,0.049821,0.00010271
solid,ode,0.055870,0.00011582
solid,ode,0.061885,0.00012906
solid,ode,0.067868,0.00014243
solid,ode,0.073820,0.00015596
solid,ode,0.079744,0.00016965
solid,ode,0.085641,0.00018354
solid,ode,0.091513,0.00019763
solid,ode,0.097361,0.00021193
solid,ode,0.103188,0.00022648
solid,ode,0.108996,0.00024129
solid,ode,0.114785,0.00025637
solid,ode,0.120558,0.00027174
solid,ode,0.126316,0.00028741
solid,ode,0.132062,0.00030341
solid,ode,0.137796,0.00031976
solid,ode,0.143521,0.00033646
solid,ode,0.149239,0.00035354
solid,ode,0.154951,0.00037101
solid,ode,0.160659,0.00038889
solid,ode,0.166365,0.00040720
solid,ode,0.172071,0.00042596
solid,ode,0.177778,0.00044517
solid,ode,0.183488,0.00046487
solid,ode,0.189202,0.00048506
solid,ode,0.194924,0.00050577
solid,ode,0.200653,0.00052700
solid,ode,0.206393,0.00054879
solid,ode,0.212145,0.00057114
solid,ode,0.217910,0.00059407
solid,ode,0.223691,0.00061760
solid,ode,0.229489,0.00064174
solid,ode,0.235305,0.00066652
solid,ode,0.241143,0.00069195
solid,ode,0.247003,0.00071805
solid,ode,0.252887,0.00074483
solid,ode,0.258797,0.00077232
solid,ode,0.264734,0.00080052
solid,ode,0.270702,0.00082946
solid,ode,0.276700,0.00085915
solid,ode,0.282731,0.00088962
solid,ode,0.288798,0.00092087
solid,ode,0.294900,0.00095292
solid,ode,0.301041,0.00098580
solid,ode,0.307222,0.00101952
solid,ode,0.313445,0.00105409
solid,ode,0.319711,0.00108954
solid,ode,0.326023,0.00112588
solid,ode,0.332382,0.00116313
solid,ode,0.338789,0.00120130
solid,ode,0.345248,0.00124041
solid,ode,0.351758,0.00128048
solid,ode,0.358323,0.00132153
solid,ode,0.364943,0.00136357
solid,ode,0.371621,0.00140662
solid,ode,0.378359,0.00145070
solid,ode,0.385158,0.00149583
solid,ode,0.392019,0.00154202
solid,ode,0.398946,0.00158928
solid,ode,0.405938,0.00163765
solid,ode,0.412999,0.00168712
solid,ode,0.420130,0.00173773
solid,ode,0.427333,0.00178949
solid,ode,0.434609,0.00184241
solid,ode,0.441960,0.00189651
solid,ode,0.449388,0.00195181
solid,ode,0.456896,0.00200833
solid,ode,0.464483,0.00206608
solid,ode,0.472153,0.00212508
solid,ode,0.479907,0.00218535
solid,ode,0.487746,0.00224690
solid,ode,0.495674,0.00230976
solid,ode,0.503690,0.00237394
solid,ode,0.511798,0.00243945
solid,ode,0.519998,0.00250632
solid,ode,0.528293,0.00257455
solid,ode,0.536685,0.00264418
solid,ode,0.545174,0.00271521
solid,ode,0.553764,0.00278766
solid,ode,0.562455,0.00286155
solid,ode,0.571249,0.00293690
solid,ode,0.580149,0.00301372
solid,ode,0.589155,0.00309203
solid,ode,0.598270,0.00317185
solid,ode,0.607496,0.00325320
solid,ode,0.616834,0.00333609
solid,ode,0.626285,0.00342053
solid,ode,0.635853,0.00350656
solid,ode,0.645538,0.00359417
solid,ode,0.655342,0.00368340
solid,ode,0.665267,0.00377426
solid,ode,0.675315,0.00386676
solid,ode,0.685488,0.00396092
solid,ode,0.695786,0.00405676
solid,ode,0.706213,0.00415430
solid,ode,0.716769,0.00425356
solid,ode,0.727458,0.00435454
solid,ode,0.738279,0.00445727
solid,ode,0.749235,0.00456177
solid,ode,0.760329,0.00466804
solid,ode,0.771561,0.00477612
solid,ode,0.782933,0.00488602
solid,ode,0.794447,0.00499775
solid,ode,0.806106,0.00511133
solid,ode,0.817909,0.00522677
solid,ode,0.829861,0.00534411
solid,ode,0.841961,0.00546334
solid,ode,0.854213,0.00558449
solid,ode,0.866617,0.00570758
solid,ode,0.879175,0.00583263
solid,ode,0.891890,0.00595964
solid,ode,0.904762,0.00608865
solid,ode,0.917795,0.00621966
solid,ode,0.930988,0.00635269
solid,ode,0.944345,0.00648776
solid,ode,0.957867,0.00662488
solid,ode,0.971556,0.00676408
solid,ode,0.985413,0.00690538
solid,ode,0.999441,0.00704878
solid,ode,1.013641,0.00719430
solid,ode,1.028014,0.00734197
solid,ode,1.042563,0.00749179
solid,ode,1.057289,0.00764380
solid,ode,1.072195,0.00779799
solid,ode,1.087281,0.00795440
solid,ode,1.102550,0.00811304
solid,ode,1.118003,0.00827392
solid,ode,1.133642,0.00843706
solid,ode,1.149469,0.00860249
solid,ode,1.165486,0.00877021
solid,ode,1.181694,0.00894024
solid,ode,1.198095,0.00911261
solid,ode,1.214691,0.00928732
solid,ode,1.231484,0.00946440
solid,ode,1.248476,0.00964386
solid,ode,1.265667,0.00982572
solid,ode,1.283061,0.01000999
solid,ode,1.300658,0.01019670
solid,ode,1.318460,0.01038587
solid,ode,1.336470,0.01057749
solid,ode,1.354689,0.01077161
solid,ode,1.373119,0.01096823
solid,ode,1.391761,0.01116736
solid,ode,1.410617,0.01136904
solid,ode,1.429690,0.01157327
solid,ode,1.448980,0.01178006
solid,ode,1.468490,0.01198945
solid,ode,1.488221,0.01220144
solid,ode,1.508175,0.01241606
solid,ode,1.528354,0.01263331
solid,ode,1.548760,0.01285322
solid,ode,1.569394,0.01307581
solid,ode,1.590258,0.01330108
solid,ode,1.611354,0.01352907
solid,ode,1.632683,0.01375978
solid,ode,1.654248,0.01399323
solid,ode,1.676051,0.01422944
solid,ode,1.698092,0.01446843
solid,ode,1.720373,0.01471021
solid,ode,1.742898,0.01495480
solid,ode,1.765666,0.01520223
solid,ode,1.788680,0.01545249
solid,ode,1.811942,0.01570562
solid,ode,1.835454,0.01596163
solid,ode,1.859216,0.01622054
solid,ode,1.883232,0.01648236
solid,ode,1.907503,0.01674711
solid,ode,1.932030,0.01701481
solid,ode,1.956815,0.01728547
solid,ode,1.981860,0.01755912
solid,ode,2.007167,0.01783577
solid,ode,2.032738,0.01811543
solid,ode,2.058574,0.01839813
solid,ode,2.084677,0.01868388
solid,ode,2.111049,0.01897269
solid,ode,2.137691,0.01926460
solid,ode,2.164606,0.01955960
solid,ode,2.191795,0.01985773
solid,ode,2.219260,0.02015899
solid,ode,2.247002,0.02046340
solid,ode,2.275024,0.02077099
solid,ode,2.303327,0.02108176
solid,ode,2.331913,0.02139575
solid,ode,2.360784,0.02171295
solid,ode,2.389941,0.02203339
solid,ode,2.419386,0.02235709
solid,ode,2.449121,0.02268407
solid,ode,2.479148,0.02301433
solid,ode,2.509468,0.02334790
solid,ode,2.540084,0.02368480
solid,ode,2.570997,0.02402504
solid,ode,2.602208,0.02436865
solid,ode,2.633720,0.02471562
solid,ode,2.657462,0.02497539
solid,ode,2.681351,0.02523324
solid,ode,2.705383,0.02548918
solid,ode,2.729558,0.02574321
solid,ode,2.753874,0.02599534
solid,ode,2.778329,0.02624558
solid,ode,2.802922,0.02649394
solid,ode,2.827651,0.02674042
solid,ode,2.852515,0.02698503
solid,ode,2.877511,0.02722778
solid,ode,2.902638,0.02746867
solid,ode,2.927894,0.02770771
solid,ode,2.953279,0.02794492
solid,ode,2.978789,0.02818029
solid,ode,3.004424,0.02841383
solid,ode,3.030182,0.02864556
solid,ode,3.056062,0.02887547
solid,ode,3.082061,0.02910358
solid,ode,3.108178,0.02932989
solid,ode,3.134411,0.02955442
solid,ode,3.160759,0.02977716
solid,ode,3.187220,0.02999812
solid,ode,3.213793,0.03021731
solid,ode,3.240476,0.03043475
solid,ode,3.267266,0.03065043
solid,ode,3.294163,0.03086436
solid,ode,3.321166,0.03107656
solid,ode,3.348271,0.03128702
solid,ode,3.375478,0.03149576
solid,ode,3.402785,0.03170278
solid,ode,3.430191,0.03190809
solid,ode,3.457693,0.03211170
solid,ode,3.485291,0.03231361
solid,ode,3.512981,0.03251383
solid,ode,3.540764,0.03271238
solid,ode,3.568637,0.03290924
solid,ode,3.596598,0.03310444
solid,ode,3.624647,0.03329798
solid,ode,3.652780,0.03348987
solid,ode,3.680998,0.03368012
solid,ode,3.709297,0.03386872
solid,ode,3.737677,0.03405570
solid,ode,3.766135,0.03424105
solid,ode,3.794671,0.03442478
solid,ode,3.823282,0.03460691
solid,ode,3.851967,0.03478743
solid,ode,3.880724,0.03496636
solid,ode,3.909552,0.03514371
solid,ode,3.938448,0.03531947
solid,ode,3.967412,0.03549366
solid,ode,3.996442,0.03566629
solid,ode,4.025535,0.03583735
solid,ode,4.054691,0.03600687
solid,ode,4.083908,0.03617484
solid,ode,4.113184,0.03634128
solid,ode,4.142518,0.03650618
solid,ode,4.171907,0.03666957
solid,ode,4.201350,0.03683143
solid,ode,4.230846,0.03699180
solid,ode,4.260393,0.03715066
solid,ode,4.289989,0.03730803
solid,ode,4.319633,0.03746391
solid,ode,4.349323,0.03761831
solid,ode,4.379058,0.03777124
solid,ode,4.408835,0.03792271
solid,ode,4.438653,0.03807272
solid,ode,4.468511,0.03822129
solid,ode,4.498406,0.03836841
solid,ode,4.528338,0.03851409
solid,ode,4.558305,0.03865835
solid,ode,4.588304,0.03880118
solid,ode,4.618335,0.03894260
solid,ode,4.648395,0.03908262
solid,ode,4.678483,0.03922124
solid,ode,4.708598,0.03935846
solid,ode,4.738738,0.03949430
solid,ode,4.768900,0.03962877
solid,ode,4.799085,0.03976186
solid,ode,4.829289,0.03989359
solid,ode,4.859511,0.04002397
solid,ode,4.889750,0.04015300
solid,ode,4.920003,0.04028068
solid,ode,4.950271,0.04040704
solid,ode,4.980549,0.04053206
solid,ode,5.010838,0.04065577
solid,ode,5.041136,0.04077816
solid,ode,5.071440,0.04089925
solid,ode,5.101749,0.04101905
solid,ode,5.132061,0.04113755
solid,ode,5.162376,0.04125477
solid,ode,5.192691,0.04137071
solid,ode,5.223004,0.04148539
solid,ode,5.253314,0.04159880
solid,ode,5.283620,0.04171096
solid,ode,5.313919,0.04182187
solid,ode,5.344211,0.04193154
solid,ode,5.374493,0.04203998
solid,ode,5.404763,0.04214720
solid,ode,5.435021,0.04225320
solid,ode,5.465264,0.04235798
solid,ode,5.495491,0.04246157
solid,ode,5.525701,0.04256395
solid,ode,5.555891,0.04266515
solid,ode,5.586060,0.04276517
solid,ode,5.616206,0.04286401
solid,ode,5.646328,0.04296168
solid,ode,5.676424,0.04305820
solid,ode,5.706492,0.04315356
solid,ode,5.736531,0.04324778
solid,ode,5.766540,0.04334086
solid,ode,5.796516,0.04343280
solid,ode,5.826457,0.04352363
solid,ode,5.856363,0.04361333
solid,ode,5.886232,0.04370193
solid,ode,5.916062,0.04378943
solid,ode,5.945851,0.04387583
solid,ode,5.975597,0.04396114
solid,ode,6.005300,0.04404537
solid,ode,6.034957,0.04412853
solid,ode,6.064567,0.04421063
solid,ode,6.094128,0.04429166
solid,ode,6.123638,0.04437165
solid,ode,6.153097,0.04445059
solid,ode,6.182502,0.04452849
solid,ode,6.211851,0.04460537
solid,ode,6.241143,0.04468122
solid,ode,6.270377,0.04475605
solid,ode,6.299550,0.04482988
solid,ode,6.328662,0.04490271
solid,ode,6.357710,0.04497454
solid,ode,6.386692,0.04504539
solid,ode,6.415608,0.04511526
solid,ode,6.444455,0.04518416
solid,ode,6.473233,0.04525209
solid,ode,6.501938,0.04531906
solid,ode,6.530570,0.04538509
solid,ode,6.559127,0.04545017
solid,ode,6.587608,0.04551432
solid,ode,6.616010,0.04557754
solid,ode,6.644332,0.04563984
solid,ode,6.672573,0.04570122
solid,ode,6.700730,0.04576170
solid,ode,6.728803,0.04582128
solid,ode,6.756789,0.04587996
solid,ode,6.784687,0.04593777
solid,ode,6.812495,0.04599469
solid,ode,6.840212,0.04605074
solid,ode,6.867836,0.04610594
solid,ode,6.895366,0.04616027
solid,ode,6.922799,0.04621376
solid,ode,6.950134,0.04626640
solid,ode,6.977369,0.04631821
solid,ode,7.004504,0.04636920
solid,ode,7.031535,0.04641936
solid,ode,7.058462,0.04646871
solid,ode,7.085283,0.04651726
solid,ode,7.111996,0.04656501
solid,ode,7.138600,0.04661197
solid,ode,7.165093,0.04665814
solid,ode,7.191473,0.04670354
solid,ode,7.217739,0.04674817
solid,ode,7.243889,0.04679204
solid,ode,7.269922,0.04683515
solid,ode,7.295835,0.04687752
solid,ode,7.321628,0.04691914
solid,ode,7.347298,0.04696004
solid,ode,7.372844,0.04700021
solid,ode,7.398264,0.04703966
solid,ode,7.423557,0.04707839
solid,ode,7.448721,0.04711643
solid,ode,7.473754,0.04715377
solid,ode,7.498655,0.04719042
solid,ode,7.523422,0.04722638
solid,ode,7.548053,0.04726168
solid,ode,7.572548,0.04729630
solid,ode,7.596903,0.04733027
solid,ode,7.621118,0.04736358
solid,ode,7.645191,0.04739624
solid,ode,7.669121,0.04742827
solid,ode,7.692904,0.04745967
solid,ode,7.716541,0.04749044
solid,ode,7.740030,0.04752059
solid,ode,7.763368,0.04755014
solid,ode,7.786554,0.04757908
solid,ode,7.809586,0.04760743
solid,ode,7.832464,0.04763519
solid,ode,7.855184,0.04766237
solid,ode,7.877747,0.04768897
solid,ode,7.900149,0.04771501
solid,ode,7.922389,0.04774049
solid,ode,7.944466,0.04776542
solid,ode,7.966378,0.04778981
solid,ode,7.988123,0.04781365
solid,ode,8.009701,0.04783697
solid,ode,8.031108,0.04785976
solid,ode,8.052344,0.04788204
solid,ode,8.073406,0.04790381
solid,ode,8.094294,0.04792508
solid,ode,8.115005,0.04794586
solid,ode,8.135539,0.04796615
solid,ode,8.135699,0.04796633
solid,ode,8.136183,0.04796688
solid,ode,8.136990,0.04796780
solid,ode,8.138121,0.04796907
solid,ode,8.139577,0.04797069
solid,ode,8.141359,0.04797267
solid,ode,8.143468,0.04797499
solid,ode,8.145904,0.04797766
solid,ode,8.148669,0.04798066
solid,ode,8.151764,0.04798400
solid,ode,8.155189,0.04798766
solid,ode,8.158946,0.04799166
solid,ode,8.163035,0.04799597
solid,ode,8.167456,0.04800061
solid,ode,8.172212,0.04800555
solid,ode,8.177302,0.04801081
solid,ode,8.182729,0.04801637
solid,ode,8.188491,0.04802224
solid,ode,8.194591,0.04802840
solid,ode,8.201030,0.04803486
solid,ode,8.207808,0.04804161
solid,ode,8.214926,0.04804864
solid,ode,8.222384,0.04805595
solid,ode,8.230185,0.04806354
solid,ode,8.238329,0.04807141
solid,ode,8.246816,0.04807954
solid,ode,8.255647,0.04808794
solid,ode,8.264824,0.04809661
solid,ode,8.274348,0.04810553
solid,ode,8.284218,0.04811470
solid,ode,8.294437,0.04812412
solid,ode,8.305004,0.04813379
solid,ode,8.315922,0.04814370
solid,ode,8.327190,0.04815385
solid,ode,8.338809,0.04816423
solid,ode,8.350781,0.04817484
solid,ode,8.363107,0.04818567
solid,ode,8.375786,0.04819673
solid,ode,8.388821,0.04820801
solid,ode,8.402212,0.04821949
solid,ode,8.415960,0.04823119
solid,ode,8.430065,0.04824309
solid,ode,8.444529,0.04825519
solid,ode,8.459353,0.04826749
solid,ode,8.474537,0.04827998
solid,ode,8.490082,0.04829267
solid,ode,8.505989,0.04830553
solid,ode,8.522260,0.04831858
solid,ode,8.538894,0.04833181
solid,ode,8.555894,0.04834520
solid,ode,8.573259,0.04835877
solid,ode,8.590990,0.04837250
solid,ode,8.609089,0.04838639
solid,ode,8.627557,0.04840044
solid,ode,8.646393,0.04841464
solid,ode,8.665600,0.04842899
solid,ode,8.685178,0.04844349
solid,ode,8.705127,0.04845812
solid,ode,8.725450,0.04847290
solid,ode,8.746146,0.04848780
solid,ode,8.767216,0.04850283
solid,ode,8.788662,0.04851799
solid,ode,8.810485,0.04853327
solid,ode,8.832684,0.04854867
solid,ode,8.855262,0.04856417
solid,ode,8.878218,0.04857979
solid,ode,8.901555,0.04859551
solid,ode,8.925272,0.04861133
solid,ode,8.949370,0.04862725
solid,ode,8.973851,0.04864325
solid,ode,8.998716,0.04865935
solid,ode,9.023965,0.04867553
solid,ode,9.049599,0.04869180
solid,ode,9.075618,0.04870813
solid,ode,9.102025,0.04872454
solid,ode,9.128820,0.04874102
solid,ode,9.156003,0.04875756
solid,ode,9.183576,0.04877417
solid,ode,9.211539,0.04879082
solid,ode,9.239893,0.04880753
solid,ode,9.268640,0.04882429
solid,ode,9.297780,0.04884110
solid,ode,9.327313,0.04885794
solid,ode,9.357242,0.04887482
solid,ode,9.387566,0.04889172
solid,ode,9.418287,0.04890866
solid,ode,9.449405,0.04892562
solid,ode,9.480922,0.04894260
solid,ode,9.512838,0.04895960
solid,ode,9.545154,0.04897661
solid,ode,9.577871,0.04899363
solid,ode,9.610990,0.04901065
solid,ode,9.644511,0.04902766
solid,ode,9.678437,0.04904468
solid,ode,9.712767,0.04906169
solid,ode,9.747502,0.04907868
solid,ode,9.782644,0.04909566
solid,ode,9.818193,0.04911261
solid,ode,9.854150,0.04912954
solid,ode,9.890516,0.04914645
solid,ode,9.927291,0.04916332
solid,ode,9.964478,0.04918015
solid,ode,10.002076,0.04919695
solid,ode,10.040086,0.04921369
solid,ode,10.078510,0.04923039
solid,ode,10.117349,0.04924704
solid,ode,10.156602,0.04926363
solid,ode,10.196271,0.04928016
solid,ode,10.236357,0.04929662
solid,ode,10.276861,0.04931302
solid,ode,10.317784,0.04932934
solid,ode,10.359126,0.04934559
solid,ode,10.400889,0.04936175
solid,ode,10.443073,0.04937783
solid,ode,10.485679,0.04939382
solid,ode,10.528709,0.04940972
solid,ode,10.572162,0.04942552
solid,ode,10.616040,0.04944121
solid,ode,10.660344,0.04945681
solid,ode,10.705074,0.04947229
solid,ode,10.750232,0.04948766
solid,ode,10.795819,0.04950291
solid,ode,10.841834,0.04951805
solid,ode,10.888280,0.04953305
solid,ode,10.935157,0.04954793
solid,ode,10.982465,0.04956267
solid,ode,11.030207,0.04957728
solid,ode,11.078382,0.04959174
solid,ode,11.126991,0.04960606
solid,ode,11.176037,0.04962023
solid,ode,11.225518,0.04963425
solid,ode,11.275437,0.04964811
solid,ode,11.325793,0.04966180
solid,ode,11.376589,0.04967534
solid,ode,11.427825,0.04968870
solid,ode,11.479501,0.04970188
solid,ode,11.531619,0.04971489
solid,ode,11.584179,0.04972772
solid,ode,11.637183,0.04974036
solid,ode,11.690631,0.04975282
solid,ode,11.744524,0.04976507
solid,ode,11.798863,0.04977713
solid,ode,11.853649,0.04978899
solid,ode,11.908883,0.04980064
solid,ode,11.964566,0.04981209
solid,ode,12.020698,0.04982331
solid,ode,12.077281,0.04983432
solid,ode,12.134315,0.04984511
solid,ode,12.191801,0.04985567
solid,ode,12.249740,0.04986601
solid,ode,12.308133,0.04987610
solid,ode,12.366981,0.04988596
solid,ode,12.426285,0.04989558
solid,ode,12.486046,0.04990495
solid,ode,12.546264,0.04991407
solid,ode,12.606940,0.04992294
solid,ode,12.668076,0.04993154
solid,ode,12.729671,0.04993989
solid,ode,12.791728,0.04994797
solid,ode,12.854247,0.04995577
solid,ode,12.917228,0.04996331
solid,ode,12.980674,0.04997056
solid,ode,13.044583,0.04997753
solid,ode,13.108959,0.04998422
solid,ode,13.173800,0.04999061
solid,ode,13.239109,0.04999672
solid,ode,13.304886,0.05000252
solid,ode,13.371132,0.05000802
solid,ode,13.437847,0.05001321
solid,ode,13.505034,0.05001809
solid,ode,13.572692,0.05002265
solid,ode,13.640823,0.05002690
solid,ode,13.709427,0.05003083
solid,ode,13.778505,0.05003442
solid,ode,13.848058,0.05003769
solid,ode,13.918088,0.05004062
solid,ode,13.988594,0.05004322
solid,ode,14.059578,0.05004546
solid,ode,14.131041,0.05004737
solid,ode,14.202984,0.05004892
solid,ode,14.275407,0.05005011
solid,ode,14.348311,0.05005095
solid,ode,14.421698,0.05005143
solid,ode,14.495567,0.05005153
solid,ode,14.569921,0.05005127
solid,ode,14.644759,0.05005063
solid,ode,14.720083,0.05004961
solid,ode,14.795894,0.05004820
solid,ode,14.872193,0.05004641
solid,ode,14.948979,0.05004423
solid,ode,15.026255,0.05004166
solid,ode,15.104022,0.05003868
solid,ode,15.182279,0.05003530
solid,ode,15.261028,0.05003151
solid,ode,15.340270,0.05002731
solid,ode,15.420006,0.05002270
solid,ode,15.500236,0.05001766
solid,ode,15.580962,0.05001220
solid,ode,15.662184,0.05000632
solid,ode,15.743903,0.05000000
dashed,ode_m2high,0.155889,-0.00000001
dashed,ode_m2high,0.169039,0.00004190
dashed,ode_m2high,0.182127,0.00008397
dashed,ode_m2high,0.195154,0.00012619
dashed,ode_m2high,0.208121,0.00016858
dashed,ode_m2high,0.221030,0.00021114
dashed,ode_m2high,0.233882,0.00025387
dashed,ode_m2high,0.246677,0.00029678
dashed,ode_m2high,0.259418,0.00033987
dashed,ode_m2high,0.272105,0.00038316
dashed,ode_m2high,0.284739,0.00042664
dashed,ode_m2high,0.297322,0.00047032
dashed,ode_m2high,0.309855,0.00051420
dashed,ode_m2high,0.322339,0.00055830
dashed,ode_m2high,0.334775,0.00060261
dashed,ode_m2high,0.347165,0.00064714
dashed,ode_m2high,0.359509,0.00069190
dashed,ode_m2high,0.371808,0.00073689
dashed,ode_m2high,0.384065,0.00078212
dashed,ode_m2high,0.396280,0.00082759
dashed,ode_m2high,0.408454,0.00087330
dashed,ode_m2high,0.420588,0.00091927
dashed,ode_m2high,0.432684,0.00096549
dashed,ode_m2high,0.444743,0.00101198
dashed,ode_m2high,0.456766,0.00105873
dashed,ode_m2high,0.468754,0.00110576
dashed,ode_m2high,0.480708,0.00115306
dashed,ode_m2high,0.492630,0.00120065
dashed,ode_m2high,0.504521,0.00124852
dashed,ode_m2high,0.516382,0.00129669
dashed,ode_m2high,0.528213,0.00134516
dashed,ode_m2high,0.540017,0.00139393
dashed,ode_m2high,0.551794,0.00144301
dashed,ode_m2high,0.563546,0.00149241
dashed,ode_m2high,0.575274,0.00154212
dashed,ode_m2high,0.586979,0.00159216
dashed,ode_m2high,0.598662,0.00164253
dashed,ode_m2high,0.610324,0.00169323
dashed,ode_m2high,0.621967,0.00174427
dashed,ode_m2high,0.633591,0.00179566
dashed,ode_m2high,0.645199,0.00184740
dashed,ode_m2high,0.656790,0.00189949
dashed,ode_m2high,0.668367,0.00195195
dashed,ode_m2high,0.679930,0.00200477
dashed,ode_m2high,0.691480,0.00205796
dashed,ode_m2high,0.703020,0.00211153
dashed,ode_m2high,0.714549,0.00216548
dashed,ode_m2high,0.726070,0.00221982
dashed,ode_m2high,0.737583,0.00227455
dashed,ode_m2high,0.749089,0.00232967
dashed,ode_m2high,0.760591,0.00238520
dashed,ode_m2high,0.772088,0.00244114
dashed,ode_m2high,0.783582,0.00249749
dashed,ode_m2high,0.795074,0.00255425
dashed,ode_m2high,0.806566,0.00261144
dashed,ode_m2high,0.818058,0.00266906
dashed,ode_m2high,0.829552,0.00272711
dashed,ode_m2high,0.841049,0.00278560
dashed,ode_m2high,0.852550,0.00284454
dashed,ode_m2high,0.864057,0.00290392
dashed,ode_m2high,0.875570,0.00296376
dashed,ode_m2high,0.887091,0.00302405
dashed,ode_m2high,0.898620,0.00308481
dashed,ode_m2high,0.910160,0.00314604
dashed,ode_m2high,0.921711,0.00320775
dashed,ode_m2high,0.933274,0.00326994
dashed,ode_m2high,0.944851,0.00333261
dashed,ode_m2high,0.956442,0.00339577
dashed,ode_m2high,0.968050,0.00345942
dashed,ode_m2high,0.979675,0.00352358
dashed,ode_m2high,0.991318,0.00358825
dashed,ode_m2high,1.002980,0.00365342
dashed,ode_m2high,1.014663,0.00371911
dashed,ode_m2high,1.026368,0.00378532
dashed,ode_m2high,1.038096,0.00385206
dashed,ode_m2high,1.049848,0.00391933
dashed,ode_m2high,1.061626,0.00398714
dashed,ode_m2high,1.073430,0.00405549
dashed,ode_m2high,1.085262,0.00412439
dashed,ode_m2high,1.097123,0.00419384
dashed,ode_m2high,1.109014,0.00426385
dashed,ode_m2high,1.120936,0.00433442
dashed,ode_m2high,1.132891,0.00440556
dashed,ode_m2high,1.144880,0.00447728
dashed,ode_m2high,1.156903,0.00454957
dashed,ode_m2high,1.168962,0.00462244
dashed,ode_m2high,1.181059,0.00469591
dashed,ode_m2high,1.193194,0.00476997
dashed,ode_m2high,1.205368,0.00484463
dashed,ode_m2high,1.217583,0.00491989
dashed,ode_m2high,1.229840,0.00499576
dashed,ode_m2high,1.242141,0.00507225
dashed,ode_m2high,1.254485,0.00514936
dashed,ode_m2high,1.266875,0.00522709
dashed,ode_m2high,1.279312,0.00530545
dashed,ode_m2high,1.291796,0.00538445
dashed,ode_m2high,1.304330,0.00546409
dashed,ode_m2high,1.316913,0.00554437
dashed,ode_m2high,1.329548,0.00562531
dashed,ode_m2high,1.342236,0.00570690
dashed,ode_m2high,1.354977,0.00578916
dashed,ode_m2high,1.367773,0.00587208
dashed,ode_m2high,1.380626,0.00595567
dashed,ode_m2high,1.393535,0.00603994
dashed,ode_m2high,1.406503,0.00612489
dashed,ode_m2high,1.419531,0.00621053
dashed,ode_m2high,1.432620,0.00629687
dashed,ode_m2high,1.445770,0.00638390
dashed,ode_m2high,1.458984,0.00647163
dashed,ode_m2high,1.472262,0.00656007
dashed,ode_m2high,1.485605,0.00664923
dashed,ode_m2high,1.499016,0.00673910
dashed,ode_m2high,1.512494,0.00682970
dashed,ode_m2high,1.526041,0.00692102
dashed,ode_m2high,1.539658,0.00701308
dashed,ode_m2high,1.553347,0.00710588
dashed,ode_m2high,1.567109,0.00719943
dashed,ode_m2high,1.580944,0.00729372
dashed,ode_m2high,1.594855,0.00738877
dashed,ode_m2high,1.608841,0.00748458
dashed,ode_m2high,1.622905,0.00758115
dashed,ode_m2high,1.637048,0.00767849
dashed,ode_m2high,1.651270,0.00777661
dashed,ode_m2high,1.665573,0.00787552
dashed,ode_m2high,1.679958,0.00797520
dashed,ode_m2high,1.694426,0.00807568
dashed,ode_m2high,1.708979,0.00817695
dashed,ode_m2high,1.723617,0.00827903
dashed,ode_m2high,1.738343,0.00838191
dashed,ode_m2high,1.753156,0.00848560
dashed,ode_m2high,1.768058,0.00859012
dashed,ode_m2high,1.783051,0.00869545
dashed,ode_m2high,1.798135,0.00880161
dashed,ode_m2high,1.813312,0.00890860
dashed,ode_m2high,1.828582,0.00901643
dashed,ode_m2high,1.843948,0.00912511
dashed,ode_m2high,1.859410,0.00923463
dashed,ode_m2high,1.874970,0.00934501
dashed,ode_m2high,1.890628,0.00945624
dashed,ode_m2high,1.906386,0.00956834
dashed,ode_m2high,1.922244,0.00968131
dashed,ode_m2high,1.938205,0.00979515
dashed,ode_m2high,1.954270,0.00990987
dashed,ode_m2high,1.970438,0.01002547
dashed,ode_m2high,1.986713,0.01014197
dashed,ode_m2high,2.003094,0.01025936
dashed,ode_m2high,2.019584,0.01037765
dashed,ode_m2high,2.036182,0.01049684
dashed,ode_m2high,2.052891,0.01061694
dashed,ode_m2high,2.069712,0.01073797
dashed,ode_m2high,2.086645,0.01085991
dashed,ode_m2high,2.103692,0.01098277
dashed,ode_m2high,2.120855,0.01110657
dashed,ode_m2high,2.138134,0.01123131
dashed,ode_m2high,2.155530,0.01135698
dashed,ode_m2high,2.173045,0.01148361
dashed,ode_m2high,2.190680,0.01161118
dashed,ode_m2high,2.208435,0.01173971
dashed,ode_m2high,2.226313,0.01186921
dashed,ode_m2high,2.244315,0.01199967
dashed,ode_m2high,2.262441,0.01213110
dashed,ode_m2high,2.280693,0.01226351
dashed,ode_m2high,2.299071,0.01239691
dashed,ode_m2high,2.317578,0.01253129
dashed,ode_m2high,2.336214,0.01266667
dashed,ode_m2high,2.354981,0.01280304
dashed,ode_m2high,2.373879,0.01294042
dashed,ode_m2high,2.392910,0.01307881
dashed,ode_m2high,2.412075,0.01321821
dashed,ode_m2high,2.431376,0.01335863
dashed,ode_m2high,2.450812,0.01350007
