series,condition,time,P01
dash-dot,ode_m2low,4.716081,0.04629728
dash-dot,ode_m2low,4.740665,0.04636189
dash-dot,ode_m2low,4.765584,0.04642599
dash-dot,ode_m2low,4.790844,0.04648958
dash-dot,ode_m2low,4.816451,0.04655266
dash-dot,ode_m2low,4.842411,0.04661523
dash-dot,ode_m2low,4.868730,0.04667728
dash-dot,ode_m2low,4.895413,0.04673882
dash-dot,ode_m2low,4.922466,0.04679985
dash-dot,ode_m2low,4.949896,0.04686035
dash-dot,ode_m2low,4.977708,0.04692034
dash-dot,ode_m2low,5.005908,0.04697980
dash-dot,ode_m2low,5.034502,0.04703874
dash-dot,ode_m2low,5.063495,0.04709716
dash-dot,ode_m2low,5.092894,0.04715506
dash-dot,ode_m2low,5.122705,0.04721242
dash-dot,ode_m2low,5.152932,0.04726926
dash-dot,ode_m2low,5.183583,0.04732557
dash-dot,ode_m2low,5.214663,0.04738135
dash-dot,ode_m2low,5.246177,0.04743660
dash-dot,ode_m2low,5.278132,0.04749131
dash-dot,ode_m2low,5.310534,0.04754549
dash-dot,ode_m2low,5.343388,0.04759914
dash-dot,ode_m2low,5.376701,0.04765224
dash-dot,ode_m2low,5.410477,0.04770481
dash-dot,ode_m2low,5.444724,0.04775683
dash-dot,ode_m2low,5.479446,0.04780832
dash-dot,ode_m2low,5.514650,0.04785926
dash-dot,ode_m2low,5.550341,0.04790966
dash-dot,ode_m2low,5.586526,0.04795951
dash-dot,ode_m2low,5.623211,0.04800881
dash-dot,ode_m2low,5.660400,0.04805756
dash-dot,ode_m2low,5.698100,0.04810577
dash-dot,ode_m2low,5.736317,0.04815342
dash-dot,ode_m2low,5.775057,0.04820052
dash-dot,ode_m2low,5.814325,0.04824707
dash-dot,ode_m2low,5.854128,0.04829306
dash-dot,ode_m2low,5.894471,0.04833849
dash-dot,ode_m2low,5.935360,0.04838337
dash-dot,ode_m2low,5.976801,0.04842768
dash-dot,ode_m2low,6.018800,0.04847143
dash-dot,ode_m2low,6.061362,0.04851462
dash-dot,ode_m2low,6.104494,0.04855725
dash-dot,ode_m2low,6.148202,0.04859931
dash-dot,ode_m2low,6.192491,0.04864080
dash-dot,ode_m2low,6.237366,0.04868173
dash-dot,ode_m2low,6.282835,0.04872209
dash-dot,ode_m2low,6.328903,0.04876187
dash-dot,ode_m2low,6.375575,0.04880108
dash-dot,ode_m2low,6.422858,0.04883972
dash-dot,ode_m2low,6.470757,0.04887779
dash-dot,ode_m2low,6.519279,0.04891527
dash-dot,ode_m2low,6.568428,0.04895218
dash-dot,ode_m2low,6.618212,0.04898851
dash-dot,ode_m2low,6.668635,0.04902426
dash-dot,ode_m2low,6.719704,0.04905942
dash-dot,ode_m2low,6.771425,0.04909401
dash-dot,ode_m2low,6.823803,0.04912800
dash-dot,ode_m2low,6.876844,0.04916142
dash-dot,ode_m2low,6.930554,0.04919424
dash-dot,ode_m2low,6.984940,0.04922647
dash-dot,ode_m2low,7.040006,0.04925812
dash-dot,ode_m2low,7.095759,0.04928917
dash-dot,ode_m2low,7.152204,0.04931963
dash-dot,ode_m2low,7.209348,0.04934949
dash-dot,ode_m2low,7.267196,0.04937876
dash-dot,ode_m2low,7.325754,0.04940742
dash-dot,ode_m2low,7.385028,0.04943549
dash-dot,ode_m2low,7.445024,0.04946296
dash-dot,ode_m2low,7.505747,0.04948983
dash-dot,ode_m2low,7.567204,0.04951610
dash-dot,ode_m2low,7.629401,0.04954176
dash-dot,ode_m2low,7.692342,0.04956681
dash-dot,ode_m2low,7.756035,0.04959126
dash-dot,ode_m2low,7.820485,0.04961510
dash-dot,ode_m2low,7.885698,0.04963833
dash-dot,ode_m2low,7.951679,0.04966094
dash-dot,ode_m2low,8.018435,0.04968295
dash-dot,ode_m2low,8.085971,0.04970434
dash-dot,ode_m2low,8.154294,0.04972511
dash-dot,ode_m2low,8.223408,0.04974527
dash-dot,ode_m2low,8.293321,0.04976480
dash-dot,ode_m2low,8.364037,0.04978372
dash-dot,ode_m2low,8.435563,0.04980202
dash-dot,ode_m2low,8.507905,0.04981969
dash-dot,ode_m2low,8.581068,0.04983674
dash-dot,ode_m2low,8.655058,0.04985317
dash-dot,ode_m2low,8.729881,0.04986896
dash-dot,ode_m2low,8.805544,0.04988413
dash-dot,ode_m2low,8.882051,0.04989867
dash-dot,ode_m2low,8.959408,0.04991258
dash-dot,ode_m2low,9.037623,0.04992586
dash-dot,ode_m2low,9.116699,0.04993850
dash-dot,ode_m2low,9.196644,0.04995051
dash-dot,ode_m2low,9.277464,0.04996188
dash-dot,ode_m2low,9.359163,0.04997261
dash-dot,ode_m2low,9.441747,0.04998270
dash-dot,ode_m2low,9.525224,0.04999215
dash-dot,ode_m2low,9.609598,0.05000096
dash-dot,ode_m2low,9.694875,0.05000913
dash-dot,ode_m2low,9.781062,0.05001665
dash-dot,ode_m2low,9.868164,0.05002352
dash-dot,ode_m2low,9.956187,0.05002975
dash-dot,ode_m2low,10.045136,0.05003533
dash-dot,ode_m2low,10.135019,0.05004025
dash-dot,ode_m2low,10.225839,0.05004453
dash-dot,ode_m2low,10.317604,0.05004815
dash-dot,ode_m2low,10.410320,0.05005111
dash-dot,ode_m2low,10.503991,0.05005342
dash-dot,ode_m2low,10.598625,0.05005508
dash-dot,ode_m2low,10.694226,0.05005607
dash-dot,ode_m2low,10.790801,0.05005640
dash-dot,ode_m2low,10.888356,0.05005607
dash-dot,ode_m2low,10.986896,0.05005508
dash-dot,ode_m2low,11.086427,0.05005343
dash-dot,ode_m2low,11.186955,0.05005110
dash-dot,ode_m2low,11.288486,0.05004811
dash-dot,ode_m2low,11.391026,0.05004445
dash-dot,ode_m2low,11.494581,0.05004012
dash-dot,ode_m2low,11.599156,0.05003512
dash-dot,ode_m2low,11.704758,0.05002945
dash-dot,ode_m2low,11.811392,0.05002310
dash-dot,ode_m2low,11.919064,0.05001608
dash-dot,ode_m2low,12.027780,0.05000838
dash-dot,ode_m2low,12.137545,0.05000000
dotted,ode_altflux,0.000000,0.00000000
dotted,ode_altflux,0.000046,-0.00000002
dotted,ode_altflux,0.000184,-0.00000007
dotted,ode_altflux,0.000415,-0.00000014
dotted,ode_altflux,0.000740,-0.00000022
dotted,ode_altflux,0.001159,-0.00000029
dotted,ode_altflux,0.001672,-0.00000034
dotted,ode_altflux,0.002280,-0.00000037
dotted,ode_altflux,0.002984,-0.00000035
dotted,ode_altflux,0.003784,-0.00000028
dotted,ode_altflux,0.004680,-0.00000015
dotted,ode_altflux,0.005675,0.00000007
dotted,ode_altflux,0.006766,0.00000038
dotted,ode_altflux,0.007957,0.00000078
dotted,ode_altflux,0.009246,0.00000131
dotted,ode_altflux,0.010635,0.00000196
dotted,ode_altflux,0.012124,0.00000275
dotted,ode_altflux,0.013713,0.00000369
dotted,ode_altflux,0.015404,0.00000479
dotted,ode_altflux,0.017196,0.00000607
dotted,ode_altflux,0.019091,0.00000754
dotted,ode_altflux,0.021089,0.00000921
dotted,ode_altflux,0.023190,0.00001109
dotted,ode_altflux,0.025395,0.00001319
dotted,ode_altflux,0.027704,0.00001554
dotted,ode_altflux,0.030118,0.00001813
dotted,ode_altflux,0.032639,0.00002098
dotted,ode_altflux,0.035265,0.00002410
dotted,ode_altflux,0.037998,0.00002751
dotted,ode_altflux,0.040838,0.00003122
dotted,ode_altflux,0.043786,0.00003524
dotted,ode_altflux,0.046842,0.00003958
dotted,ode_altflux,0.050008,0.00004425
dotted,ode_altflux,0.053283,0.00004927
dotted,ode_altflux,0.056668,0.00005465
dotted,ode_altflux,0.060163,0.00006040
dotted,ode_altflux,0.063770,0.00006653
dotted,ode_altflux,0.067488,0.00007306
dotted,ode_altflux,0.071319,0.00007999
dotted,ode_altflux,0.075262,0.00008735
dotted,ode_altflux,0.079319,0.00009513
dotted,ode_altflux,0.083490,0.00010336
dotted,ode_altflux,0.087775,0.00011205
dotted,ode_altflux,0.092175,0.00012120
dotted,ode_altflux,0.096691,0.00013083
dotted,ode_altflux,0.101323,0.00014096
dotted,ode_altflux,0.106072,0.00015159
dotted,ode_altflux,0.110938,0.00016274
dotted,ode_altflux,0.115921,0.00017441
dotted,ode_altflux,0.121023,0.00018663
dotted,ode_altflux,0.126244,0.00019940
dotted,ode_altflux,0.131585,0.00021274
dotted,ode_altflux,0.137045,0.00022665
dotted,ode_altflux,0.142626,0.00024116
dotted,ode_altflux,0.148328,0.00025626
dotted,ode_altflux,0.154152,0.00027198
dotted,ode_altflux,0.160098,0.00028833
dotted,ode_altflux,0.166167,0.00030532
dotted,ode_altflux,0.172359,0.00032295
dotted,ode_altflux,0.178675,0.00034125
dotted,ode_altflux,0.185115,0.00036023
dotted,ode_altflux,0.191681,0.00037989
dotted,ode_altflux,0.198372,0.00040025
dotted,ode_altflux,0.205189,0.00042133
dotted,ode_altflux,0.212133,0.00044312
dotted,ode_altflux,0.219204,0.00046566
dotted,ode_altflux,0.226403,0.00048894
dotted,ode_altflux,0.233730,0.00051298
dotted,ode_altflux,0.241186,0.00053780
dotted,ode_altflux,0.248771,0.00056340
dotted,ode_altflux,0.256487,0.00058979
dotted,ode_altflux,0.264333,0.00061700
dotted,ode_altflux,0.272310,0.00064503
dotted,ode_altflux,0.280418,0.00067389
dotted,ode_altflux,0.288659,0.00070360
dotted,ode_altflux,0.297033,0.00073416
dotted,ode_altflux,0.305540,0.00076560
dotted,ode_altflux,0.314181,0.00079791
dotted,ode_altflux,0.322956,0.00083113
dotted,ode_altflux,0.331866,0.00086524
dotted,ode_altflux,0.340912,0.00090028
dotted,ode_altflux,0.350094,0.00093625
dotted,ode_altflux,0.359412,0.00097316
dotted,ode_altflux,0.368868,0.00101103
dotted,ode_altflux,0.378461,0.00104986
dotted,ode_altflux,0.388193,0.00108968
dotted,ode_altflux,0.398064,0.00113048
dotted,ode_altflux,0.408074,0.00117230
dotted,ode_altflux,0.418223,0.00121512
dotted,ode_altflux,0.428514,0.00125898
dotted,ode_altflux,0.438945,0.00130387
dotted,ode_altflux,0.449518,0.00134982
dotted,ode_altflux,0.460234,0.00139684
dotted,ode_altflux,0.471092,0.00144493
dotted,ode_altflux,0.482093,0.00149411
dotted,ode_altflux,0.493238,0.00154439
dotted,ode_altflux,0.504528,0.00159579
dotted,ode_altflux,0.515962,0.00164831
dotted,ode_altflux,0.527542,0.00170197
dotted,ode_altflux,0.539268,0.00175678
dotted,ode_altflux,0.551141,0.00181275
dotted,ode_altflux,0.563160,0.00186990
dotted,ode_altflux,0.575328,0.00192823
dotted,ode_altflux,0.587643,0.00198776
dotted,ode_altflux,0.600108,0.00204851
dotted,ode_altflux,0.612722,0.00211048
dotted,ode_altflux,0.625486,0.00217368
dotted,ode_altflux,0.638400,0.00223813
dotted,ode_altflux,0.651466,0.00230384
dotted,ode_altflux,0.664683,0.00237083
dotted,ode_altflux,0.678052,0.00243909
dotted,ode_altflux,0.691573,0.00250866
dotted,ode_altflux,0.705249,0.00257953
dotted,ode_altflux,0.719077,0.00265172
dotted,ode_altflux,0.733061,0.00272525
dotted,ode_altflux,0.747199,0.00280012
dotted,ode_altflux,0.761492,0.00287635
dotted,ode_altflux,0.775942,0.00295395
dotted,ode_altflux,0.790548,0.00303293
dotted,ode_altflux,0.805312,0.00311331
dotted,ode_altflux,0.820233,0.00319509
dotted,ode_altflux,0.835312,0.00327828
dotted,ode_altflux,0.850550,0.00336291
dotted,ode_altflux,0.865947,0.00344899
dotted,ode_altflux,0.881505,0.00353651
dotted,ode_altflux,0.897222,0.00362551
dotted,ode_altflux,0.913101,0.00371598
dotted,ode_altflux,0.929141,0.00380794
dotted,ode_altflux,0.945344,0.00390141
dotted,ode_altflux,0.961709,0.00399640
dotted,ode_altflux,0.978237,0.00409291
dotted,ode_altflux,0.994929,0.00419096
dotted,ode_altflux,1.011786,0.00429056
dotted,ode_altflux,1.028807,0.00439173
dotted,ode_altflux,1.045994,0.00449448
dotted,ode_altflux,1.063347,0.00459881
dotted,ode_altflux,1.080866,0.00470475
dotted,ode_altflux,1.098553,0.00481230
dotted,ode_altflux,1.116407,0.00492147
dotted,ode_altflux,1.134429,0.00503228
dotted,ode_altflux,1.152620,0.00514474
dotted,ode_altflux,1.170980,0.00525887
dotted,ode_altflux,1.189511,0.00537466
dotted,ode_altflux,1.208211,0.00549215
dotted,ode_altflux,1.227083,0.00561133
dotted,ode_altflux,1.246126,0.00573222
dotted,ode_altflux,1.265341,0.00585484
dotted,ode_altflux,1.284729,0.00597919
dotted,ode_altflux,1.304290,0.00610529
dotted,ode_altflux,1.324025,0.00623314
dotted,ode_altflux,1.343934,0.00636277
dotted,ode_altflux,1.364018,0.00649419
dotted,ode_altflux,1.384278,0.00662739
dotted,ode_altflux,1.404713,0.00676241
dotted,ode_altflux,1.425325,0.00689925
dotted,ode_altflux,1.446114,0.00703792
dotted,ode_altflux,1.467081,0.00717843
dotted,ode_altflux,1.488225,0.00732080
dotted,ode_altflux,1.509549,0.00746504
dotted,ode_altflux,1.531052,0.00761116
dotted,ode_altflux,1.552734,0.00775918
dotted,ode_altflux,1.574597,0.00790910
dotted,ode_altflux,1.596641,0.00806094
dotted,ode_altflux,1.618867,0.00821470
dotted,ode_altflux,1.641274,0.00837041
dotted,ode_altflux,1.663865,0.00852808
dotted,ode_altflux,1.686638,0.00868771
dotted,ode_altflux,1.709595,0.00884932
dotted,ode_altflux,1.732736,0.00901292
dotted,ode_altflux,1.756062,0.00917852
dotted,ode_altflux,1.779574,0.00934614
dotted,ode_altflux,1.803271,0.00951579
dotted,ode_altflux,1.827155,0.00968747
dotted,ode_altflux,1.851226,0.00986121
dotted,ode_altflux,1.875485,0.01003701
dotted,ode_altflux,1.899932,0.01021489
dotted,ode_altflux,1.924567,0.01039485
dotted,ode_altflux,1.949392,0.01057692
dotted,ode_altflux,1.974407,0.01076110
dotted,ode_altflux,1.999611,0.01094740
dotted,ode_altflux,2.025007,0.01113584
dotted,ode_altflux,2.050595,0.01132643
dotted,ode_altflux,2.076374,0.01151918
dotted,ode_altflux,2.102346,0.01171411
dotted,ode_altflux,2.128511,0.01191122
dotted,ode_altflux,2.154870,0.01211053
dotted,ode_altflux,2.181423,0.01231205
dotted,ode_altflux,2.208170,0.01251579
dotted,ode_altflux,2.235114,0.01272176
dotted,ode_altflux,2.262253,0.01292998
dotted,ode_altflux,2.289588,0.01314046
dotted,ode_altflux,2.317121,0.01335322
dotted,ode_altflux,2.344851,0.01356825
dotted,ode_altflux,2.372779,0.01378558
dotted,ode_altflux,2.400906,0.01400522
dotted,ode_altflux,2.429232,0.01422718
dotted,ode_altflux,2.457758,0.01445147
dotted,ode_altflux,2.486484,0.01467810
dotted,ode_altflux,2.515411,0.01490709
dotted,ode_altflux,2.544540,0.01513845
dotted,ode_altflux,2.573871,0.01537219
dotted,ode_altflux,2.603399,0.01560622
dotted,ode_altflux,2.633108,0.01583863
dotted,ode_altflux,2.662997,0.01606941
dotted,ode_altflux,2.693067,0.01629857
dotted,ode_altflux,2.723316,0.01652612
dotted,ode_altflux,2.753744,0.01675207
dotted,ode_altflux,2.784350,0.01697641
dotted,ode_altflux,2.815135,0.01719915
dotted,ode_altflux,2.846096,0.01742031
dotted,ode_altflux,2.877235,0.01763987
dotted,ode_altflux,2.908550,0.01785786
dotted,ode_altflux,2.940040,0.01807427
dotted,ode_altflux,2.971706,0.01828912
dotted,ode_altflux,3.003546,0.01850239
dotted,ode_altflux,3.035561,0.01871411
dotted,ode_altflux,3.067749,0.01892428
dotted,ode_altflux,3.100110,0.01913289
dotted,ode_altflux,3.132644,0.01933996
dotted,ode_altflux,3.165349,0.01954550
dotted,ode_altflux,3.198226,0.01974950
dotted,ode_altflux,3.231274,0.01995197
dotted,ode_altflux,3.264493,0.02015292
dotted,ode_altflux,3.297881,0.02035236
dotted,ode_altflux,3.331438,0.02055028
dotted,ode_altflux,3.365164,0.02074670
dotted,ode_altflux,3.399059,0.02094162
dotted,ode_altflux,3.433121,0.02113504
dotted,ode_altflux,3.467350,0.02132697
dotted,ode_altflux,3.501746,0.02151741
dotted,ode_altflux,3.536308,0.02170638
dotted,ode_altflux,3.571035,0.02189387
dotted,ode_altflux,3.605927,0.02207989
dotted,ode_altflux,3.640984,0.02226445
dotted,ode_altflux,3.676205,0.02244755
dotted,ode_altflux,3.711589,0.02262920
dotted,ode_altflux,3.747136,0.02280940
dotted,ode_altflux,3.782845,0.02298815
dotted,ode_altflux,3.818716,0.02316547
dotted,ode_altflux,3.854748,0.02334136
dotted,ode_altflux,3.890941,0.02351583
dotted,ode_altflux,3.927294,0.02368887
dotted,ode_altflux,3.963807,0.02386049
dotted,ode_altflux,4.000479,0.02403070
dotted,ode_altflux,4.037309,0.02419951
dotted,ode_altflux,4.074297,0.02436692
dotted,ode_altflux,4.111443,0.02453294
dotted,ode_altflux,4.148746,0.02469756
dotted,ode_altflux,4.186205,0.02486080
dotted,ode_altflux,4.223820,0.02502267
dotted,ode_altflux,4.261590,0.02518316
dotted,ode_altflux,4.299515,0.02534228
dotted,ode_altflux,4.337594,0.02550004
dotted,ode_altflux,4.375827,0.02565644
dotted,ode_altflux,4.414214,0.02581149
dotted,ode_altflux,4.452752,0.02596519
dotted,ode_altflux,4.491443,0.02611755
dotted,ode_altflux,4.530286,0.02626857
dotted,ode_altflux,4.569279,0.02641827
dotted,ode_altflux,4.608423,0.02656664
dotted,ode_altflux,4.647717,0.02671368
dotted,ode_altflux,4.687160,0.02685942
dotted,ode_altflux,4.726752,0.02700384
dotted,ode_altflux,4.766493,0.02714696
dotted,ode_altflux,4.806381,0.02728878
dotted,ode_altflux,4.846417,0.02742931
dotted,ode_altflux,4.886599,0.02756854
dotted,ode_altflux,4.926927,0.02770650
dotted,ode_altflux,4.967401,0.02784318
dotted,ode_altflux,5.008021,0.02797858
dotted,ode_altflux,5.048784,0.02811272
dotted,ode_altflux,5.089692,0.02824560
dotted,ode_altflux,5.130743,0.02837722
dotted,ode_altflux,5.171938,0.02850759
dotted,ode_altflux,5.213274,0.02863671
dotted,ode_altflux,5.254753,0.02876459
dotted,ode_altflux,5.296373,0.02889124
dotted,ode_altflux,5.338133,0.02901666
dotted,ode_altflux,5.380034,0.02914085
dotted,ode_altflux,5.422075,0.02926383
dotted,ode_altflux,5.464255,0.02938559
dotted,ode_altflux,5.506574,0.02950614
dotted,ode_altflux,5.549030,0.02962549
dotted,ode_altflux,5.591625,0.02974364
dotted,ode_altflux,5.634356,0.02986059
dotted,ode_altflux,5.677224,0.02997636
dotted,ode_altflux,5.720227,0.03009095
dotted,ode_altflux,5.763367,0.03020436
dotted,ode_altflux,5.806641,0.03031660
dotted,ode_altflux,5.850049,0.03042768
dotted,ode_altflux,5.893592,0.03053759
dotted,ode_altflux,5.937267,0.03064635
dotted,ode_altflux,5.981076,0.03075395
dotted,ode_altflux,6.025016,0.03086042
dotted,ode_altflux,6.069089,0.03096574
dotted,ode_altflux,6.113292,0.03106993
dotted,ode_altflux,6.157626,0.03117299
dotted,ode_altflux,6.202090,0.03127492
dotted,ode_altflux,6.246684,0.03137574
dotted,ode_altflux,6.291406,0.03147545
dotted,ode_altflux,6.336257,0.03157405
dotted,ode_altflux,6.381236,0.03167154
dotted,ode_altflux,6.426342,0.03176794
dotted,ode_altflux,6.471575,0.03186325
dotted,ode_altflux,6.516935,0.03195747
dotted,ode_altflux,6.562420,0.03205060
dotted,ode_altflux,6.608031,0.03214267
dotted,ode_altflux,6.653766,0.03223366
dotted,ode_altflux,6.699625,0.03232359
dotted,ode_altflux,6.745608,0.03241246
dotted,ode_altflux,6.791714,0.03250027
dotted,ode_altflux,6.837942,0.03258703
dotted,ode_altflux,6.884293,0.03267275
dotted,ode_altflux,6.930765,0.03275744
dotted,ode_altflux,6.977358,0.03284109
dotted,ode_altflux,7.024071,0.03292371
dotted,ode_altflux,7.070904,0.03300530
dotted,ode_altflux,7.117857,0.03308588
dotted,ode_altflux,7.164928,0.03316545
dotted,ode_altflux,7.212118,0.03324402
dotted,ode_altflux,7.259425,0.03332158
dotted,ode_altflux,7.306849,0.03339814
dotted,ode_altflux,7.354390,0.03347371
dotted,ode_altflux,7.402047,0.03354830
dotted,ode_altflux,7.449820,0.03362191
dotted,ode_altflux,7.497708,0.03369455
dotted,ode_altflux,7.545710,0.03376621
dotted,ode_altflux,7.593826,0.03383691
dotted,ode_altflux,7.642055,0.03390665
dotted,ode_altflux,7.690398,0.03397544
dotted,ode_altflux,7.738853,0.03404328
dotted,ode_altflux,7.787419,0.03411017
dotted,ode_altflux,7.836097,0.03417613
dotted,ode_altflux,7.884885,0.03424116
dotted,ode_altflux,7.933784,0.03430526
dotted,ode_altflux,7.982792,0.03436844
dotted,ode_altflux,8.031910,0.03443070
dotted,ode_altflux,8.081136,0.03449205
dotted,ode_altflux,8.130470,0.03455250
dotted,ode_altflux,8.179911,0.03461204
dotted,ode_altflux,8.229460,0.03467069
dotted,ode_altflux,8.279115,0.03472845
dotted,ode_altflux,8.328875,0.03478533
dotted,ode_altflux,8.378742,0.03484132
dotted,ode_altflux,8.428713,0.03489644
dotted,ode_altflux,8.478788,0.03495070
dotted,ode_altflux,8.528967,0.03500409
dotted,ode_altflux,8.579249,0.03505662
dotted,ode_altflux,8.629634,0.03510830
dotted,ode_altflux,8.680121,0.03515913
dotted,ode_altflux,8.730709,0.03520913
dotted,ode_altflux,8.781399,0.03525828
dotted,ode_altflux,8.832189,0.03530660
dotted,ode_altflux,8.883079,0.03535410
dotted,ode_altflux,8.934068,0.03540078
dotted,ode_altflux,8.985157,0.03544664
dotted,ode_altflux,9.036344,0.03549169
dotted,ode_altflux,9.087628,0.03553594
dotted,ode_altflux,9.139010,0.03557938
dotted,ode_altflux,9.190489,0.03562204
dotted,ode_altflux,9.242064,0.03566390
dotted,ode_altflux,9.293734,0.03570498
dotted,ode_altflux,9.345500,0.03574528
dotted,ode_altflux,9.397360,0.03578481
dotted,ode_altflux,9.449314,0.03582358
dotted,ode_altflux,9.501362,0.03586157
dotted,ode_altflux,9.553503,0.03589882
dotted,ode_altflux,9.605736,0.03593531
dotted,ode_altflux,9.658061,0.03597105
dotted,ode_altflux,9.710478,0.03600606
dotted,ode_altflux,9.762985,0.03604033
dotted,ode_altflux,9.815583,0.03607387
dotted,ode_altflux,9.868271,0.03610668
dotted,ode_altflux,9.921047,0.03613877
dotted,ode_altflux,9.973913,0.03617015
dotted,ode_altflux,10.026866,0.03620082
dotted,ode_altflux,10.079908,0.03623079
dotted,ode_altflux,10.133036,0.03626005
dotted,ode_altflux,10.186251,0.03628863
dotted,ode_altflux,10.239551,0.03631652
dotted,ode_altflux,10.292938,0.03634372
dotted,ode_altflux,10.346409,0.03637025
dotted,ode_altflux,10.399965,0.03639610
dotted,ode_altflux,10.453604,0.03642129
dotted,ode_altflux,10.507327,0.03644582
dotted,ode_altflux,10.561132,0.03646969
dotted,ode_altflux,10.615020,0.03649291
dotted,ode_altflux,10.668990,0.03651549
dotted,ode_altflux,10.723040,0.03653742
dotted,ode_altflux,10.777172,0.03655872
dotted,ode_altflux,10.831383,0.03657939
dotted,ode_altflux,10.885674,0.03659944
dotted,ode_altflux,10.940044,0.03661887
dotted,ode_altflux,10.994492,0.03663768
dotted,ode_altflux,11.049019,0.03665589
dotted,ode_altflux,11.103623,0.03667350
dotted,ode_altflux,11.158303,0.03669050
dotted,ode_altflux,11.213060,0.03670692
dotted,ode_altflux,11.267893,0.03672275
dotted,ode_altflux,11.322801,0.03673799
dotted,ode_altflux,11.377784,0.03675266
dotted,ode_altflux,11.432878,0.03676654
dotted,ode_altflux,11.488052,0.03678030
dotted,ode_altflux,11.543304,0.03679393
dotted,ode_altflux,11.598631,0.03680745
dotted,ode_altflux,11.654029,0.03682084
dotted,ode_altflux,11.709496,0.03683412
dotted,ode_altflux,11.765029,0.03684727
dotted,ode_altflux,11.820624,0.03686030
dotted,ode_altflux,11.876278,0.03687321
dotted,ode_altflux,11.931989,0.03688601
dotted,ode_altflux,11.987753,0.03689868
dotted,ode_altflux,12.043567,0.03691123
dotted,ode_altflux,12.099429,0.03692367
dotted,ode_altflux,12.155334,0.03693599
dotted,ode_altflux,12.211281,0.03694819
dotted,ode_altflux,12.267266,0.03696027
dotted,ode_altflux,12.323286,0.03697223
dotted,ode_altflux,12.379338,0.03698407
dotted,ode_altflux,12.435419,0.03699580
dotted,ode_altflux,12.491526,0.03700741
dotted,ode_altflux,12.547655,0.03701891
dotted,ode_altflux,12.603805,0.03703028
dotted,ode_altflux,12.659971,0.03704154
dotted,ode_altflux,12.716151,0.03705269
dotted,ode_altflux,12.772341,0.03706372
dotted,ode_altflux,12.828539,0.03707463
dotted,ode_altflux,12.884742,0.03708543
dotted,ode_altflux,12.940946,0.03709612
dotted,ode_altflux,12.997149,0.03710669
dotted,ode_altflux,13.053347,0.03711714
dotted,ode_altflux,13.109537,0.03712748
dotted,ode_altflux,13.165717,0.03713771
dotted,ode_altflux,13.221883,0.03714782
dotted,ode_altflux,13.278032,0.03715782
dotted,ode_altflux,13.334161,0.03716771
dotted,ode_altflux,13.390268,0.03717748
dotted,ode_altflux,13.446348,0.03718714
dotted,ode_altflux,13.502400,0.03719669
dotted,ode_altflux,13.558419,0.03720613
dotted,ode_altflux,13.614404,0.03721545
dotted,ode_altflux,13.670350,0.03722467
dotted,ode_altflux,13.726255,0.03723377
dotted,ode_altflux,13.782116,0.03724276
dotted,ode_altflux,13.837930,0.03725164
dotted,ode_altflux,13.893693,0.03726041
dotted,ode_altflux,13.949403,0.03726907
dotted,ode_altflux,14.005057,0.03727762
dotted,ode_altflux,14.060651,0.03728606
dotted,ode_altflux,14.116182,0.03729439
dotted,ode_altflux,14.171648,0.03730261
dotted,ode_altflux,14.227046,0.03731072
dotted,ode_altflux,14.282372,0.03731872
dotted,ode_altflux,14.337623,0.03732662
dotted,ode_altflux,14.392796,0.03733441
dotted,ode_altflux,14.447888,0.03734208
dotted,ode_altflux,14.502897,0.03734966
dotted,ode_altflux,14.557819,0.03735712
dotted,ode_altflux,14.612651,0.03736448
dotted,ode_altflux,14.667390,0.03737173
dotted,ode_altflux,14.722032,0.03737887
dotted,ode_altflux,14.776576,0.03738591
dotted,ode_altflux,14.831018,0.03739284
dotted,ode_altflux,14.885354,0.03739966
dotted,ode_altflux,14.939582,0.03740638
dotted,ode_altflux,14.993699,0.03741300
dotted,ode_altflux,15.047701,0.03741951
dotted,ode_altflux,15.101587,0.03742591
dotted,ode_altflux,15.155351,0.03743221
dotted,ode_altflux,15.208993,0.03743841
dotted,ode_altflux,15.262507,0.03744450
dotted,ode_altflux,15.315892,0.03745049
dotted,ode_altflux,15.369145,0.03745637
dotted,ode_altflux,15.422262,0.03746215
dotted,ode_altflux,15.475240,0.03746783
dotted,ode_altflux,15.528076,0.03747341
dotted,ode_altflux,15.580768,0.03747888
dotted,ode_altflux,15.633311,0.03748425
dotted,ode_altflux,15.685704,0.03748952
dotted,ode_altflux,15.737943,0.03749469
dotted,ode_altflux,15.790025,0.03749975
dotted,ode_altflux,15.841947,0.03750472
dotted,ode_altflux,15.893705,0.03750958
dotted,ode_altflux,15.945298,0.03751435
dotted,ode_altflux,15.996721,0.03751901
dotted,ode_altflux,16.047972,0.03752357
dotted,ode_altflux,16.099048,0.03752804
dotted,ode_altflux,16.149945,0.03753240
dotted,ode_altflux,16.200661,0.03753667
dotted,ode_altflux,16.251193,0.03754083
dotted,ode_altflux,16.301537,0.03754490
dotted,ode_altflux,16.351691,0.03754887
dotted,ode_altflux,16.401651,0.03755274
dotted,ode_altflux,16.451414,0.03755651
dotted,ode_altflux,16.500978,0.03756018
dotted,ode_altflux,16.550338,0.03756376
dotted,ode_altflux,16.599494,0.03756724
dotted,ode_altflux,16.648440,0.03757062
dotted,ode_altflux,16.697174,0.03757391
