# Source: Samoilov et al. (2005) PNAS 102:2310-2315, Fig. 3A -- one exact
# Gillespie trajectory of Expressions 7 and 8 (black = X, green = X*).
# Method: article PDF page 3 rendered at 600 dpi with pdftoppm and cropped to
# the Fig. 3A panel (-x 2820 -y 380 -W 1800 -H 1520). Trace ink = pixels with
# mean RGB < 165, split into the X band (1150 < value < 2050) and the X* band
# (-60 < value < 700); the two traces are separated by >1000 molecules so the
# split is unambiguous. Each image column spans 0.00746 time units; the column
# min/mean/max of the ink is reported as lo/mid/hi. 'mid' is the ink centroid
# and estimates the local time-average of the plotted trajectory; lo/hi give
# the local excursion envelope (line width inflates it by about +-8 molecules).
# Axis calibration from tick-mark centers (not the frame): rows
# 148.5/378.5/604.5/836.5/1061.5/1287.5 -> 2500/2000/1500/1000/500/0 molecules;
# columns 194.5..1534.5 -> t = 0..10. Max tick residual 6.7 molecules, 0.0000 time units.
# The t=0 initial-condition spike is excluded (t >= 0.05).
t,X_lo,X_mid,X_hi,Xstar_lo,Xstar_mid,Xstar_hi
2.764925,1771.085,1835.810,1900.534,35.597,100.321,165.045
2.772388,1771.085,1835.810,1900.534,35.597,100.321,165.045
2.779851,1771.085,1835.810,1900.534,35.597,100.321,165.045
2.787313,1771.085,1835.810,1900.534,35.597,100.321,165.045
2.794776,1823.743,1853.362,1882.982,53.149,87.157,121.164
2.802239,1823.743,1853.362,1882.982,53.149,87.157,121.164
2.809701,1823.743,1853.362,1882.982,53.149,87.157,121.164
2.817164,1823.743,1853.362,1882.982,53.149,87.157,121.164
2.824627,1771.085,1822.646,1874.206,61.925,109.097,156.269
2.832090,1771.085,1822.646,1874.206,61.925,109.097,156.269
2.839552,1771.085,1822.646,1874.206,61.925,109.097,156.269
2.847015,1771.085,1822.646,1874.206,61.925,109.097,156.269
2.854478,1771.085,1818.257,1865.429,70.701,117.873,165.045
2.861940,1771.085,1818.257,1865.429,70.701,117.873,165.045
2.869403,1771.085,1818.257,1865.429,70.701,117.873,165.045
2.876866,1771.085,1818.257,1865.429,70.701,117.873,165.045
2.884328,1788.638,1840.198,1891.758,61.925,104.709,147.493
2.891791,1788.638,1840.198,1891.758,61.925,104.709,147.493
2.899254,1788.638,1840.198,1891.758,61.925,104.709,147.493
2.906716,1788.638,1840.198,1891.758,61.925,104.709,147.493
2.914179,1797.414,1840.198,1882.982,53.149,100.321,147.493
2.921642,1797.414,1840.198,1882.982,53.149,100.321,147.493
2.929104,1797.414,1840.198,1882.982,53.149,100.321,147.493
2.936567,1797.414,1840.198,1882.982,53.149,100.321,147.493
2.944030,1797.414,1840.198,1882.982,53.149,95.933,138.717
2.951493,1797.414,1840.198,1882.982,53.149,95.933,138.717
2.958955,1797.414,1840.198,1882.982,53.149,95.933,138.717
2.966418,1797.414,1840.198,1882.982,53.149,95.933,138.717
2.973881,1788.638,1840.198,1891.758,53.149,100.321,147.493
2.981343,1788.638,1840.198,1891.758,53.149,100.321,147.493
2.988806,1788.638,1840.198,1891.758,53.149,100.321,147.493
2.996269,1788.638,1840.198,1891.758,53.149,100.321,147.493
3.003731,1806.190,1848.974,1891.758,61.925,104.709,147.493
3.011194,1806.190,1848.974,1891.758,61.925,104.709,147.493
3.018657,1806.190,1848.974,1891.758,61.925,104.709,147.493
3.026119,1806.190,1848.974,1891.758,61.925,104.709,147.493
3.033582,1709.652,1774.377,1839.101,88.254,157.366,226.478
3.041045,1709.652,1774.377,1839.101,88.254,157.366,226.478
3.048507,1709.652,1774.377,1839.101,88.254,157.366,226.478
3.055970,1709.652,1774.377,1839.101,88.254,157.366,226.478
3.063433,1814.966,1848.974,1882.982,61.925,95.933,129.940
3.070896,1814.966,1848.974,1882.982,61.925,95.933,129.940
3.078358,1814.966,1848.974,1882.982,61.925,95.933,129.940
3.085821,1814.966,1848.974,1882.982,61.925,95.933,129.940
3.093284,1788.638,1827.034,1865.429,70.701,104.709,138.717
3.100746,1788.638,1827.034,1865.429,70.701,104.709,138.717
3.108209,1788.638,1827.034,1865.429,70.701,104.709,138.717
3.115672,1788.638,1827.034,1865.429,70.701,104.709,138.717
3.123134,1762.309,1813.869,1865.429,79.477,126.649,173.821
3.130597,1762.309,1813.869,1865.429,79.477,126.649,173.821
3.138060,1762.309,1813.869,1865.429,79.477,126.649,173.821
3.145522,1762.309,1813.869,1865.429,79.477,126.649,173.821
3.152985,1762.309,1809.481,1856.653,79.477,126.649,173.821
3.160448,1762.309,1809.481,1856.653,79.477,126.649,173.821
3.167910,1762.309,1809.481,1856.653,79.477,126.649,173.821
3.175373,1762.309,1809.481,1856.653,79.477,126.649,173.821
3.182836,1727.205,1799.355,1856.653,79.477,131.037,182.598
3.190299,1727.205,1799.355,1856.653,79.477,131.037,182.598
3.197761,1727.205,1799.355,1856.653,79.477,131.037,182.598
3.205224,1727.205,1799.355,1856.653,79.477,131.037,182.598
3.212687,1753.533,1821.183,1874.206,61.925,131.037,200.150
3.220149,1753.533,1821.183,1874.206,61.925,131.037,200.150
3.227612,1753.533,1821.183,1874.206,61.925,131.037,200.150
3.235075,1753.533,1821.183,1874.206,61.925,131.037,200.150
3.242537,1753.533,1813.869,1874.206,61.925,122.261,182.598
3.250000,1753.533,1813.869,1874.206,61.925,122.261,182.598
3.257463,1753.533,1813.869,1874.206,61.925,122.261,182.598
3.264925,1753.533,1813.869,1874.206,61.925,122.261,182.598
3.272388,1771.085,1838.735,1891.758,53.149,113.485,173.821
3.279851,1771.085,1838.735,1891.758,53.149,113.485,173.821
3.287313,1771.085,1838.735,1891.758,53.149,113.485,173.821
3.294776,1771.085,1838.735,1891.758,53.149,113.485,173.821
3.302239,1674.548,1743.660,1812.772,114.582,183.695,252.807
3.309701,1674.548,1743.660,1812.772,114.582,183.695,252.807
3.317164,1674.548,1743.660,1812.772,114.582,183.695,252.807
3.324627,1674.548,1743.660,1812.772,114.582,183.695,252.807
3.332090,1709.652,1765.600,1821.549,114.582,174.918,235.255
3.339552,1709.652,1765.600,1821.549,114.582,174.918,235.255
3.347015,1709.652,1765.600,1821.549,114.582,174.918,235.255
3.354478,1709.652,1765.600,1821.549,114.582,174.918,235.255
3.361940,1621.890,1673.451,1725.011,167.239,236.352,305.464
3.369403,1621.890,1673.451,1725.011,167.239,236.352,305.464
3.376866,1621.890,1673.451,1725.011,167.239,236.352,305.464
3.384328,1621.890,1673.451,1725.011,167.239,236.352,305.464
3.391791,1735.981,1769.988,1803.996,123.358,180.038,252.807
3.399254,1735.981,1769.988,1803.996,123.358,180.038,252.807
3.406716,1735.981,1769.988,1803.996,123.358,180.038,252.807
3.414179,1735.981,1769.988,1803.996,123.358,180.038,252.807
3.421642,1727.205,1787.541,1847.877,97.030,160.158,208.926
3.429104,1727.205,1787.541,1847.877,97.030,160.158,208.926
3.436567,1727.205,1787.541,1847.877,97.030,160.158,208.926
3.444030,1727.205,1787.541,1847.877,97.030,160.158,208.926
3.451493,1586.786,1691.003,1795.220,132.134,193.483,314.240
3.458955,1586.786,1691.003,1795.220,132.134,193.483,314.240
3.466418,1586.786,1691.003,1795.220,132.134,193.483,314.240
3.473881,1586.786,1691.003,1795.220,132.134,193.483,314.240
3.481343,1709.652,1774.377,1839.101,97.030,157.993,226.478
3.488806,1709.652,1774.377,1839.101,97.030,157.993,226.478
3.496269,1709.652,1774.377,1839.101,97.030,157.993,226.478
3.503731,1709.652,1774.377,1839.101,97.030,157.993,226.478
3.511194,1753.533,1802.301,1865.429,105.806,144.202,182.598
3.518657,1753.533,1802.301,1865.429,105.806,144.202,182.598
3.526119,1753.533,1802.301,1865.429,105.806,144.202,182.598
3.533582,1753.533,1802.301,1865.429,105.806,144.202,182.598
3.541045,1674.548,1783.780,1847.877,97.030,164.262,261.583
3.548507,1674.548,1783.780,1847.877,97.030,164.262,261.583
3.555970,1674.548,1783.780,1847.877,97.030,164.262,261.583
3.563433,1674.548,1783.780,1847.877,97.030,164.262,261.583
3.570896,1674.548,1712.943,1751.339,176.015,218.799,261.583
3.578358,1674.548,1712.943,1751.339,176.015,218.799,261.583
3.585821,1674.548,1712.943,1751.339,176.015,218.799,261.583
3.593284,1674.548,1712.943,1751.339,176.015,218.799,261.583
3.600746,1656.995,1699.779,1742.563,184.792,231.964,279.135
3.608209,1656.995,1699.779,1742.563,184.792,231.964,279.135
3.615672,1656.995,1699.779,1742.563,184.792,231.964,279.135
3.623134,1656.995,1699.779,1742.563,184.792,231.964,279.135
3.630597,1621.890,1702.997,1768.891,184.792,249.516,314.240
3.638060,1621.890,1702.997,1768.891,184.792,249.516,314.240
3.645522,1621.890,1702.997,1768.891,184.792,249.516,314.240
3.652985,1621.890,1702.997,1768.891,184.792,249.516,314.240
3.660448,1551.681,1633.958,1716.234,202.344,267.068,331.793
3.667910,1551.681,1633.958,1716.234,202.344,267.068,331.793
3.675373,1551.681,1633.958,1716.234,202.344,267.068,331.793
3.682836,1551.681,1633.958,1716.234,202.344,267.068,331.793
3.690299,1604.338,1660.286,1716.234,211.120,271.456,331.793
3.697761,1604.338,1660.286,1716.234,211.120,271.456,331.793
3.705224,1604.338,1660.286,1716.234,211.120,271.456,331.793
3.712687,1604.338,1660.286,1716.234,211.120,271.456,331.793
3.720149,1560.457,1612.017,1663.577,211.120,289.009,366.897
3.727612,1560.457,1612.017,1663.577,211.120,289.009,366.897
3.735075,1560.457,1612.017,1663.577,211.120,289.009,366.897
3.742537,1560.457,1612.017,1663.577,211.120,289.009,366.897
3.750000,1578.010,1642.734,1707.458,219.896,289.009,358.121
3.757463,1578.010,1642.734,1707.458,219.896,289.009,358.121
3.764925,1578.010,1642.734,1707.458,219.896,289.009,358.121
3.772388,1578.010,1642.734,1707.458,219.896,289.009,358.121
3.779851,1595.562,1655.898,1716.234,211.120,271.456,331.793
3.787313,1595.562,1655.898,1716.234,211.120,271.456,331.793
3.794776,1595.562,1655.898,1716.234,211.120,271.456,331.793
3.802239,1595.562,1655.898,1716.234,211.120,271.456,331.793
3.809701,1578.010,1638.346,1698.682,228.672,289.009,349.345
3.817164,1578.010,1638.346,1698.682,228.672,289.009,349.345
3.824627,1578.010,1638.346,1698.682,228.672,289.009,349.345
3.832090,1578.010,1638.346,1698.682,228.672,289.009,349.345
3.839552,1560.457,1612.017,1663.577,228.672,297.785,366.897
3.847015,1560.457,1612.017,1663.577,228.672,297.785,366.897
3.854478,1560.457,1612.017,1663.577,228.672,297.785,366.897
3.861940,1560.457,1612.017,1663.577,228.672,297.785,366.897
3.869403,1595.562,1655.898,1716.234,219.896,284.621,349.345
3.876866,1595.562,1655.898,1716.234,219.896,284.621,349.345
3.884328,1595.562,1655.898,1716.234,219.896,284.621,349.345
3.891791,1595.562,1655.898,1716.234,219.896,284.621,349.345
3.899254,1621.890,1717.331,1812.772,123.358,214.411,305.464
3.906716,1621.890,1717.331,1812.772,123.358,214.411,305.464
3.914179,1621.890,1717.331,1812.772,123.358,214.411,305.464
3.921642,1621.890,1717.331,1812.772,123.358,214.411,305.464
3.929104,1735.981,1815.066,1865.429,79.477,117.873,156.269
3.936567,1735.981,1815.066,1865.429,79.477,117.873,156.269
3.944030,1735.981,1815.066,1865.429,79.477,117.873,156.269
3.951493,1735.981,1815.066,1865.429,79.477,117.873,156.269
3.958955,1762.309,1813.869,1865.429,70.701,136.596,208.926
3.966418,1762.309,1813.869,1865.429,70.701,136.596,208.926
3.973881,1762.309,1813.869,1865.429,70.701,136.596,208.926
3.981343,1762.309,1813.869,1865.429,70.701,136.596,208.926
3.988806,1683.324,1743.660,1803.996,123.358,179.306,235.255
3.996269,1683.324,1743.660,1803.996,123.358,179.306,235.255
4.003731,1683.324,1743.660,1803.996,123.358,179.306,235.255
4.011194,1683.324,1743.660,1803.996,123.358,179.306,235.255
4.018657,1779.862,1806.556,1839.101,70.701,113.485,156.269
4.026119,1779.862,1806.556,1839.101,70.701,113.485,156.269
4.033582,1779.862,1806.556,1839.101,70.701,113.485,156.269
4.041045,1779.862,1806.556,1839.101,70.701,113.485,156.269
4.048507,1806.190,1862.138,1918.086,44.373,91.545,138.717
4.055970,1806.190,1862.138,1918.086,44.373,91.545,138.717
4.063433,1806.190,1862.138,1918.086,44.373,91.545,138.717
4.070896,1806.190,1862.138,1918.086,44.373,91.545,138.717
4.078358,1797.414,1855.995,1900.534,44.373,91.545,138.717
4.085821,1797.414,1855.995,1900.534,44.373,91.545,138.717
4.093284,1797.414,1855.995,1900.534,44.373,91.545,138.717
4.100746,1797.414,1855.995,1900.534,44.373,91.545,138.717
4.108209,1841.295,1870.915,1900.534,44.373,73.992,103.612
4.115672,1841.295,1870.915,1900.534,44.373,73.992,103.612
4.123134,1841.295,1870.915,1900.534,44.373,73.992,103.612
4.130597,1841.295,1870.915,1900.534,44.373,73.992,103.612
4.138060,1823.743,1875.303,1926.863,35.597,78.380,121.164
4.145522,1823.743,1875.303,1926.863,35.597,78.380,121.164
4.152985,1823.743,1875.303,1926.863,35.597,78.380,121.164
4.160448,1823.743,1875.303,1926.863,35.597,78.380,121.164
4.167910,1797.414,1848.974,1900.534,44.373,91.545,138.717
4.175373,1797.414,1848.974,1900.534,44.373,91.545,138.717
4.182836,1797.414,1848.974,1900.534,44.373,91.545,138.717
4.190299,1797.414,1848.974,1900.534,44.373,91.545,138.717
4.197761,1762.309,1809.481,1856.653,79.477,126.649,173.821
4.205224,1762.309,1809.481,1856.653,79.477,126.649,173.821
4.212687,1762.309,1809.481,1856.653,79.477,126.649,173.821
4.220149,1762.309,1809.481,1856.653,79.477,126.649,173.821
4.227612,1806.190,1862.138,1918.086,44.373,82.769,121.164
4.235075,1806.190,1862.138,1918.086,44.373,82.769,121.164
4.242537,1806.190,1862.138,1918.086,44.373,82.769,121.164
4.250000,1806.190,1862.138,1918.086,44.373,82.769,121.164
4.257463,1850.071,1879.691,1909.310,35.597,69.604,103.612
4.264925,1850.071,1879.691,1909.310,35.597,69.604,103.612
4.272388,1850.071,1879.691,1909.310,35.597,69.604,103.612
4.279851,1850.071,1879.691,1909.310,35.597,69.604,103.612
4.287313,1788.638,1848.974,1909.310,35.597,82.769,129.940
4.294776,1788.638,1848.974,1909.310,35.597,82.769,129.940
4.302239,1788.638,1848.974,1909.310,35.597,82.769,129.940
4.309701,1788.638,1848.974,1909.310,35.597,82.769,129.940
4.317164,1788.638,1825.780,1856.653,70.701,109.097,147.493
4.324627,1788.638,1825.780,1856.653,70.701,109.097,147.493
4.332090,1788.638,1825.780,1856.653,70.701,109.097,147.493
4.339552,1788.638,1825.780,1856.653,70.701,109.097,147.493
4.347015,1788.638,1827.034,1865.429,70.701,109.097,147.493
4.354478,1788.638,1827.034,1865.429,70.701,109.097,147.493
4.361940,1788.638,1827.034,1865.429,70.701,109.097,147.493
4.369403,1788.638,1827.034,1865.429,70.701,109.097,147.493
4.376866,1832.519,1862.138,1891.758,53.149,78.380,103.612
4.384328,1832.519,1862.138,1891.758,53.149,78.380,103.612
4.391791,1832.519,1862.138,1891.758,53.149,78.380,103.612
4.399254,1832.519,1862.138,1891.758,53.149,78.380,103.612
4.406716,1832.519,1879.691,1926.863,26.820,65.216,103.612
4.414179,1832.519,1879.691,1926.863,26.820,65.216,103.612
4.421642,1832.519,1879.691,1926.863,26.820,65.216,103.612
4.429104,1832.519,1879.691,1926.863,26.820,65.216,103.612
4.436567,1788.638,1853.947,1926.863,35.597,78.380,121.164
4.444030,1788.638,1853.947,1926.863,35.597,78.380,121.164
4.451493,1788.638,1853.947,1926.863,35.597,78.380,121.164
4.458955,1788.638,1853.947,1926.863,35.597,78.380,121.164
4.466418,1814.966,1857.750,1900.534,44.373,78.380,112.388
4.473881,1814.966,1857.750,1900.534,44.373,78.380,112.388
4.481343,1814.966,1857.750,1900.534,44.373,78.380,112.388
4.488806,1814.966,1857.750,1900.534,44.373,78.380,112.388
4.496269,1832.519,1870.915,1909.310,35.597,73.992,112.388
4.503731,1832.519,1870.915,1909.310,35.597,73.992,112.388
4.511194,1832.519,1870.915,1909.310,35.597,73.992,112.388
4.518657,1832.519,1870.915,1909.310,35.597,73.992,112.388
4.526119,1718.428,1796.805,1882.982,61.925,135.426,208.926
4.533582,1718.428,1796.805,1882.982,61.925,135.426,208.926
4.541045,1718.428,1796.805,1882.982,61.925,135.426,208.926
4.548507,1718.428,1796.805,1882.982,61.925,135.426,208.926
4.555970,1762.309,1800.705,1839.101,70.701,125.852,173.821
4.563433,1762.309,1800.705,1839.101,70.701,125.852,173.821
4.570896,1762.309,1800.705,1839.101,70.701,125.852,173.821
4.578358,1762.309,1800.705,1839.101,70.701,125.852,173.821
4.585821,1779.862,1835.810,1891.758,61.925,104.709,147.493
4.593284,1779.862,1835.810,1891.758,61.925,104.709,147.493
4.600746,1779.862,1835.810,1891.758,61.925,104.709,147.493
4.608209,1779.862,1835.810,1891.758,61.925,104.709,147.493
4.615672,1788.638,1831.422,1874.206,61.925,104.709,147.493
4.623134,1788.638,1831.422,1874.206,61.925,104.709,147.493
4.630597,1788.638,1831.422,1874.206,61.925,104.709,147.493
4.638060,1788.638,1831.422,1874.206,61.925,104.709,147.493
4.645522,1788.638,1831.422,1874.206,61.925,104.709,147.493
4.652985,1788.638,1831.422,1874.206,61.925,104.709,147.493
4.660448,1788.638,1831.422,1874.206,61.925,104.709,147.493
4.667910,1788.638,1831.422,1874.206,61.925,104.709,147.493
4.675373,1779.862,1813.869,1847.877,70.701,113.485,156.269
4.682836,1779.862,1813.869,1847.877,70.701,113.485,156.269
4.690299,1779.862,1813.869,1847.877,70.701,113.485,156.269
4.697761,1779.862,1813.869,1847.877,70.701,113.485,156.269
4.705224,1718.428,1778.765,1839.101,97.030,152.978,208.926
4.712687,1718.428,1778.765,1839.101,97.030,152.978,208.926
4.720149,1718.428,1778.765,1839.101,97.030,152.978,208.926
4.727612,1718.428,1778.765,1839.101,97.030,152.978,208.926
4.735075,1788.638,1822.646,1856.653,79.477,113.485,147.493
4.742537,1788.638,1822.646,1856.653,79.477,113.485,147.493
4.750000,1788.638,1822.646,1856.653,79.477,113.485,147.493
4.757463,1788.638,1822.646,1856.653,79.477,113.485,147.493
4.764925,1788.638,1835.810,1882.982,61.925,104.709,147.493
4.772388,1788.638,1835.810,1882.982,61.925,104.709,147.493
4.779851,1788.638,1835.810,1882.982,61.925,104.709,147.493
4.787313,1788.638,1835.810,1882.982,61.925,104.709,147.493
4.794776,1850.071,1879.691,1909.310,44.373,73.992,103.612
4.802239,1850.071,1879.691,1909.310,44.373,73.992,103.612
4.809701,1850.071,1879.691,1909.310,44.373,73.992,103.612
4.817164,1850.071,1879.691,1909.310,44.373,73.992,103.612
4.824627,1709.652,1798.312,1865.429,79.477,139.326,226.478
4.832090,1709.652,1798.312,1865.429,79.477,139.326,226.478
4.839552,1709.652,1798.312,1865.429,79.477,139.326,226.478
4.847015,1709.652,1798.312,1865.429,79.477,139.326,226.478
4.854478,1683.324,1752.436,1821.549,114.582,188.083,261.583
4.861940,1683.324,1752.436,1821.549,114.582,188.083,261.583
4.869403,1683.324,1752.436,1821.549,114.582,188.083,261.583
4.876866,1683.324,1752.436,1821.549,114.582,188.083,261.583
4.884328,1595.562,1699.779,1803.996,132.134,227.575,323.016
4.891791,1595.562,1699.779,1803.996,132.134,227.575,323.016
4.899254,1595.562,1699.779,1803.996,132.134,227.575,323.016
4.906716,1595.562,1699.779,1803.996,132.134,227.575,323.016
4.914179,1586.786,1638.346,1689.906,237.449,289.009,340.569
4.921642,1586.786,1638.346,1689.906,237.449,289.009,340.569
4.929104,1586.786,1638.346,1689.906,237.449,289.009,340.569
4.936567,1586.786,1638.346,1689.906,237.449,289.009,340.569
4.944030,1578.010,1633.160,1681.130,237.449,293.397,349.345
4.951493,1578.010,1633.160,1681.130,237.449,293.397,349.345
4.958955,1578.010,1633.160,1681.130,237.449,293.397,349.345
4.966418,1578.010,1633.160,1681.130,237.449,293.397,349.345
4.973881,1586.786,1636.591,1681.130,237.449,289.009,340.569
4.981343,1586.786,1636.591,1681.130,237.449,289.009,340.569
4.988806,1586.786,1636.591,1681.130,237.449,289.009,340.569
4.996269,1586.786,1636.591,1681.130,237.449,289.009,340.569
5.003731,1595.562,1647.122,1698.682,237.449,289.009,340.569
5.011194,1595.562,1647.122,1698.682,237.449,289.009,340.569
5.018657,1595.562,1647.122,1698.682,237.449,289.009,340.569
5.026119,1595.562,1647.122,1698.682,237.449,289.009,340.569
5.033582,1534.129,1603.729,1646.025,272.553,329.852,393.226
5.041045,1534.129,1603.729,1646.025,272.553,329.852,393.226
5.048507,1534.129,1603.729,1646.025,272.553,329.852,393.226
5.055970,1534.129,1603.729,1646.025,272.553,329.852,393.226
5.063433,1525.353,1594.465,1663.577,263.777,328.501,393.226
5.070896,1525.353,1594.465,1663.577,263.777,328.501,393.226
5.078358,1525.353,1594.465,1663.577,263.777,328.501,393.226
5.085821,1525.353,1594.465,1663.577,263.777,328.501,393.226
5.093284,1490.248,1559.360,1628.473,263.777,354.830,445.883
5.100746,1490.248,1559.360,1628.473,263.777,354.830,445.883
5.108209,1490.248,1559.360,1628.473,263.777,354.830,445.883
5.115672,1490.248,1559.360,1628.473,263.777,354.830,445.883
5.123134,1586.786,1642.734,1698.682,228.672,284.621,340.569
5.130597,1586.786,1642.734,1698.682,228.672,284.621,340.569
5.138060,1586.786,1642.734,1698.682,228.672,284.621,340.569
5.145522,1586.786,1642.734,1698.682,228.672,284.621,340.569
5.152985,1578.010,1669.062,1760.115,167.239,262.680,358.121
5.160448,1578.010,1669.062,1760.115,167.239,262.680,358.121
5.167910,1578.010,1669.062,1760.115,167.239,262.680,358.121
5.175373,1578.010,1669.062,1760.115,167.239,262.680,358.121
5.182836,1542.905,1642.734,1742.563,184.792,284.621,384.450
5.190299,1542.905,1642.734,1742.563,184.792,284.621,384.450
5.197761,1542.905,1642.734,1742.563,184.792,284.621,384.450
5.205224,1542.905,1642.734,1742.563,184.792,284.621,384.450
5.212687,1516.576,1580.674,1689.906,219.896,306.561,393.226
5.220149,1516.576,1580.674,1689.906,219.896,306.561,393.226
5.227612,1516.576,1580.674,1689.906,219.896,306.561,393.226
5.235075,1516.576,1580.674,1689.906,219.896,306.561,393.226
5.242537,1578.010,1642.734,1707.458,219.896,289.009,358.121
5.250000,1578.010,1642.734,1707.458,219.896,289.009,358.121
5.257463,1578.010,1642.734,1707.458,219.896,289.009,358.121
5.264925,1578.010,1642.734,1707.458,219.896,289.009,358.121
5.272388,1595.562,1651.510,1707.458,219.896,280.232,340.569
5.279851,1595.562,1651.510,1707.458,219.896,280.232,340.569
5.287313,1595.562,1651.510,1707.458,219.896,280.232,340.569
5.294776,1595.562,1651.510,1707.458,219.896,280.232,340.569
5.302239,1604.338,1638.346,1672.354,246.225,289.009,331.793
5.309701,1604.338,1638.346,1672.354,246.225,289.009,331.793
5.317164,1604.338,1638.346,1672.354,246.225,289.009,331.793
5.324627,1604.338,1638.346,1672.354,246.225,289.009,331.793
5.332090,1586.786,1638.346,1689.906,237.449,289.009,340.569
5.339552,1586.786,1638.346,1689.906,237.449,289.009,340.569
5.347015,1586.786,1638.346,1689.906,237.449,289.009,340.569
5.354478,1586.786,1638.346,1689.906,237.449,289.009,340.569
5.361940,1516.576,1623.274,1725.011,202.344,286.930,410.778
5.369403,1516.576,1623.274,1725.011,202.344,286.930,410.778
5.376866,1516.576,1623.274,1725.011,202.344,286.930,410.778
5.384328,1516.576,1623.274,1725.011,202.344,286.930,410.778
5.391791,1621.890,1673.451,1725.011,211.120,262.680,314.240
5.399254,1621.890,1673.451,1725.011,211.120,262.680,314.240
5.406716,1621.890,1673.451,1725.011,211.120,262.680,314.240
5.414179,1621.890,1673.451,1725.011,211.120,262.680,314.240
5.421642,1595.562,1647.122,1698.682,219.896,275.844,331.793
5.429104,1595.562,1647.122,1698.682,219.896,275.844,331.793
5.436567,1595.562,1647.122,1698.682,219.896,275.844,331.793
5.444030,1595.562,1647.122,1698.682,219.896,275.844,331.793
5.451493,1621.890,1669.062,1716.234,211.120,258.292,305.464
5.458955,1621.890,1669.062,1716.234,211.120,258.292,305.464
5.466418,1621.890,1669.062,1716.234,211.120,258.292,305.464
5.473881,1621.890,1669.062,1716.234,211.120,258.292,305.464
5.481343,1586.786,1638.346,1689.906,219.896,284.621,349.345
5.488806,1586.786,1638.346,1689.906,219.896,284.621,349.345
5.496269,1586.786,1638.346,1689.906,219.896,284.621,349.345
5.503731,1586.786,1638.346,1689.906,219.896,284.621,349.345
5.511194,1604.338,1664.674,1725.011,202.344,267.068,331.793
5.518657,1604.338,1664.674,1725.011,202.344,267.068,331.793
5.526119,1604.338,1664.674,1725.011,202.344,267.068,331.793
5.533582,1604.338,1664.674,1725.011,202.344,267.068,331.793
5.541045,1595.562,1642.734,1689.906,246.225,293.397,340.569
5.548507,1595.562,1642.734,1689.906,246.225,293.397,340.569
5.555970,1595.562,1642.734,1689.906,246.225,293.397,340.569
5.563433,1595.562,1642.734,1689.906,246.225,293.397,340.569
5.570896,1534.129,1605.874,1672.354,255.001,320.895,393.226
5.578358,1534.129,1605.874,1672.354,255.001,320.895,393.226
5.585821,1534.129,1605.874,1672.354,255.001,320.895,393.226
5.593284,1534.129,1605.874,1672.354,255.001,320.895,393.226
5.600746,1569.233,1620.793,1672.354,246.225,297.785,349.345
5.608209,1569.233,1620.793,1672.354,246.225,297.785,349.345
5.615672,1569.233,1620.793,1672.354,246.225,297.785,349.345
5.623134,1569.233,1620.793,1672.354,246.225,297.785,349.345
5.630597,1595.562,1642.734,1689.906,246.225,289.009,331.793
5.638060,1595.562,1642.734,1689.906,246.225,289.009,331.793
5.645522,1595.562,1642.734,1689.906,246.225,289.009,331.793
5.652985,1595.562,1642.734,1689.906,246.225,289.009,331.793
5.660448,1586.786,1638.346,1689.906,246.225,293.397,340.569
5.667910,1586.786,1638.346,1689.906,246.225,293.397,340.569
5.675373,1586.786,1638.346,1689.906,246.225,293.397,340.569
5.682836,1586.786,1638.346,1689.906,246.225,293.397,340.569
5.690299,1578.010,1625.182,1672.354,246.225,311.534,384.450
5.697761,1578.010,1625.182,1672.354,246.225,311.534,384.450
5.705224,1578.010,1625.182,1672.354,246.225,311.534,384.450
5.712687,1578.010,1625.182,1672.354,246.225,311.534,384.450
5.720149,1542.905,1590.077,1637.249,246.225,329.964,384.450
5.727612,1542.905,1590.077,1637.249,246.225,329.964,384.450
5.735075,1542.905,1590.077,1637.249,246.225,329.964,384.450
5.742537,1542.905,1590.077,1637.249,246.225,329.964,384.450
5.750000,1621.890,1677.839,1733.787,193.568,253.904,314.240
5.757463,1621.890,1677.839,1733.787,193.568,253.904,314.240
5.764925,1621.890,1677.839,1733.787,193.568,253.904,314.240
5.772388,1621.890,1677.839,1733.787,193.568,253.904,314.240
5.779851,1578.010,1642.734,1707.458,211.120,280.232,349.345
5.787313,1578.010,1642.734,1707.458,211.120,280.232,349.345
5.794776,1578.010,1642.734,1707.458,211.120,280.232,349.345
5.802239,1578.010,1642.734,1707.458,211.120,280.232,349.345
5.809701,1613.114,1673.451,1733.787,193.568,253.904,314.240
5.817164,1613.114,1673.451,1733.787,193.568,253.904,314.240
5.824627,1613.114,1673.451,1733.787,193.568,253.904,314.240
5.832090,1613.114,1673.451,1733.787,193.568,253.904,314.240
5.839552,1586.786,1642.734,1698.682,219.896,280.232,340.569
5.847015,1586.786,1642.734,1698.682,219.896,280.232,340.569
5.854478,1586.786,1642.734,1698.682,219.896,280.232,340.569
5.861940,1586.786,1642.734,1698.682,219.896,280.232,340.569
5.869403,1578.010,1638.346,1698.682,228.672,293.397,358.121
5.876866,1578.010,1638.346,1698.682,228.672,293.397,358.121
5.884328,1578.010,1638.346,1698.682,228.672,293.397,358.121
5.891791,1578.010,1638.346,1698.682,228.672,293.397,358.121
5.899254,1542.905,1587.444,1646.025,272.553,324.113,375.673
