alpha_factor_uM,mean_ste5_phosphorylation
0.001,0.8630952380952381
0.001091679708813151,0.8630952380952381
0.0011917645866343675,0.8630952380952381
0.0013010252169108315,0.8630952380952381
0.0014203028299557832,0.8630952380952381
0.0015505157798326253,0.8630952380952381
0.001692666615037876,0.8630952380952381
0.0018478497974222907,0.8630952380952381
0.0020172601287804064,0.8630952380952381
0.0022022019499873756,0.8690476190476191
0.002404099183509972,0.8690476190476191
0.0026245062966121003,0.8690476190476191
0.002865120269663782,0.8630952380952381
0.003127793661701214,0.8630952380952381
0.003414548873833601,0.8630952380952381
0.003727593720314938,0.8630952380952381
0.004069338427167146,0.8630952380952381
0.004442414189231996,0.8630952380952381
0.0048496934285282,0.8639455782312924
0.005294311909888718,0.8660714285714286
0.005779692884153313,0.8681972789115648
0.00630957344480193,0.8690476190476191
0.006888033300956568,0.8690476190476191
0.007519526188283554,0.8690476190476191
0.008208914159638253,0.8690476190476191
0.00896150501946605,0.8690476190476191
0.009783093190178288,0.8690476190476191
0.010680004325145754,0.8690476190476191
0.011659144011798317,0.8690476190476191
0.012728050939810586,0.8690476190476191
0.013894954943731374,0.8690476190476191
0.015168840366944528,0.8676739926739924
0.016559515234819182,0.860805860805861
0.01807768676963434,0.8539377289377289
0.01973504382868978,0.8690476190476191
0.021544346900318832,0.8690476190476191
0.02351952635070959,0.8630952380952381
0.02567578967796589,0.8571428571428571
0.028029738599189512,0.8503401360544219
0.03059949687207196,0.8418367346938777
0.03340484983513244,0.8333333333333334
0.03646739674096444,0.8333333333333334
0.039810717055349734,0.8214285714285714
0.04346055200262694,0.8095238095238095
0.04744500275508661,0.807900432900433
0.0517947467923121,0.770021645021645
0.05654327409628219,0.7321428571428571
0.06172714500077156,0.7321428571428571
0.06738627168030945,0.7083333333333334
0.07356422544596414,0.6845238095238095
0.08030857221391513,0.6726190476190477
0.08767123872968682,0.6130952380952381
0.0957089123677128,0.5773809523809523
0.1044834775844081,0.5297619047619048
0.11406249238513202,0.4840561224489795
0.12451970847350331,0.43835034013605423
0.13593563908785256,0.39264455782312896
0.14839817889675647,0.34693877551020436
0.16200328072641315,0.3012329931972791
0.1768556943301859,0.2619047619047619
0.19306977288832497,0.2451298701298698
0.210770353447348,0.20725108225108255
0.2300937180778458,0.19047619047619047
0.25118864315095796,0.17619047619047631
0.27421754481220856,0.15833333333333346
0.29935772947204903,0.15476190476190477
0.3268027589410125,0.15476190476190477
0.35676394072005896,0.15476190476190477
0.3894719549203066,0.15476190476190477
0.425178630338289,0.15476190476190477
0.46415888336127775,0.15476190476190477
0.5067128346308776,0.15476190476190477
0.5531681197617228,0.15476190476190477
0.6038824119061957,0.15476190476190477
0.6592461755871397,0.15476190476190477
0.7196856730011522,0.15476190476190477
0.7856662459388943,0.15476190476190477
0.8576958985908937,0.15476190476190477
0.9363292088239417,0.15476190476190477
1.0221715980421688,0.15476190476190477
1.115883992507748,0.15476190476190477
1.218187912010116,0.15476190476190477
1.329871025062904,0.15476190476190477
1.4517932133997176,0.15476190476190477
1.584893192461114,0.15476190476190477
1.7301957388458944,0.15476190476190477
1.8888195803730408,0.15476190476190477
2.0619860095022213,0.15476190476190477
2.2510282864301763,0.15476190476190477
2.457401904260261,0.15476190476190477
2.6826957952797246,0.15476190476190477
2.9286445646252375,0.15476190476190477
3.1971418455272964,0.15476190476190477
3.4902548789595795,0.15476190476190477
3.810240429946277,0.15476190476190477
4.159562163071847,0.15476190476190477
4.5409096109724745,0.15476190476190477
4.957218881853275,0.15476190476190477
5.411695265464638,0.15476190476190477
5.907837911587944,0.15476190476190477
6.449466771037621,0.15476190476190477
7.04075200660645,0.15476190476190477
7.686246100397738,0.15476190476190477
8.39091890474842,0.15476190476190477
9.160195906610529,0.15476190476190477
10.0,0.15476190476190477
