1.35E-02
2.29E-04
5.37E-04
5.91E-04
1.00E-01
2.30E-04
2.34E-04
1.19E-06
1.49E-06
8.93E-02
2.68E-04
1.23E-06
2.13E-02
7.02E-02
7.86E-04
4.1007
1.1142
0.4587
