CaM4_uM,FP
0.00999979,0.00198227
0.0199993,0.00742275
0.0499975,0.0382063
0.100004,0.113813
0.200004,0.272136
0.500003,0.534796
0.99999,0.62601
2.00015,0.636671
5.00031,0.633057
9.99995,0.631646
20.0016,0.631176
