conditionId	targetId	targetValue
cond_mutA1	live_A1	0
cond_mutA2	live_A2	0
cond_mutB1	live_B1	0
cond_mutB2	live_B2	0
cond_mutC1	live_C1	0
cond_mutC2	live_C2	0
