# Digitized from Fig. 2H of Smith GR, Shanley DP (2013), BMC Systems Biology 7:41,
# doi:10.1186/1752-0509-7-41. The published PDF page was rendered at 400 dpi with
# pdftoppm; the axis frame and tick marks were located by pixel run detection and
# used for a linear (or log) calibration; each plotted curve was then traced column
# by column, selecting at each column the colour-matched pixel run closest to the
# previous column's centre so that data markers, error bars and legend keys do not
# capture the trace.
# Insulin dose 1 nM; the horizontal axis is calibrated on the decade ticks.
external_ROS_M,fraction_DNA_bound_FOXO
9.86778e-10,0.244715
1.0134e-09,0.245528
1.04074e-09,0.245528
1.06881e-09,0.245528
1.09765e-09,0.245528
1.12726e-09,0.245528
1.15767e-09,0.245528
1.1889e-09,0.245528
1.22097e-09,0.245528
1.25391e-09,0.245528
1.28774e-09,0.245528
1.32247e-09,0.245528
1.35815e-09,0.245528
1.39479e-09,0.245528
1.43242e-09,0.245528
1.47106e-09,0.245528
1.51074e-09,0.245528
1.5515e-09,0.245528
1.59335e-09,0.245528
1.63634e-09,0.245528
1.68048e-09,0.245528
1.72581e-09,0.245528
1.77237e-09,0.245528
1.82019e-09,0.245528
1.86929e-09,0.245528
1.91972e-09,0.245528
1.9715e-09,0.245528
2.02469e-09,0.245528
2.07931e-09,0.245528
2.1354e-09,0.245528
2.19301e-09,0.245528
2.25217e-09,0.245528
2.31293e-09,0.245528
2.37532e-09,0.245528
2.4394e-09,0.245528
2.50521e-09,0.245528
2.57279e-09,0.245528
2.6422e-09,0.245528
2.71348e-09,0.245528
2.78668e-09,0.245528
2.86185e-09,0.245528
2.93906e-09,0.245528
3.01834e-09,0.245528
3.09977e-09,0.245528
3.18339e-09,0.245528
3.26927e-09,0.245528
3.35747e-09,0.245528
3.44804e-09,0.245528
3.54106e-09,0.245528
3.63658e-09,0.245528
3.73469e-09,0.245528
3.83544e-09,0.245528
3.93891e-09,0.245528
4.04517e-09,0.245528
4.15429e-09,0.245528
4.26636e-09,0.245528
4.38146e-09,0.245528
4.49965e-09,0.245528
4.62104e-09,0.245528
4.7457e-09,0.245528
4.87373e-09,0.245528
5.00521e-09,0.245528
5.14023e-09,0.244715
5.2789e-09,0.244715
5.42131e-09,0.244715
5.56756e-09,0.244715
5.71775e-09,0.244715
5.872e-09,0.244715
6.03041e-09,0.244715
6.19309e-09,0.244715
6.36016e-09,0.244715
6.53174e-09,0.244715
6.70795e-09,0.244715
6.88891e-09,0.244715
7.07475e-09,0.244715
7.2656e-09,0.244715
7.46161e-09,0.244715
7.6629e-09,0.244715
7.86962e-09,0.244715
8.08192e-09,0.244715
8.29994e-09,0.244715
8.52385e-09,0.244715
8.7538e-09,0.244715
8.98995e-09,0.244715
9.23247e-09,0.244715
9.48153e-09,0.244715
9.73732e-09,0.244715
1e-08,0.244715
1.02698e-08,0.244715
1.05468e-08,0.244715
1.08313e-08,0.244715
1.11235e-08,0.244715
1.14236e-08,0.244715
1.17318e-08,0.244715
1.20483e-08,0.244715
1.23733e-08,0.244715
1.27071e-08,0.244715
1.30499e-08,0.244715
1.34019e-08,0.244715
1.37635e-08,0.244715
1.41348e-08,0.244715
1.45161e-08,0.244715
1.49077e-08,0.243902
1.53099e-08,0.243902
1.57229e-08,0.243902
1.6147e-08,0.243902
1.65826e-08,0.243902
1.703e-08,0.243902
1.74894e-08,0.243902
1.79612e-08,0.243902
1.84457e-08,0.243902
1.89433e-08,0.243902
1.94544e-08,0.243902
1.99792e-08,0.243902
2.05182e-08,0.243902
2.10717e-08,0.243902
2.16401e-08,0.243902
2.22239e-08,0.243902
2.28235e-08,0.243902
2.34392e-08,0.243902
2.40715e-08,0.243902
2.47209e-08,0.243902
2.53878e-08,0.243902
2.60726e-08,0.243902
2.6776e-08,0.243902
2.74983e-08,0.243902
2.82402e-08,0.243902
2.9002e-08,0.243902
2.97844e-08,0.243902
3.05879e-08,0.243902
3.1413e-08,0.243902
3.22605e-08,0.243902
3.31307e-08,0.243902
3.40245e-08,0.243902
3.49424e-08,0.243902
3.5885e-08,0.243902
3.68531e-08,0.243902
3.78473e-08,0.243902
3.88683e-08,0.243902
3.99168e-08,0.243902
4.09937e-08,0.243902
4.20996e-08,0.243902
4.32353e-08,0.243089
4.44016e-08,0.243089
4.55994e-08,0.243089
4.68296e-08,0.243089
4.80929e-08,0.243089
4.93903e-08,0.243089
5.07227e-08,0.243089
5.2091e-08,0.243089
5.34963e-08,0.242276
5.49395e-08,0.242276
5.64216e-08,0.242276
5.79436e-08,0.242276
5.95068e-08,0.242276
6.11121e-08,0.242276
6.27607e-08,0.242276
6.44538e-08,0.242276
6.61926e-08,0.242276
6.79782e-08,0.242276
6.98121e-08,0.242276
7.16954e-08,0.242276
7.36295e-08,0.242276
7.56158e-08,0.242276
7.76557e-08,0.242276
7.97506e-08,0.242276
8.19021e-08,0.242276
8.41115e-08,0.242276
8.63806e-08,0.242276
8.87109e-08,0.242276
9.1104e-08,0.242276
9.35617e-08,0.241463
9.60857e-08,0.241463
9.86778e-08,0.241463
1.0134e-07,0.241463
1.04074e-07,0.241463
1.06881e-07,0.24065
1.09765e-07,0.24065
1.12726e-07,0.24065
1.15767e-07,0.24065
1.1889e-07,0.24065
1.22097e-07,0.24065
1.25391e-07,0.24065
1.28774e-07,0.24065
1.32247e-07,0.239837
1.35815e-07,0.239837
1.39479e-07,0.239837
1.43242e-07,0.239024
1.47106e-07,0.239024
1.51074e-07,0.239024
1.5515e-07,0.239024
1.59335e-07,0.239024
1.63634e-07,0.239024
1.68048e-07,0.239024
1.72581e-07,0.239024
1.77237e-07,0.239024
1.82019e-07,0.238211
1.86929e-07,0.238211
1.91972e-07,0.238211
1.9715e-07,0.237398
2.02469e-07,0.237398
2.07931e-07,0.237398
2.1354e-07,0.237398
2.19301e-07,0.237398
2.25217e-07,0.237398
2.31293e-07,0.237398
2.37532e-07,0.237398
2.4394e-07,0.236585
2.50521e-07,0.236585
2.57279e-07,0.236585
2.6422e-07,0.235772
2.71348e-07,0.235772
2.78668e-07,0.235772
2.86185e-07,0.235772
2.93906e-07,0.235772
3.01834e-07,0.235772
3.09977e-07,0.235772
3.18339e-07,0.235772
3.26927e-07,0.235772
3.35747e-07,0.234959
3.44804e-07,0.234959
3.54106e-07,0.234146
3.63658e-07,0.234146
3.73469e-07,0.234146
3.83544e-07,0.234146
3.93891e-07,0.234146
4.04517e-07,0.234146
4.15429e-07,0.234146
4.26636e-07,0.233333
4.38146e-07,0.233333
4.49965e-07,0.23252
4.62104e-07,0.23252
4.7457e-07,0.23252
4.87373e-07,0.23252
5.00521e-07,0.23252
5.14023e-07,0.23252
5.2789e-07,0.23252
5.42131e-07,0.231707
5.56756e-07,0.231707
5.71775e-07,0.231707
5.872e-07,0.230894
6.03041e-07,0.230894
6.19309e-07,0.230894
6.36016e-07,0.230894
6.53174e-07,0.230894
6.70795e-07,0.230894
6.88891e-07,0.230894
7.07475e-07,0.230081
7.2656e-07,0.230081
7.46161e-07,0.229268
7.6629e-07,0.229268
7.86962e-07,0.229268
8.08192e-07,0.229268
8.29994e-07,0.229268
8.52385e-07,0.229268
8.7538e-07,0.229268
8.98995e-07,0.228455
9.23247e-07,0.228455
9.48153e-07,0.228455
9.73732e-07,0.227642
1e-06,0.227642
1.02698e-06,0.227642
1.05468e-06,0.229268
1.08313e-06,0.229268
1.11235e-06,0.229268
1.14236e-06,0.230894
1.17318e-06,0.230894
1.20483e-06,0.230894
1.23733e-06,0.23252
1.27071e-06,0.23252
1.30499e-06,0.23252
1.34019e-06,0.234146
1.37635e-06,0.234146
1.41348e-06,0.234146
1.45161e-06,0.234959
1.49077e-06,0.235772
1.53099e-06,0.235772
1.57229e-06,0.235772
1.6147e-06,0.237398
1.65826e-06,0.237398
1.703e-06,0.237398
1.74894e-06,0.239024
1.79612e-06,0.239024
1.84457e-06,0.239024
1.89433e-06,0.24065
1.94544e-06,0.24065
1.99792e-06,0.24065
2.05182e-06,0.242276
2.10717e-06,0.242276
2.16401e-06,0.242276
2.22239e-06,0.243902
2.28235e-06,0.243902
2.34392e-06,0.243902
2.40715e-06,0.244715
2.47209e-06,0.245528
2.53878e-06,0.245528
2.60726e-06,0.245528
2.6776e-06,0.247154
2.74983e-06,0.247154
2.82402e-06,0.247967
2.9002e-06,0.24878
2.97844e-06,0.249593
3.05879e-06,0.250407
3.1413e-06,0.252033
3.22605e-06,0.255285
3.31307e-06,0.256911
3.40245e-06,0.25935
3.49424e-06,0.260976
3.5885e-06,0.263415
3.68531e-06,0.265854
3.78473e-06,0.26748
3.88683e-06,0.269106
3.99168e-06,0.272358
4.09937e-06,0.273984
4.44016e-06,0.280488
1.5515e-05,0.358537
1.63634e-05,0.360163
1.72581e-05,0.361789
1.77237e-05,0.362602
1.82019e-05,0.363415
1.86929e-05,0.364228
1.91972e-05,0.365041
1.9715e-05,0.365854
2.02469e-05,0.366667
2.07931e-05,0.36748
2.1354e-05,0.369106
2.19301e-05,0.369106
2.25217e-05,0.370732
2.31293e-05,0.370732
2.37532e-05,0.372358
2.4394e-05,0.372358
2.50521e-05,0.373984
2.57279e-05,0.374797
2.6422e-05,0.37561
2.71348e-05,0.376423
2.78668e-05,0.377236
2.86185e-05,0.378049
2.93906e-05,0.379675
3.01834e-05,0.379675
3.09977e-05,0.381301
3.18339e-05,0.380488
3.26927e-05,0.379675
3.35747e-05,0.379675
3.44804e-05,0.378049
3.54106e-05,0.376423
3.63658e-05,0.374797
3.73469e-05,0.373171
3.83544e-05,0.371545
3.93891e-05,0.369919
4.04517e-05,0.368293
4.15429e-05,0.366667
4.26636e-05,0.365854
4.38146e-05,0.365041
4.49965e-05,0.363415
4.62104e-05,0.361789
4.7457e-05,0.360163
4.87373e-05,0.358537
5.00521e-05,0.356911
5.14023e-05,0.355285
