# Digitized from Fig. 2A of Smith GR, Shanley DP (2013), BMC Systems Biology 7:41,
# doi:10.1186/1752-0509-7-41. The published PDF page was rendered at 400 dpi with
# pdftoppm; the axis frame and tick marks were located by pixel run detection and
# used for a linear (or log) calibration; each plotted curve was then traced column
# by column, selecting at each column the colour-matched pixel run closest to the
# previous column's centre so that data markers, error bars and legend keys do not
# capture the trace.
time_min,fraction_active
57.5723,0.00176211
57.711,0
57.8497,0
57.9884,0
58.1272,0
58.2659,0
58.4046,0
58.5434,0
58.6821,0
58.8208,0
58.9595,0
59.0983,0
59.237,0
59.3757,0
59.5145,0
59.6532,0
59.7919,0
59.9306,0
60.0694,0
60.2081,0
